Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,04/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100019916,"79,200.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100019919,"139,138.45",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100019922,"26,114.87",IT contractors,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Minor AW consultancy,Estates,OCS UK&I LIMITED,5100019930,"4,055.45",Minor AW consultancy,IP28 6LG,,,,
HMRC,HMRC,04/07/2024,Minor AW consultancy,Estates,OCS UK&I LIMITED,5100019930,"24,912.02",Minor AW consultancy,IP28 6LG,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100019942,"30,356.92",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,CSG Strategy and Change,CAPGEMINI,5100019974,"73,308.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,CAPGEMINI,5100019979,"28,194.00",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100019986,"24,927.07",IT contractors,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,CDIO - Core,Coforge,5100019991,"88,200.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100019992,"67,293.29",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100019993,"79,461.04",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Hardware maintenance,CDIO - Core,AVANADE UK LTD,5100019999,"48,600.00",Hardware maintenance,EC4M 6XH,,,,
HMRC,HMRC,04/07/2024,Soft Licen Integral,CDIO - Core,FUJITSU SERVICES LTD,5100020000,"2,408,410.29",Soft Licen Integral,WA3 6GD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100020003,"25,726.22",IT contractors,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,Pennant International Limited,5100020004,"27,008.75",PROJECT Mandays Supp,GL51 6TL,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100020005,"29,478.67",IT contractors,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100020009,"32,792.77",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020010,198.32,Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020010,"308,919.67",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020011,"1,707.18",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"9,389.51",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100020011,"11,096.71",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"11,950.29",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020011,"12,803.89", IT contractor costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"20,486.22",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020011,"32,436.51",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"32,436.51",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"56,337.10",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"56,337.10",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"60,605.06",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"62,312.25",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"64,019.43",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"92,187.98",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020011,"104,138.27",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100020011,"112,674.20", IT contractor costs,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100020011,"112,674.20",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020014,"109,316.12",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020018,"156,197.77",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020019,"156,478.38",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Risk & Intelligence,CAPGEMINI,5100020022,"51,232.61",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Soft Licen Integral,CDIO - Core,CAPGEMINI,5100020025,"31,713.00",Soft Licen Integral,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020029,"31,283.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Cons ad imp (Ir VAT),CDIO - Core,FINYX CONSULTING LTD,5100020032,"52,496.40",Cons ad imp (Ir VAT),YO10 5GA,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020033,"55,824.79",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,IT Security Vetting,CDIO - Core,CABINET OFFICE,5100020038,"270,058.50",IT Security Vetting,FY1 9JN,,,,
HMRC,HMRC,04/07/2024,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100020043,"761,830.42",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100020044,"121,973.17",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100020046,"27,271.20",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100020047,"22,964.42",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,PEGASYSTEMS LTD,5100020048,"310,035.00",PROJECT Mandays Supp,RG1 3JH,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays HMRC,CDIO - Core,PEGASYSTEMS LTD,5100020049,"55,836.00",PROJECT Mandays HMRC,RG1 3JH,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020181,"23,018.60",Capgemini CESA & IDMS Delivery of SSTTP SA,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020202,"55,589.33",Q1 Resource,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020203,"24,003.47",ODS Gateway,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Internat. Courier,Operational Excellence & Output Mgmt,G3 WORLDWIDE (UK) LTD,5100020212,"139,737.39",Internat. Courier,UB2 5LF,,,,
HMRC,HMRC,04/07/2024,Desktop Managed Serv,CDIO - Core,CABINET OFFICE,5100020213,"1,048,087.00",Desktop Managed Serv,FY1 9JN,,,,
HMRC,HMRC,04/07/2024,Govt bank service,Government Banking and Payments,EXELA TECHNOLOGIES LTD,5100020218,"36,183.33",Govt bank service,TW20 9AB,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020220,"24,103.02",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020228,"37,246.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays HMRC,CDIO - Core,CAPGEMINI,5100020256,"103,291.20",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020268,"52,169.33",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020272,"24,922.07",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020275,"100,012.36",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020275,"109,534.63",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Soft FM Services,Estates,SODEXO LTD,5100020286,"68,601.65",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020287,"29,328.53",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020287,"760,861.08",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020294,"198,851.64",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020296,"57,272.16",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Soft FM Services,Estates,SODEXO LTD,5100020298,"82,492.06",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020302,"28,494.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020305,"16,769.08",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020305,"65,726.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Soft FM Services,Estates,SODEXO LTD,5100020306,"623,620.79",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020307,"17,017.07",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020307,"201,363.82",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020310,"24,867.27",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Physical Data Transf,Risk & Intelligence,BUTTERFLY PROJECTS LTD,5100020312,"63,662.50",Physical Data Transf,CF83 3GG,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020313,"105,983.40",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020316,"111,631.17",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020317,"75,646.33",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Maintenance fees,CDIO - Core,ACCENTURE (UK) LTD,5100020318,"21,396.00",Maintenance fees,EC3M 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020319,"33,797.54",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020323,"26,363.26",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,04/07/2024,Recruitment services,HR,LINKEDIN IRELAND LTD,5100020332,"79,767.25",Recruitment services,.,,,,
HMRC,HMRC,04/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100020333,"59,050.22",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,System Maintenance,CDIO - Core,CAPGEMINI,1900168716,"73,521.45",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,System Maintenance,CDIO - Core,CAPGEMINI,1900168718,"791,384.86",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172425,"53,652.04",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,05/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172432,"237,876.13",Virtual Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,05/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900172433,"164,112.14",Project Development,NE136DS,,,,
HMRC,HMRC,05/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900172434,"27,898.46",Project Development,NE136DS,,,,
HMRC,HMRC,05/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172435,"468,001.80",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,05/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900172445,"80,942.60",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,05/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900172447,"79,520.24",Project Development,NE136DS,,,,
HMRC,HMRC,05/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900172448,"44,712.71",Project Development,NE136DS,,,,
HMRC,HMRC,05/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900172449,"37,263.77",Project Development,NE136DS,,,,
HMRC,HMRC,05/07/2024,System Maintenance,CDIO - Core,CAPGEMINI,1900172508,"305,756.80",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100020358,"34,431.72",IT contractors,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020365,"24,308.05",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,Project support,CDIO - Core,BUTTERFLY PROJECTS LTD,5100020382,"45,453.00",Project support,CF83 3GG,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020386,"32,439.12",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100020391,"68,095.22",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,05/07/2024,Soft FM Services,Estates,SODEXO LTD,5100020393,"145,023.07",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100020402,"126,732.89",IT contractors,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100020404,"86,278.75",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,05/07/2024,Rent (Irrec VAT),Estates,Spirit 120 Ltd,5100020414,"93,869.10",Rent (Irrec VAT),LE10 1QU,,,,
HMRC,HMRC,05/07/2024,Rent (Irrec VAT),Estates,Spirit 120 Ltd,5100020415,"75,630.90",Rent (Irrec VAT),LE10 1QU,,,,
HMRC,HMRC,05/07/2024,Rent (Irrec VAT),Estates,Teville Gate House Ltd,5100020422,"408,854.10",Rent (Irrec VAT),LE10 1QU,,,,
HMRC,HMRC,05/07/2024,SW Lic Sup Bespkd,CDIO - Core,Pennant International Limited,5100020423,"49,884.50",SW Lic Sup Bespkd,GL51 6TL,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100020425,"345,711.55",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,Subscriptions to Publications,CDIO - Core,TRANSUNION INTERNATIONAL UK LTD,5100020426,"131,293.51",Subscriptions to Pub,LS3 1EP,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100020432,"51,618.05",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,SW Lic Sup Off shlf,Programme and Operational Delivery,Smarter Technologies,5100020433,"107,831.87",IBF Running Costs ,BH24 3FG,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100020438,"173,536.16",IT contractors,TF3 3BD,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,CDIO - Core,Coforge,5100020440,"33,075.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,05/07/2024,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100020575,"26,664.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,05/07/2024,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100020600,"25,296.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,05/07/2024,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100020601,"25,296.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,05/07/2024,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100020605,"26,664.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,05/07/2024,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100020606,"25,296.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,05/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,BUTTERFLY PROJECTS LTD,5100020611,"30,940.50",PROJECT Mandays Supp,CF83 3GG,,,,
HMRC,HMRC,08/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172542,"38,751.22",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172543,"150,243.69",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172584,"47,611.70",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,Projects,Programme and Operational Delivery,SODEXO LTD,1900172588,"357,920.17",IBF Running Costs ,M50 2UE,,,,
HMRC,HMRC,08/07/2024,Projects,Programme and Operational Delivery,SODEXO LTD,1900172589,"1,480,018.61",IBF Running Costs ,M50 2UE,,,,
HMRC,HMRC,08/07/2024,System Maintenance,CDIO - Core,ACCENTURE (UK) LTD,1900172647,"611,708.12",System Maintenance,EC3M 3BD,,,,
HMRC,HMRC,08/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900172662,"131,705.01",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,Business Continuity & Disaster Recovery,CDIO - Core,FUJITSU SERVICES LTD,1900172671,"45,583.69",Business Continuity & Disaster Recovery,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,CDIO - Core,RED HAT LTD,5100020217,"29,348.00",PROJECT Mandays Supp,.,,,,
HMRC,HMRC,08/07/2024,Soft Licen Off shelf,CDIO - Core,BOXXE LTD,5100020643,"3,760,941.14",Soft Licen Off shelf,YO31 7RE,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100020662,"134,652.70",CHIEF Decommissioning Contractor Costs,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100020664,"25,510.51",CHIEF Decommissioning Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100020665,"171,130.29",CHIEF Sustainment Contractor Costs,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100020667,"153,595.04",ATWD Contractor Costs,WA3 6GD,,,,
HMRC,HMRC,08/07/2024,Minor Wrks Irrec VAT,Estates,BELLROCK PROPERTY & FACILITIES,5100020673,"29,040.00",Minor Wrks Irrec VAT,LE1 6LP,,,,
HMRC,HMRC,08/07/2024,Plumbing maint.,Estates,BELLROCK PROPERTY & FACILITIES,5100020675,"27,984.00",Plumbing maint.,LE1 6LP,,,,
HMRC,HMRC,08/07/2024,Electric install,CFO Transformation Programmes,BELLROCK PROPERTY & FACILITIES,5100020683,"21,807.50",Electric install,LE1 6LP,,,,
HMRC,HMRC,08/07/2024,Hardware maintenance,CDIO - Core,SPECIALIST COMPUTER CTR,5100020717,"229,228.00",Hardware maintenance,B11 2LE,,,,
HMRC,HMRC,08/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100020729,"325,402.08",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,08/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100020730,"263,162.92",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,08/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100020731,"107,900.64",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,08/07/2024,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100020796,"107,027.00",Legal services,EH3 7HW,,,,
HMRC,HMRC,08/07/2024,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100020798,"107,027.00",Legal services,EH3 7HW,,,,
HMRC,HMRC,08/07/2024,OGD costs,Estates,THE SCOTTISH GOVERNMENT,5100020800,"118,473.00",OGD costs,EH6 6QQ,,,,
HMRC,HMRC,08/07/2024,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100020801,"107,027.00",Legal services,EH3 7HW,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,CAPGEMINI,5100020804,"29,658.00",Debt Management Business Case Analyst for spending review,TF3 3BD,,,,
HMRC,HMRC,08/07/2024,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100020805,"107,027.00",Legal services,EH3 7HW,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020806,"46,764.79",Q1 & Q2 Adept & Strata,TF3 3BD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020808,"139,610.76",Q1 & Q2 CDCS,TF3 3BD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100020809,"80,240.23",Q1 Adept & Strata Remediation ,TF3 3BD,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100020819,"147,043.80",Q1 & Q2 SOW Pega Cognizant and Adqura Multi Technology,EC2M 4AG,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100020820,"471,643.20",Q1 & Q2 SOW Pega Cognizant and Adqura Multi Technology,EC2M 4AG,,,,
HMRC,HMRC,08/07/2024,Prop. Man. (Ir VAT),Estates,CBRE NI LTD,5100020826,"14,027.22",Prop. Man. (Ir VAT),BT2 8BG,,,,
HMRC,HMRC,08/07/2024,Rent (Irrec VAT),Estates,CBRE NI LTD,5100020826,"624,312.00",Rent (Irrec VAT),BT2 8BG,,,,
HMRC,HMRC,08/07/2024,Research (VAT rec),Knowledge Analysis & Intelligence,VERIAN GROUP UK LTD,5100020828,"39,825.90",Research Services,SW1P 3JA,,,,
HMRC,HMRC,08/07/2024,GovDept Serv(VAT Ex),CSG Transformation,NATIONAL SAVINGS & INVESTMENTS,5100020837,"1,114,146.29",GovDept Serv(VAT Ex),SW1V 2QX,,,,
HMRC,HMRC,08/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CGI IT UK LTD,5100020842,"9,317.70",IT contractors,CF31 9AP,,,,
