Property Ref,Liable Name 1,Liable Name 2,Start of Liability,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Rateable Value 2017,VO Code,Property Description,Empty,Empty From,Charity,Disc,Mand,SBRR,S44a,S49,Local Discount,Occupied
1.61518E+13,SEDDON HOMES LTD                ,                                ,15.09.2014                                               ,                                ,                                ,13 BRIDGEFOLD ROAD                 ,ROCHDALE                           ,                                ,                                ,OL11 5BP,11000,CX   ,SHOWHOME & PREMISES                                         ,     ,                                                         , ,0,0, , , , , 
1.10786E+13,SEEROS CENTRAL DAYCARE LIMITED  ,                                ,01.04.2016                                               ,                                ,                                ,28 CHURCH STILE                    ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1QE,5300,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
1.04337E+13,SEEROS DAYCARE NURSERY LTD      ,                                ,01.04.2011                                               ,KING'S CASTLE PRIVATE DAY       ,NURSERY                         ,BELFIELD ROAD                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 2UX,12250,EN1  ,DAY NURSERY AND PREMISES                                    ,     ,                                                         , ,0,0,Y, , , , 
1.1274E+13,SELF HELP SERVICES              ,FAO DONNA NGAN                  ,01.08.2017                                               ,                                ,                                ,SUITES PT S4 S5 & S6               ,LOCK 50 BUSINESS CENTRE            ,CRAWFORD STREET                 ,ROCHDALE                        ,OL16 5RD,19500,CO   ,Offices and Premises                                        ,     ,                                                         ,Y,20,80, , , , , 
1.42656E+13,SEMPER BLINDS LTD               ,                                ,01.12.2017                                               ,UNIT 7 HARP INDUSTRIAL ESTATE   ,                                ,QUEENSWAY                          ,ROCHDALE                           ,                                ,                                ,OL11 2PU,8000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
3.07663E+13,SENSOR TECHNOLOGIES UK LTD      ,                                ,01.04.2005                                               ,                                ,                                ,9 SOUTHGATE GREEN LANE             ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 1ND,38750,IF3O ,"WORKSHOP, OFFICE AND PREMISES                               ",     ,                                                         , ,0,0, , , ,Y, 
1.0788E+13,SENTEX ASSOCIATES LTD           ,                                ,26.01.2018                                               ,UNIT 4A                         ,                                ,BUCKLEY ROAD INDUSTRIAL ESTATE     ,BUCKLEY ROAD                       ,ROCHDALE                        ,LANCASHIRE                      ,OL12 9EF,39500,IF3  ,WORKSHOP AND PREMISES                                       ,Y    ,26.01.2018                                               , ,0,0, , , , , 
6.02413E+13,SERENITY BY KIM GREGORY LTD     ,                                ,31.05.2010                                               ,                                ,                                ,775 HALIFAX ROAD                   ,WARDLE                             ,ROCHDALE                        ,LANCASHIRE                      ,OL12 9QD,5600,CS3  ,HAIRDRESSING SALON AND PREMISES                             ,     ,                                                         , ,0,0,Y, , , , 
1.55618E+13,SERIOUS BREWING COMPANY LTD     ,                                ,01.08.2015                                               ,UNIT C5                         ,                                ,FIELDHOUSE INDUSTRIAL ESTATE       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 0AA,7100,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
30838X96826143     ,SERVICECAL LTD                  ,                                ,21.06.2010                                               ,UNIT A9 AXIS POINT              ,                                ,HARESHILL BUSINESS PARK            ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2RQ,20000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , ,Y, 
3.13397E+13,SEVEN SEAS WORLDWIDE LTD        ,                                ,25.04.2014                                               ,UNIT 10 QUEST PARK              ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,28000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
3.13397E+13,SHADES LTD                      ,                                ,26.07.2011                                               ,UNIT 4 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,22000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
14618X96058045     ,SHANLEY WRIGHT PROPERTY LAWYERS ,                                ,07.01.2011                                               ,                                ,                                ,28-30 ST MARYS GATE                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DZ,7000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.26654E+13,SHARIEF HEALTHCARE LTD          ,                                ,01.11.2016                                               ,                                ,                                ,79 YORKSHIRE STREET                ,ROCHDALE                           ,                                ,                                ,OL16 1DB,17000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
3.22369E+13,SHARP CROSS AND MANN SOLICITORS ,                                ,01.04.2005                                               ,                                ,                                ,13 YORK STREET                     ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4NN,3900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
3.17711E+13,SHARP FREIGHT INTERNATIONAL LTD ,                                ,02.08.2011                                               ,STATION YARD                    ,                                ,SEFTON STREET                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2JF,43000,CW2  ,STORAGE DEPOT AND PREMISES                                  ,     ,                                                         , ,0,0, , , , , 
214626005500XA     ,SHARPER HAIR DESIGN LTD         ,                                ,30.09.2007                                               ,                                ,                                ,217 MANCHESTER NEW ROAD            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1JT ,3650,CS3  ,HAIRDRESSING SALON AND PREMISES                             ,     ,                                                         , ,0,0,Y, , , , 
5.03911E+13,SHAW MITCHELL PARTNERSHIP LTD   ,                                ,01.01.2010                                               ,                                ,                                ,71 DALE STREET                     ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 3NJ,7800,CS   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.47563E+13,SHAWCLOUGH BALTI EXPRESS LTD    ,                                ,01.04.2013                                               ,                                ,                                ,SHAWCLOUGH BALTI EXPRESS           ,JAPE ONE BUSINESS CENTRE           ,DELL ROAD                       ,ROCHDALE                        ,OL12 6BZ,2900,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
15812X00570041     ,SHAWCLOUGH PRIMARY SCHOOL       ,                                ,01.04.2005                                               ,SHAWCLOUGH COUNTY PRIMARY       ,SCHOOL                          ,THRUM HALL LANE                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6DE,86000,EL   ,SCHOOL AND PREMISES                                         ,     ,                                                         , ,0,0, , , , , 
2.02651E+13,SHAWGROVE DEVELOPMENTS LIMTED   ,                                ,01.04.2005                                               ,SHAWGROVE DEVELOPMENTS LTD      ,                                ,BOARSHAW ROAD                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2WH ,3900,CW1  ,LAND USED FOR STORAGE AND PREMISES                          ,     ,                                                         , ,0,0,Y, , , , 
2.10399E+13,SHEFA LINE LTD                  ,                                ,01.06.2016                                               ,                                ,                                ,UNIT 4G BIRCH MILL                 ,HEYWOOD OLD ROAD                   ,HEYWOOD                         ,                                ,OL10 2QQ,5200,CW   ,Warehouse and Premises                                      ,     ,                                                         , ,0,0,Y, , , , 
1.42646E+13,SHELL UK LTD                    ,                                ,02.02.2009                                               ,SHELL EAGLE                     ,                                ,QUEENSWAY                          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2TJ,75500,CG   ,PETROL FILLING STATION AND PREMISES                         ,     ,                                                         , ,0,0, , , , , 
2.14714E+13,SHEPHERD COX HOTELS             ,(MANCHESTER NORTH) LIMITED      ,21.06.2017                                               ,PREMIER LODGE                   ,                                ,818 MANCHESTER OLD ROAD            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4RF ,58000,CH3  ,MOTEL AND PREMISES                                          ,     ,                                                         , ,0,0, , , , , 
1.50662E+13,SHEPHERD PRINTERS LTD           ,                                ,01.03.2007                                               ,                                ,                                ,6 SUTCLIFFE PLACE                  ,OLDHAM ROAD                        ,ROCHDALE                        ,LANCASHIRE                      ,OL11 2ES,1025,CW3  ,STORE AND PREMISES                                          ,Y    ,01.03.2007                                               , ,0,0, , , , , 
1.39409E+13,SHEPHERD PRINTERS LTD           ,                                ,01.03.2006                                               ,                                ,                                ,218 & 220 OLDHAM ROAD              ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2ER,6100,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
3.12199E+13,SHETH INVESTMENTS LTD           ,                                ,02.02.2018                                               ,                                ,                                ,GND FLR 64-66 MARKET STREET        ,HEYWOOD                            ,LANCS                           ,                                ,OL10 4LY,9200,CS   ,SHOP AND PREMISES                                           ,Y    ,02.02.2018                                               , ,0,0, , , , , 
1.35749E+13,SHIFFON LTD                     ,                                ,01.01.2006                                               ,                                ,                                ,18A MILKSTONE ROAD                 ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,4000,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.41987E+13,SHIREDALE HOMES LTD             ,                                ,01.11.2016                                               ,                                ,                                ,31 PRINCESS STREET                 ,ROCHDALE                           ,                                ,                                ,OL12 0HA,4900,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.5273E+13,SHISH GRILL LTD                 ,                                ,01.12.2016                                               ,                                ,                                ,33 TWEEDALE STREET                 ,ROCHDALE                           ,                                ,                                ,OL11 1HH,11250,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.00371E+13,SHOE DIRECTORY LTD              ,                                ,01.07.2014                                               ,C C G WINDSCREENS LTD           ,                                ,AINSWORTH STREET                   ,ROCHDALE                           ,LANCS                           ,                                ,OL16 5QX,16750,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
1.58032E+13,SHOE ZONE LTD                   ,                                ,01.08.2005                                               ,                                ,                                ,82 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JU,26500,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
2.01035E+13,SHOEZONE LTD                    ,                                ,10.08.2008                                               ,UNIT 20G MIDDLETON SHOPPING     ,CENTRE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 4EL ,16750,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
4166310001008B     ,SHORE VILLAGE STORE LTD         ,                                ,01.04.2005                                               ,                                ,                                ,2 TURF HOUSE SHORE ROAD            ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 8EP,5200,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
4.09253E+13,SICANI LIMITED                  ,                                ,01.04.2015                                               ,RISTORANTE DEL LAGO             ,                                ,LAKE BANK                          ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 0DQ,37750,CR   ,RESTAURANT AND PREMISES                                     ,     ,                                                         , ,0,0, , , , , 
31402X00600081     ,SIDDALL MOOR SPORTS COLLEGE     ,                                ,01.04.2005                                               ,SIDDALL MOOR HIGH SCHOOL        ,                                ,NEWHOUSE ROAD                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2NR,245000,EL   ,SCHOOL AND PREMISES                                         ,     ,                                                         , ,0,0, , , , , 
1.35923E+13,SIEBERS LTD                     ,                                ,01.04.2011                                               ,                                ,                                ,1ST FLR BEECHWOOD HOUSE            ,WOOD STREET                        ,ROCHDALE                        ,LANCS                           ,OL16 2AA,2950,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.4599E+13,SILVERBACK STORAGE LIMITED      ,                                ,31.10.2013                                               ,UNIT 4 ST CHADS COURT           ,                                ,SCHOOL LANE                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1QU,8800,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1090450005007A     ,SILVERSTONE CAPITAL LTD         ,                                ,01.06.2012                                               ,C A LORD                        ,                                ,5 CANAL STREET WORKS               ,CANAL STREET                       ,ROCHDALE                        ,                                ,OL11 1AB,3500,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
2020240028008B     ,SIMKISS CONTROL SYSTEMS LTD     ,                                ,16.05.2009                                               ,INVINCIBLE DOUBLE GLAZING       ,                                ,BENTLEY AVENUE                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,40500,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
1.15347E+13,SIMPLY PLEASURE LTD             ,                                ,01.04.2005                                               ,                                ,                                ,102 DRAKE STREET                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1PQ,4800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
1.15313E+13,SIMPLY PROPERTIES (ROCHDALE) LTD,                                ,01.05.2014                                               ,                                ,                                ,129 DRAKE STREET                   ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1PZ,4500,CS   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
30418X6669699A     ,SIMPSON FURNITURE (BURY) LIMITED,                                ,01.05.2018                                               ,                                ,                                ,7B CHURCH PLACE                    ,HARTLEY STREET                     ,HEYWOOD                         ,                                ,OL10 1LS,16750,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0, , , ,Y, 
1.08352E+13,SIMPSON SPENCE & YOUNG LTD      ,                                ,01.06.2005                                               ,                                ,                                ,1ST FLR BURY ROAD                  ,559,ROCHDALE                        ,LANCASHIRE                      ,OL11 4DQ,4150,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
1.58032E+13,SINGHAR BEAUTY MANCHESTER       ,LIMITED                         ,14.09.2016                                               ,                                ,                                ,42 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JN,20250,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , ,Y, 
5.12289E+13,SITE WELDING FABRICATIONS LTD   ,                                ,31.03.2016                                               ,UNIT 5                          ,                                ,TWO BRIDGES ESTATE                 ,NEWHEY                             ,ROCHDALE                        ,                                ,OL16 2SR,10750,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
2.20448E+13,SITRABEN CONTRACT FURNITURE LTD ,                                ,30.05.2012                                               ,                                ,                                ,UNIT 3 4 & 5                       ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,60000,IF3O ,"WORKSHOP, OFFICE AND PREMISES                               ",     ,                                                         , ,0,0, , , , , 
1492798470896A     ,SJ MITCHELL INC LTD             ,                                ,27.03.2015                                               ,                                ,                                ,240 SPOTLAND ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 7AG,12750,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
3.13693E+13,SK7 LTD                         ,                                ,12.08.2014                                               ,                                ,                                ,MUTUAL MILL NO 1                   ,ASPINALL STREET                    ,HEYWOOD                         ,                                ,OL10 4HT,83000,IF   ,FACTORY AND PREMISES                                        ,     ,                                                         , ,0,0, , , ,Y, 
1.12409E+13,SKILLS AND WORK SOLUTIONS LTD   ,                                ,13.09.2010                                               ,UNIT 1                          ,                                ,HERITAGE PARK INDUSTRIAL ESTATE    ,ROCHDALE                           ,LANCS                           ,                                ,OL16 2AU,26250,IF3O ,"WORKSHOP, OFFICE AND PREMISES                               ",     ,                                                         , ,0,0, , , , , 
1.58009E+13,SKIPTON BUILDING SOCIETY        ,                                ,01.04.2005                                               ,                                ,                                ,103 YORKSHIRE STREET               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 2LU,19250,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
1.35713E+13,SKR FOODS LTD                   ,                                ,10.10.2016                                               ,                                ,                                ,37 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,8200,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.50662E+13,SKY DENTAL CERAMICS LTD         ,                                ,04.01.2011                                               ,                                ,                                ,8 SUTCLIFFE PLACE OLDHAM ROAD      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2ES,4850,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.4599E+13,SKYLIGHT CIRCUS IN EDUCATION    ,T/A SKYLIGHT CIRCUS ARTS        ,21.11.2013                                               ,ST CHAD'S FOLD                  ,                                ,SPARROW HILL                       ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1QT,4900,LC   ,COMMUNITY CENTRE AND PREMISES                               ,     ,                                                         ,Y,20,80, , , , , 
2.22854E+13,SLEEP AND BEYOND LIMITED        ,                                ,01.03.2016                                               ,                                ,                                ,3A HANSON STREET                   ,TOWNLEY PARK                       ,MIDDLETON                       ,                                ,M24 2UF ,16250,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
1.14613E+13,SLI UK REAL ESTATE FUND         ,                                ,12.04.2017                                               ,                                ,                                ,PLOT H KINGSWAY BUSINESS PARK      ,JOHN MILNE WAY                     ,ROCHDALE                        ,                                ,OL16 4NW,865000,CW   ,Warehouse and Premises                                      ,Y    ,12.04.2017                                               , ,0,0, , , , , 
1.04338E+13,SM DISTRIBUTION(UK) LTD         ,                                ,29.09.2017                                               ,UNIT A TRAFALGAR CENTRE         ,                                ,BELFIELD ROAD                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 2UX,21000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
2.17084E+13,SM SAUCES LTD                   ,                                ,01.02.2013                                               ,                                ,                                ,439 OLDHAM ROAD                    ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2DH ,9500,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
2.14685E+13,SMALL WORLD NURSERIES LTD       ,                                ,01.04.2005                                               ,TUDOR HOUSE                     ,                                ,699 MANCHESTER ROAD                ,CASTLETON                          ,ROCHDALE                        ,LANCASHIRE                      ,OL11 3AA,24500,EN1  ,DAY NURSERY AND PREMISES                                    ,     ,                                                         , ,0,0, , , ,Y, 
1.37167E+13,SMART ELECTRICAL ENGINEERS      ,LIMITED                         ,24.06.2016                                               ,UNIT 9                          ,                                ,GLOBE PARK MOSS BRIDGE ROAD        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5HG,7500,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0,Y, , , , 
1.15348E+13,SMART RENTALS LTD               ,                                ,04.12.2013                                               ,                                ,                                ,52 DRAKE STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1NZ,6800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
4.14898E+13,SMITHYBRIDGE METHODIST CHURCH   ,T/A THE BRIDGE CENTRE           ,07.09.2015                                               ,                                ,                                ,THE BRIDGE CENTRE                  ,SMITHYBRIDGE ROAD                  ,LITTLEBOROUGH                   ,                                ,OL15 0DY,9000,LC   ,COMMUNITY CENTRE AND PREMISES                               ,     ,                                                         , ,0,0,Y, , , , 
4.18285E+13,SMITHYBRIDGE PRIMARY SCHOOL     ,                                ,01.04.2005                                               ,SMITHYBRIDGE PRIMARY SCHOOL     ,                                ,BRIDGENORTH DRIVE                  ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 0ES,55500,EL   ,SCHOOL AND PREMISES                                         ,     ,                                                         ,Y,0,80, , , , , 
13298X04180097     ,SMOKIES ENTERTAINMENT LIMITED   ,                                ,05.05.2016                                               ,NORTON GRANGE                   ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2XZ,206000,CH   ,HOTEL AND PREMISES                                          ,     ,                                                         , ,0,0, , , , , 
20946X97912291     ,SNAKES AND SLIDES LTD           ,                                ,09.12.2006                                               ,"UNIT 3, RULE BUSINESS PARK      ",                                ,GRIMSHAW LANE                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2AE ,42500,LX   ,CHILDRENS PLAY CENTRE AND PREMISES                          ,     ,                                                         , ,0,0, , , ,Y, 
3.02387E+13,SOCIAL CARE NETWORK SOLUTIONS   ,LTD                             ,01.04.2016                                               ,                                ,                                ,49 BRIDGE STREET                   ,HEYWOOD                            ,                                ,                                ,OL10 1JF,19000,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
1.02778E+13,SOCIAL NETWORK LIMITED          ,                                ,27.03.2014                                               ,                                ,08-Oct,1ST FLR BAILLIE STREET             ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JG,7000,CO   ,OFFICES AND PREMISES                                        ,Y    ,27.03.2014                                               , ,0,0, , , , , 
1.02778E+13,SOCIAL NETWORK LIMITED          ,                                ,27.03.2014                                               ,3RD FLR                         ,08-Oct,BAILLIE STREET                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JG,5100,CO   ,OFFICES AND PREMISES                                        ,Y    ,27.03.2014                                               , ,0,0, , , , , 
5.11205E+13,SONOCO LTD T/A SONOCO INDUSTRIAL,PRODUCTS                        ,01.04.2005                                               ,SONOCO IND PACKAGING            ,                                ,STATION ROAD                       ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4HQ,215000,IF   ,FACTORY AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
1.58008E+13,SORTEM MITTE LTD                ,                                ,19.12.2017                                               ,                                ,                                ,121 YORKSHIRE STREET               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DS,10500,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.10735E+13,SOS ELITE LTD                   ,                                ,09.09.2013                                               ,                                ,                                ,LEFT SIDE UNIT C BUILDING 2        ,THE KLONDIKE                       ,CHICHESTER STREET               ,ROCHDALE                        ,OL16 2AU,5800,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
1.13788E+13,SOUTH EAST GUARDIANS LTD        ,                                ,01.03.2017                                               ,OFFICE 9 EVANS EASYSPACE LTD    ,                                ,DANE STREET                        ,ROCHDALE                           ,LANCS                           ,                                ,OL12 6XB,1550,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
3.07639E+13,SPAANS BABCOCK LTD              ,                                ,28.03.2008                                               ,UNIT 307                        ,                                ,PHOENIX INDUSTRIAL PARK            ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2JG,10000,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
3.07639E+13,SPAANS BABCOCK LTD              ,                                ,01.04.2005                                               ,UNIT 305                        ,                                ,PHOENIX INDUSTRIAL PARK            ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2EW,21750,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
13874X0030004A     ,SPARTH COMM CENTRE              ,ASSOC                           ,01.04.2005                                               ,SPARTH COMMUNITY CENTRE         ,                                ,NORMAN ROAD                        ,ROCHDALE                           ,                                ,                                ,OL11 4HS,5900,LC   ,COMMUNITY CENTRE AND PREMISES                               ,     ,                                                         ,Y,0,80, , , , , 
13874X00500037     ,SPARTH COMM CENTRE              ,                                ,01.04.2005                                               ,TRUSTEES OF SPARTH COMMUNITY    ,CENTRE                          ,NORMAN ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4HS,1375,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         ,Y,0,80, , , , , 
4.05054E+13,SPC SHEET METAL LTD             ,                                ,01.02.2017                                               ,                                ,                                ,S P C FABRICATIONS                 ,HENDERSON STREET                   ,LITTLEBOROUGH                   ,LANCS                           ,OL15 8DT,20500,IF3W ,"WORKSHOP, WORKSHOP AND PREMISES                             ",     ,                                                         , ,0,0, , , , , 
3.13397E+13,SPEAKMANS CONSTRUCTION LTD      ,                                ,09.02.2011                                               ,UNIT 8 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,14500,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
15671X00161128     ,SPECIALIST REMEDIAL SOLUTIONS   ,LIMITED                         ,24.06.2014                                               ,UNIT 11                         ,                                ,CANALSIDE INDUSTRIAL ESTATE        ,WOODBINE STREET EAST               ,ROCHDALE                        ,LANCASHIRE                      ,OL16 5LB,6200,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0,Y, , , , 
1.58008E+13,SPECSAVERS OPTICAL SUPERSTORES  ,                                ,01.04.2005                                               ,                                ,                                ,67 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1BZ,16750,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
1.58032E+13,SPEEDLOAN FINANCE LTD           ,                                ,15.04.2014                                               ,                                ,                                ,116 YORKSHIRE STREET               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1LA,11000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
1.15348E+13,SPEEDWELL GARAGE LTD            ,                                ,01.08.2011                                               ,UNIT 1 TOPHAMS MOTOR CENTRE     ,                                ,210-216                            ,DRAKE STREET                       ,ROCHDALE                        ,LANCS                           ,OL16 1UP,12000,CG1  ,VEHICLE REPAIR WORKSHOP AND PREMISES                        ,     ,                                                         , ,0,0,Y, , , , 
3.15288E+13,SPICERS LTD                     ,                                ,01.04.2005                                               ,SPICERS LTD                     ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,407500,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
4.09253E+13,SPIRIT PUB COMPANY SERVICES LTD ,                                ,01.04.2005                                               ,The Beach                       ,                                ,LAKE BANK                          ,LITTLEBOROUGH                      ,                                ,                                ,OL15 0DQ,124850,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, , , , , 
1.10368E+13,SPORT4REAL LTD                  ,                                ,01.05.2017                                               ,                                ,                                ,13 CHEETHAM STREET                 ,ROCHDALE                           ,                                ,                                ,OL16 1DG,6000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
14921X00330061     ,SPORTEQ FITNESS LTD             ,                                ,01.10.2017                                               ,UNIT 33                         ,                                ,SPOTLAND BRIDGE MILL               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 7AG,4100,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
1.29088E+13,SPORTSDIRECT.COM RETAIL LTD     ,                                ,25.04.2014                                               ,KINGSWAY RETAIL PARK            ,                                ,UNIT 6 KINGSWAY                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5AF,126000,CS10 ,RETAIL WAREHOUSE AND PREMISES                               ,     ,                                                         , ,0,0, , , , , 
