Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods (Purpose of expenditure look up),Service/Department   (SAP Hierarchy Position),Expense Area (cost centre desc),Net Order Value Over £5000.00 (line item value shown here),GL Code,Cost Centre/WBS
14/09/2020,ZZH682369,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,CB/MW CSC Locality L,21.00,402001,12188
14/09/2020,ZZH682376,1,12182,Ladybird Childcare Brinnington,240000,Horticultural  ,Grounds Maintenance,Services to People,Brinnigton CC,"10,000.00",202030,12295
14/09/2020,ZZH682394,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"17,088.00",401020,11965
14/09/2020,ZZH682395,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"35,462.40",401020,11965
15/09/2020,ZZH682398,1,8241,Zellis,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,"15,506.40",402001,12590
15/09/2020,ZZH682410,1,14056,VideoBooth Systems Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Investing in Growth,"5,391.00",400113,10102
15/09/2020,ZZH682416,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"12,075.00",401024,10372
15/09/2020,ZZH682417,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"13,800.00",401024,10372
15/09/2020,ZZH682418,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"13,800.00",401024,10372
15/09/2020,ZZH682419,1,893,Hatters Business Gifts,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,FP - Fostering Staff,"5,084.00",401801,11489
16/09/2020,ZZH682460,1,178,Trafford Council,999999,Third party payments - Public Sector,Third party payments - Public Sector,Corporate and Support Services,U-Probation Serv-Gen,"8,521.45",500303,10966
16/09/2020,ZZH682480,1,13428,GT 3 Architects Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Sports Trust,"7,100.00",401020,11294
16/09/2020,ZZH682485,1,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Contin Educ Service,"32,747.00",402001,10511
16/09/2020,ZZH682485,2,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Contin Educ Service,"3,980.00",402001,10511
16/09/2020,ZZH682485,3,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Contin Educ Service,"3,400.00",402001,10511
16/09/2020,ZZH682485,4,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Contin Educ Service,"2,771.00",402001,10511
17/09/2020,ZZH682493,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"18,379.13",401600,11139
17/09/2020,ZZH682534,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,PH-Local Pilot,"19,322.70",401020,13047
17/09/2020,ZZH682540,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"9,780.76",401600,C.01221.203
18/09/2020,ZZH682557,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"36,900.00",401024,12710
18/09/2020,ZZH682559,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"42,000.00",401024,12710
18/09/2020,ZZH682565,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"20,737.04",530358,11513
21/09/2020,ZZH682626,1,12182,Ladybird Childcare Brinnington,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,EPEC Programme,"9,360.00",401801,13037
21/09/2020,ZZH682640,1,7820,GMCA - GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"21,451.33",200304,C.00992.203
21/09/2020,ZZH682641,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"16,838.10",200304,C.01328.203
21/09/2020,ZZH682644,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"9,680.39",200304,C.01316.203
21/09/2020,ZZH682645,1,14369,CommonPlace Digital Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"9,500.00",401007,C.01312.201
21/09/2020,ZZH682646,1,14369,CommonPlace Digital Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"9,500.00",401007,C.01313.201
21/09/2020,ZZH682647,1,7820,GMCA - GMUTC,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"30,410.00",200316,C.01231.203
21/09/2020,ZZH682650,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"17,722.83",401600,C.01415.203
21/09/2020,ZZH682651,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"6,966.14",401600,C.01410.203
21/09/2020,ZZH682652,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"7,461.88",401600,C.01410.203
21/09/2020,ZZH682656,1,3529,Totally Local Company Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"22,839.72",200316,C.01364.203
21/09/2020,ZZH682657,1,6748,GEORGE COX & SONS LTD,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"7,577.79",200316,C.01273.201
22/09/2020,ZZH682668,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Special Project 6,"14,861.00",202032,11272
22/09/2020,ZZH682669,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"11,264.00",400401,10883
23/09/2020,ZZH682729,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"19,882.75",401024,10372
23/09/2020,ZZH682754,1,12182,Ladybird Childcare Brinnington,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Early Years SEN,"12,108.60",401024,12942
23/09/2020,ZZH682755,1,13249,Viaduct Care CIC,260000,Human Resources  ,Other Payments,Services to People,Proactive Care,"65,015.50",100304,12829
23/09/2020,ZZH682756,1,10855,Bloom Procurement Services,260000,Human Resources  ,Staff Training,Services to People,iBCF,"93,625.00",102020,13000
23/09/2020,ZZH682791,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"23,291.76",530335,11513
23/09/2020,ZZH682795,1,6748,GEORGE COX & SONS LTD,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"12,328.54",200316,C.00885.203
23/09/2020,ZZH682797,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"11,361.40",401007,C.00718.203
24/09/2020,ZZH682823,1,1092,CUBIC TRANSPORTATION SYSTEM,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Highways-Road Safety,"10,315.96",400110,11970
24/09/2020,ZZH682835,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"8,217.21",401600,C.01330.203
24/09/2020,ZZH682836,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"6,642.20",401600,C.01330.203
24/09/2020,ZZH682838,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"60,000.00",401600,C.01415.203
24/09/2020,ZZH682839,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"20,000.00",401600,C.01415.203
25/09/2020,ZZH682850,1,62,Insight Direct (UK) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,"25,011.80",402001,11324
25/09/2020,ZZH682850,2,62,Insight Direct (UK) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,"8,609.14",402001,11324
25/09/2020,ZZH682850,3,62,Insight Direct (UK) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,"2,186.07",402001,11324
25/09/2020,ZZH682850,4,62,Insight Direct (UK) Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,"3,179.74",402001,11324
25/09/2020,ZZH682864,1,14250,Fieldfisher,390000,Supplies and services,Supplies and services,#N/A,#N/A,"10,000.00",401600,C.00718.203
25/09/2020,ZZH682879,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Services to Place,Emergency Tree Works,"9,660.00",401600,11168
25/09/2020,ZZH682883,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"18,904.85",401600,C.01179.203
25/09/2020,ZZH682884,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"89,166.26",401600,C.01179.201
28/09/2020,ZZH682906,1,13294,Collective Space,260000,Human Resources  ,Staff Training,Services to People,CYP ASYE,"5,417.00",102020,12953
28/09/2020,ZZH682907,1,13860,Howard Lynn Property Ltd,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to Place,Property Client Acct,"6,142.50",100290,12328
28/09/2020,ZZH682919,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"60,000.00",200304,C.01308.201
28/09/2020,ZZH682920,1,8106,Tarmac Trading Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"43,816.31",401600,C.01172.203
28/09/2020,ZZH682922,1,8106,Tarmac Trading Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"35,502.04",200316,C.01231.202
29/09/2020,ZZH682942,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"2,784.00",402001,12503
29/09/2020,ZZH682942,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"96,085.44",402001,12503
29/09/2020,ZZH682942,3,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"1,507.68",402001,12503
29/09/2020,ZZH682942,4,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"40,220.64",402001,12503
29/09/2020,ZZH682942,5,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,894.36,402001,12503
29/09/2020,ZZH682942,6,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,566.10,402001,12503
29/09/2020,ZZH682942,7,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"38,880.00",402001,12503
29/09/2020,ZZH682942,8,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"19,680.00",402001,12503
29/09/2020,ZZH682942,9,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,597.00,402001,12503
29/09/2020,ZZH682942,10,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"8,759.12",402001,12503
29/09/2020,ZZH682942,11,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,82.80,402001,12503
29/09/2020,ZZH682942,12,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"2,966.40",402001,12503
29/09/2020,ZZH682942,13,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"10,876.80",402001,12503
29/09/2020,ZZH682942,14,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,42.00,402001,12503
29/09/2020,ZZH682942,15,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"3,480.00",402001,12503
29/09/2020,ZZH682942,16,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,65.76,402001,12503
29/09/2020,ZZH682942,17,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,32.40,402001,12503
29/09/2020,ZZH682942,18,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"17,496.00",402001,12503
29/09/2020,ZZH682942,19,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"399,258.00",402001,12503
29/09/2020,ZZH682942,20,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"425,319.84",402001,12503
29/09/2020,ZZH682942,21,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"156,365.04",402001,12503
29/09/2020,ZZH682943,1,1206,PricewaterhouseCoopers LLP,150000,Consultancy   ,Professional Fees,Services to Place,Sports Trust,"235,000.00",401007,11294
29/09/2020,ZZH682947,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Car Park Maintenance,"7,098.22",200123,12510
29/09/2020,ZZH682958,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"167,005.96",401600,C.01356.203
29/09/2020,ZZH682959,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"62,598.95",401600,C.01373.203
29/09/2020,ZZH682961,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"129,489.51",401600,C.01179.100
29/09/2020,ZZH682962,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"107,954.88",401600,C.01273.203
30/09/2020,ZZH682982,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"469,159.25",401600,C.01356.203
30/09/2020,ZZH682983,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Rechargeable work,"286,422.66",401600,11961
30/09/2020,ZZH682987,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"300,000.00",401600,C.01174.203
30/09/2020,ZZH682997,1,13884,Crossroads Together,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"11,088.00",530335,11513
30/09/2020,ZZH682998,1,3529,Totally Local Company Ltd,381600,Vehicle Management Leasing ,Leasing /Transport Hire,Services to People,SC - Broadfield,"20,889.00",300401,11443
30/09/2020,ZZH683004,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"10,000.00",401600,C.00885.203
30/09/2020,ZZH683005,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"10,104.55",401600,C.01356.203
30/09/2020,ZZH683006,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"11,584.30",401600,C.01310.203
30/09/2020,ZZH683008,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"82,680.00",401020,11965
30/09/2020,ZZH683020,1,13233,MetDesk Limited,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Gritting,"6,096.00",400110,12033
30/09/2020,ZZH683031,1,2104,Central Manchester University,202000,Financial Services Rents ,Rents,Services to People,PH-Sexual Health,"395,698.25",200700,12736
30/09/2020,ZZH683032,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"120,000.00",200304,C.01308.201
30/09/2020,ZZH683033,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"9,296.86",401600,C.00880.203
30/09/2020,ZZH683034,1,8106,Tarmac Trading Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"14,565.45",401600,C.01356.203
30/09/2020,ZZH683047,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"470,000.00",401600,C.01316.203
30/09/2020,ZZH683053,1,8106,Tarmac Trading Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"21,574.74",401600,C.01316.203
30/09/2020,ZZH683054,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"13,576.14",401600,C.00880.203
30/09/2020,ZZH683055,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"134,164.92",401600,C.01231.203
30/09/2020,ZZH683056,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"46,286.52",401600,C.01324.203
30/09/2020,ZZH683057,1,10007,KPMG LLP ADVISORY,201100,Financial Services Audit ,Professional Fees,Corporate and Support Services,U-Misc Fin-Corp Mang,"11,600.00",401003,10971
06/07/2020,ZZP679931,1,6116,Atkins Limited,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"8,700.00",200123,C.10423.184
23/07/2020,ZZP680578,1,1113,Maysand Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"60,512.84",200123,C.11502.124
03/08/2020,ZZP680963,1,13069,W H Good Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"45,946.85",200123,C.10387.192
03/08/2020,ZZP680964,1,2426,GR Bayley Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"35,443.02",200123,C.10324.237
06/08/2020,ZZP681077,1,2356,Clancy Consulting Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"21,650.00",200123,C.10423.184
07/08/2020,ZZP681145,1,1799,Stockport Homes,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"8,458.00",200311,C.10424.239
10/08/2020,ZZP681182,1,13207,H Bell & Sons Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"33,049.31",200123,C.10425.241
10/08/2020,ZZP681185,1,13207,H Bell & Sons Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"35,733.98",200123,C.10297.108
11/08/2020,ZZP681255,1,9973,Truline Construction & Interio,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"29,571.37",200123,C.11504.013
18/08/2020,ZZP681454,1,14277,Conlon Construction Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"354,733.17",200123,C.10408.109
21/08/2020,ZZP681605,1,14335,ANSA Elevators Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"82,050.00",200123,C.11508.001
25/08/2020,ZZP681686,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Services to Place,Property Client Acct,"8,975.98",401600,12328
27/08/2020,ZZP681782,1,14208,Broadgrove Planning and Develo,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"19,950.00",200123,C.10423.184
07/09/2020,ZZP682122,1,13069,W H Good Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"40,433.00",200123,C.10387.192
11/09/2020,ZZP682295,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"66,905.45",200301,C.10422.240
11/09/2020,ZZP682305,1,14335,ANSA Elevators Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,#N/A,#N/A,"490,000.00",200123,C.11502.084
16/09/2020,ZZP682488,1,8733,ELF SOFTWARE LTD,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Property Client Acct,"5,499.96",200123,12328
08/07/2020,ZZS680056,1,4272,Civica UK Ltd,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Corporate and Support Services,U-Coroners Ct-Genera,"6,375.00",561704,10965
