Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,521416,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522850,1701.14,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522851,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522857,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522863,2268.19,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522873,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522874,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522878,2734.44,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522886,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522933,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524328,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524339,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524370,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524372,2734.44,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524374,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524376,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524377,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
04/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524379,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
03/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,2.7,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
03/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,2.8,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
03/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,3.1,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
03/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,3.1,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
03/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,7.29,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
03/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,"Personal Expense, Name Withheld",524476,7.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Hire of Interim Managers,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,MLC Partners Ltd,525607,3540,Net Zero Costs - Admin-Hire of Interim Managers,SW1W 9SH,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,525996,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,525998,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,525999,5245.2,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526001,1701.14,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526004,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526022,1701.14,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526031,2734.44,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526035,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526039,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
11/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526054,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
13/07/2023,Hire of Interim Managers,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,MLC Partners Ltd,527210,3540,Net Zero Costs - Admin-Hire of Interim Managers,SW1W 9SH,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527505,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527507,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527513,5670.48,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527515,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527526,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
18/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,527557,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
20/07/2023,Hire of Interim Managers,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,MLC Partners Ltd,528652,1977.84,Net Zero Costs - Admin-Hire of Interim Managers,SW1W 9SH,VENDOR
20/07/2023,Hire of Interim Managers,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,MLC Partners Ltd,528656,2124,Net Zero Costs - Admin-Hire of Interim Managers,SW1W 9SH,VENDOR
25/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529233,5670.48,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529238,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
25/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529239,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529240,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529244,2268.19,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529249,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,529286,2110.68,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
27/07/2023,Strategy Consultancy,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,BARINGA PARTNERS LLP,529940,299240,Net Zero Costs - Admin-Strategy Consultancy,SW1E 6AJ,VENDOR
31/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,530406,2835.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
03/07/2023,Administration of Grants and Awards,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Office of Gas and Electricity Markets (OFGEM),497845,796783,Energy Bills Relief Scheme-Administration of Grants and Awards,E14 4PU,GRANT
03/07/2023,Administration of Grants and Awards,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Office of Gas and Electricity Markets (OFGEM),511579,285167,Energy Bills Relief Scheme-Administration of Grants and Awards,E14 4PU,GRANT
28/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,PRICEWATERHOUSECOOPERS LLP,514225,158160,Energy Bills Relief Scheme-Consultancy Expenditure,WC2N 6RH,VENDOR
06/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Bramble Hub Ltd,519620,91428,Energy Bills Relief Scheme-Consultancy Expenditure,SE1 7SP,VENDOR
28/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,PRICEWATERHOUSECOOPERS LLP,519830,512266.8,Energy Bills Relief Scheme-Consultancy Expenditure,WC2N 6RH,VENDOR
28/07/2023,Programme Monitoring and Evaluation,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,TECHNOPOLIS LTD,524251,11864.8,Energy Bills Relief Scheme-Programme Monitoring and Evaluation,BN1 1EE,VENDOR
06/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Deloitte LLP,525164,57814.2,Energy Bills Relief Scheme-Consultancy Expenditure,EC4A 3HQ,VENDOR
21/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Bramble Hub Ltd,525627,90700.18,Energy Bills Relief Scheme-Consultancy Expenditure,SE1 7SP,VENDOR
28/07/2023,Consultancy Expenditure,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,PRICEWATERHOUSECOOPERS LLP,527237,1450818,Energy Bills Relief Scheme-Consultancy Expenditure,WC2N 6RH,VENDOR
25/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,MINDSHARE MEDIA UK LTD,528970,9276.85,Energy Bills Relief Scheme-Marketing and Media,SE1 9HS,VENDOR
14/07/2023,Outsourced Programme Management,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Hinduja Global Solutions UK Ltd,523466,278788.29,Energy Bill Discount Scheme DEL-Prog-Outsourced Programme Management,TW8 9AG,VENDOR
14/07/2023,Outsourced Programme Management,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Hinduja Global Solutions UK Ltd,523467,681470.23,Energy Bill Discount Scheme DEL-Prog-Outsourced Programme Management,TW8 9AG,VENDOR
14/07/2023,Outsourced Programme Management,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Hinduja Global Solutions UK Ltd,523468,1180339.67,Energy Bill Discount Scheme DEL-Prog-Outsourced Programme Management,TW8 9AG,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524593,49.29,Energy Bill Discount Scheme DEL-Prog-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524593,49788.24,Energy Bill Discount Scheme DEL-Prog-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,525693,6.53,Energy Bill Discount Scheme DEL-Prog-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,525693,6618.48,Energy Bill Discount Scheme DEL-Prog-Marketing and Media,SE1 0SW,VENDOR
04/07/2023,Subsidies to the Private Sector - Companies,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Energy Supplier,524778,93171,Energy Bills Relief Scheme AME-Subsidies to the Private Sector - Companies,,GRANT
10/07/2023,Subsidies to the Private Sector - Companies,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Energy Supplier,526111,10341.28,Energy Bills Relief Scheme AME-Subsidies to the Private Sector - Companies,,GRANT
10/07/2023,Subsidies to the Private Sector - Companies,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Energy Supplier,526112,1909020.5,Energy Bills Relief Scheme AME-Subsidies to the Private Sector - Companies,,GRANT
10/07/2023,Subsidies to the Private Sector - Companies,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Energy Supplier,526310,61328025.19,Energy Bills Relief Scheme AME-Subsidies to the Private Sector - Companies,,VENDOR
10/07/2023,Subsidies to the Private Sector - Companies,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Energy Supplier,526311,23170269.58,Energy Bills Relief Scheme AME-Subsidies to the Private Sector - Companies,,GRANT
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,519563,813.79,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,521370,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522876,813.79,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,522885,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524348,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,524375,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526002,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Alexander Mann Solutions Ltd,526026,1017.24,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
17/07/2023,Coaching,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Ernst and Young LLP,527587,368,MF Devolved Admin-Coaching,SE1 7EU,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Banner Group Ltd,528944,25.88,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Non-Domestic Energy Affordability,Banner Group Ltd,528944,29.38,MF Devolved Admin-Stationery,S9 1XT,VENDOR
10/07/2023,Current Grants To Overseas Bodies,"Net Zero, Nuclear & International - Nuclear Protection Directorate",Nuclear Decommissioning Authority,525744,74541.35,Venezuela HEU removal project-Current Grants To Overseas Bodies,CA24 3HU,VENDOR
07/07/2023,Other Professional Services,"Net Zero, Nuclear & International - Nuclear Protection Directorate",Nuclear Decommissioning Authority,525635,77371.2,FCDO-CP for Munnings-Other Professional Services,CA24 3HU,VENDOR
25/07/2023,Other Professional Services,"Net Zero, Nuclear & International - Nuclear Protection Directorate",NATIONAL NUCLEAR LABORATORY LTD,529435,88000,Nuclear Safeguards Programme-Other Professional Services,WA3 6AE,VENDOR
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,4.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,6.1,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,16.95,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,17.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,18.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",524799,24.45,MF Devolved Admin-Subsistence UK,,EMPLOYEE
07/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,1.18,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
07/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,2.36,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
07/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,9.99,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
07/07/2023,Rail Travel Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,10.85,MF Devolved Admin-Rail Travel Overseas,,EMPLOYEE
07/07/2023,Rail Travel Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,13.3,MF Devolved Admin-Rail Travel Overseas,,EMPLOYEE
07/07/2023,Rail Travel Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,21.49,MF Devolved Admin-Rail Travel Overseas,,EMPLOYEE
07/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,25.92,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
07/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,25.92,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
07/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,29.45,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
07/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",525806,46.25,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526194,11.3,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526194,32,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Air Travel Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526194,110,MF Devolved Admin-Air Travel Overseas,,EMPLOYEE
10/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526194,260,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
11/07/2023,Other Travel,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526489,1.59,MF Devolved Admin-Other Travel,,EMPLOYEE
11/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526489,4.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",526489,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",527921,63.3,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
21/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528763,2.9,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528763,19.8,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528828,5.8,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528828,6.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528828,10.85,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,4.7,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,4.7,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,4.99,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,6.79,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Rail Travel Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,17.62,MF Devolved Admin-Rail Travel Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,31.66,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,34.34,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,41.4,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,41.45,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",528835,47.64,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
