Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1131.84
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1395.94
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to Place,Agency Staff,22/11/2022,657.83
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,297.74
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1455.14
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1455.14
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1131.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1211.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,98.56
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1414.88
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1073.42
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,205.16
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1295.82
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,960.23
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1499.43
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,216.72
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,115.58
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1197.32
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,582.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,22/11/2022,727.46
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1228.76
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,248.49
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,353.99
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,221.25
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,469.13
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,193.59
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1463.28
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,7.8
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,562.8
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1527.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,115.58
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,101.14
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,429.3
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1456.06
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,7.4
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1125.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,563.88
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1446.92
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,310.94
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,444
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1570.41
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1570.34
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1579.53
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,260.49
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1125.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1498.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1273.31
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1173.12
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1395.64
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,694.12
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,72.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,144.48
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1726.53
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1388.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,911.25
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,22/11/2022,2040
Translation / Interpreter,Viann Sheena,Services to People,Professional Fees,25/11/2022,655
Social Care Services,Mencap,Services to People,Care Payments,30/11/2022,595
Equipment Maint / Repairs,Sheridan Lifts Limited,Services to Place,Capital Expenditure - Works,25/11/2022,4034.36
Building Services,Capital & Centric Rose Limited,Services to Place,Capital Expenditure - Works,24/11/2022,700408.84
,*Redact - Personal Information,Services to Place,Supplies and services,06/12/2022,12939.62
Environmental Services,Life Environmental Services Ltd,Services to Place,Repairs and Maintenance,13/12/2022,800
Books / Magazines / Media,PETERS Ltd,Corporate and Support Services,Library Equipment,25/11/2022,702.55
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Office Expenses,30/11/2022,913.64
Transport and Travel,National Car Parks Ltd,Services to Place,Fees and Charges,29/11/2022,5051.67
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,3591.86
Legal Services,HIGGINS MILLER SOLICITORS,Services to People,Legal Fees,25/11/2022,508.33
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,22860.71
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,13346.52
Translation / Interpreter,Waleed Albendago,Services to People,Professional Fees,25/11/2022,756
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,693.19
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,545.11
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,604.19
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,697.8
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,640.94
Books / Magazines / Media,ASKEWS & Holts,Corporate and Support Services,Library Equipment,26/11/2022,520.05
Health Services,DR N CARTER - Professional Fees,Corporate and Support Services,Third party payments - Public Sector,29/11/2022,595
Translation / Interpreter,Golzar Hama Salh,Services to People,Professional Fees,30/11/2022,1133.5
Translation / Interpreter,Safaa Elhanfy,Services to People,Professional Fees,30/11/2022,1031.7
Financial Services,Prepaid Financial Services Ltd,Services to People,Care Payments,30/11/2022,768.5
Financial Services,Prepaid Financial Services Ltd,Services to People,Staff Training,30/11/2022,160
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,30/11/2022,1300
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,30/11/2022,650
Financial Services,Prepaid Financial Services Ltd,Services to People,Expenses and Allowances,30/11/2022,26.2
Charity/Third Sector,EFGA RE Bethany Community Church,Services to People,Covid 19 Payments,30/11/2022,2500
Trainer / Facilitator,Make a Difference t/a Nadia Ali,Services to People,Third party payments - Private/Voluntary Sector,30/11/2022,3000
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,3872.53
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,3162.42
Housing Services,STOCKPORT HOMES LTD,Corporate and Support Services,Repairs and Maintenance,01/12/2022,1416.51
Building Services,Leaap Solutions Ltd,Corporate and Support Services,Repairs and Maintenance,01/12/2022,50000
Transport and Travel,Maxine Lee t/a 1919 TAXI & MINIBUSE,Services to People,Leasing /Transport Hire,29/11/2022,38754.26
Transport and Travel,Maxine Lee t/a 1919 TAXI & MINIBUSE,Services to People,Leasing /Transport Hire,29/11/2022,4815.42
Transport and Travel,Maxine Lee t/a 1919 TAXI & MINIBUSE,Services to People,Leasing /Transport Hire,29/11/2022,4815.42
Transport and Travel,Maxine Lee t/a 1919 TAXI & MINIBUSE,Services to People,Leasing /Transport Hire,29/11/2022,598.34
,One Time Supplier,Services to Place,Capital Expenditure - Acquisitions,06/12/2022,1921
,One Time Supplier,Services to Place,Capital Expenditure - Acquisitions,06/12/2022,1000
Property Repairs and Maintenance,Reflex Systems Limited,Services to Place,Capital Expenditure - Works,29/11/2022,530.69
Building Services,Structec (NW) Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,6221.67
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,6772.56
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,95814.01
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,68.81
Mobility Equipment / Supplies,MOBILITY SUPPLIES LTD,Services to People,Furniture and Equipment,01/12/2022,1705.98
Mobility Equipment / Supplies,ABLEWORLD (UK) LTD,Services to People,Furniture and Equipment,01/12/2022,1391.44
Housing Services,Falcon Housing Association,Services to People,Rents,30/11/2022,1799.77
Construction / Building Services,MILLERCARE LTD,Services to People,Furniture and Equipment,01/12/2022,4297.73
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to Place,Fees and Charges,29/11/2022,1637.64
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to Place,Fees and Charges,29/11/2022,760
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to Place,Repairs and Maintenance,29/11/2022,30093.83
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to People,Fees and Charges,29/11/2022,44366.53
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to People,Cleaning,29/11/2022,560
Translation / Interpreter,Shazia Yasin,Services to People,Professional Fees,30/11/2022,880
School (Other Local Authority),William Howard School,Services to People,Fees and Charges,07/12/2022,1000
Further and Higher Education,AQUINAS COLLEGE,Services to People,Fees and Charges,30/11/2022,1000
School (Other Local Authority),Neston High School,Services to People,Fees and Charges,07/12/2022,686.88
Construction / Building Services,Protect twenty four Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,4171.2
Equipment Maint / Repairs,Sheridan Lifts Limited,Services to Place,Capital Expenditure - Works,29/11/2022,-2683.31
Equipment Maint / Repairs,Sheridan Lifts Limited,Services to Place,Capital Expenditure - Works,29/11/2022,2299.98
Mobility Equipment / Supplies,MOBILITY SUPPLIES LTD,Services to People,Furniture and Equipment,01/12/2022,2612.2
Mobility Equipment / Supplies,ABLEWORLD (UK) LTD,Services to People,Furniture and Equipment,01/12/2022,617.54
Construction / Building Services,MILLERCARE LTD,Services to People,Furniture and Equipment,01/12/2022,1627.26
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,14112.58
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,31824.32
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,106676.65
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,23339.83
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,97353.33
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,16425.4
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,18705.63
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,112713.6
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,12223.75
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,1871990.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,30/11/2022,666
Building Services,Structec (NW) Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,6307.31
Building Services,Structec (NW) Ltd,Services to Place,Capital Expenditure - Works,29/11/2022,5494.93
Social Care Services,DM Senior Homecare Ltd t/a Right at,Services to People,Care Payments,02/12/2022,992
Legal Services,18 St John Street Chambers,Services to People,Legal Fees,29/11/2022,650
Psychology / Assessment Services,Forensic Testing Service,Services to People,Legal Fees,29/11/2022,1105.9
Legal Services,Kings Chambers,Services to People,Legal Fees,12/12/2022,1025
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,30/11/2022,-6772.56
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,30/11/2022,-95814.01
Housing Services,Three Sixty SHG Ltd,Services to Place,Capital Expenditure - Works,30/11/2022,-68.81
Property Repairs and Maintenance,Neo Property Solutions Limited,Services to Place,Capital Expenditure - Works,30/11/2022,106588.54
Property Repairs and Maintenance,Neo Property Solutions Limited,Services to Place,Capital Expenditure - Works,30/11/2022,41052.7
Construction / Building Services,TK Access Solutions Ltd,Services to Place,Capital Expenditure - Works,30/11/2022,4330
Local Authority,MANCHESTER CITY COUNCIL,Corporate and Support Services,Third party payments - Public Sector,12/12/2022,71337
,One Time Supplier,Corporate and Support Services,BID Levy,30/11/2022,1626.3
Construction / Building Services,Orbis Protect Limited,Services to People,Repairs and Maintenance,09/12/2022,1311.74
Childcare Provision,Acorn Care and Education,Services to Place,Third party payments - Private/Voluntary Sector,06/12/2022,500
Social Care Services,Ian Hart,Services to People,Care Payments,30/11/2022,1448.2
ICT Consultancy / Support,Beckett Telecom,Corporate and Support Services,Information and Communications Technology,01/12/2022,4368.33
Social Care Services,Ian Hart,Services to People,Care Payments,30/11/2022,2190.9
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,06/12/2022,864
Education Services,The Education Specialists Ltd,Services to People,Fees and Charges,30/11/2022,615
Education Services,The Education Specialists Ltd,Services to People,Fees and Charges,30/11/2022,615
Education Services,The Education Specialists Ltd,Services to People,Fees and Charges,30/11/2022,615
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,06/12/2022,2016
Education Services,The Education Specialists Ltd,Services to People,Fees and Charges,30/11/2022,615
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,06/12/2022,1773
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,06/12/2022,1474.8
Social Care Services,Seashell Trust,Services to People,Care Payments,06/12/2022,3540.66
Social Care Services,Seashell Trust,Services to People,Care Payments,06/12/2022,2117.52
Social Care Services,Seashell Trust,Services to People,Care Payments,06/12/2022,4811.94
Recruitment / Staffing,Sea Recruitment Services ISF,Services to People,Care Payments,14/12/2022,2109
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,15.75
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,25.02
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,40.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,31.05
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,212.85
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,24.03
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,4.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,6.97
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,71.68
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,148.68
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,72
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,13.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,8.55
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,148.68
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,43.65
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,48.67
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,3.15
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,14.4
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,317.25
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,18
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,65.7
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,82.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,26.95
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,26.95
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,21.6
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,27.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,13.4
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1.8
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,7.84
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,7.53
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,52.82
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,8.29
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,9.12
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,22.17
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,647.13
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,792.12
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,222.95
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1728.64
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1395.94
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,825.44
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1395.94
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1125.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1498.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1013.04
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,6.29
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,718.91
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,193.59
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1570.34
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1570.41
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,9.12
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1131.6
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1211.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1217.67
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,532.43
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,602.37
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,511.94
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,195.08
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,965.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to Place,Agency Staff,30/11/2022,661.62
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1204.35
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1388.24
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,7.4
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1455.14
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,221.25
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1211.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,98.56
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1207.36
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1282.48
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,260.49
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,22.17
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,916.2
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1349.91
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,30/11/2022,2143.46
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1395.64
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1203.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,30/11/2022,722.59
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1220.63
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1527.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1446.92
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,8.29
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1389.23
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,297.74
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1275.68
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,469
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,879.84
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,563.88
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,487.89
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,196.38
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,444
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1650.88
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1005.43
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,2798.82
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1131.9
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
