UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Council Directorate
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Lucas Traning and Consultancy ,VCSE,7473520,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,National Day Nurseries Association ,VCSE,3738616,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Orchard Childminder Training Ltd,VCSE,7511646,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Professional Association For Childcare And Early Years ,VCSE,2060964,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Pulse Training Partnership,VCSE,8127581,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Quality 4 Early Years,VCSE,"07629328
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Safeguarding Training Ltd ,VCSE,7879203,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Say it with Sign ,VCSE,"07593636
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Scalchemy Training and Development Ltd ,VCSE,3960079,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Tailored Training,VCSE,"11047424
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,The Training Co.,VCSE,6833322,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Triple P UK ,VCSE,SC222936 ,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Workforce Solutions(NW) Ltd ,VCSE,10264910,Rochdale- Children's
4088,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Servicing of Lightning Conductors in schools and public buildings,Quote,Contract,01-Sep-17,24,48,31-Aug-19,No,31-Aug-21,31-Mar-19,"£5,388.00","£21,552.00",PTSG Electrical Services Ltd,SME,2811979,Rochdale- Neighbourhoods
4089,Rochdale Council,191600-Facilities & Management Services : Printing : ,Bulk And Ad hock Printing,Exemption,Contract,01-Jan-18,12,12,31-Dec-18,No,31-Dec-18,01-Jan-18,"£150,000.00","£150,000.00","Critiqom Limited, Document House, Phoenix Crescent, Strathclyde Business Park, Bellshill ML4 3NJ",Large,Registered in Scotland: SC 160484,Rochdale- Neighbourhoods
4092,Rochdale Council,401603-Social Community Care Supplies & Services - Children : Youth Services : Transition Between Children & Adults,Appropriate Adult Service,Tender,Contract,01-Jun-18,34,58,31-Mar-21,No,31-Mar-23,01-Dec-20, TBC , TBC ,Child Action North West,-,820660,Rochdale- Children's
4109,Rochdale Council,111200-Catering : Food & Beverages : ,Supply and Delivery of Groceries/Chilled Foods and Frozen Foods (AGMA C135),OJEU Tender,Framework Agreement,13-Jul-15,48,48,12-Jul-19,Yes,12-Jul-19,31-Mar-18,"£752,000.00","£3,008,000.00",BRAKE BROS LTD,Large,2035315,Rochdale- Resources
4118,Rochdale Council,192200-Facilities & Management Services : Security : ,Security Manned Guarding at Rochdale Town Hall,Quote,Contract,01-Nov-17,23,23,01-Oct-19,No,01-Oct-19,01-Apr-19,"£18,722.00","£37,444.00",Exclusec Security Solutions Ltd,Medium,7342491,Rochdale- Resources
4130,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,Academy system,Quote,Contract,01-Jun-17,12,12,31-May-18,No,31-May-18,01-Jan-18,"£72,900.00","£72,900.00",Blackpool Council,Large,N/A,Rochdale- Neighbourhoods
4145,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,Application Maintenance Services for Dynamics CRM Online,Exemption,Contract,01-May-17,36,36,30-Apr-20,No,30-Apr-20,01-Oct-19,"£19,513.40","£58,540.20",IBM Global Business Services,Medium,8534301,Rochdale- Neighbourhoods
4149,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,Provision and ongoing support of Oracle Licences for Rochdale.,Exemption,Contract,16-Nov-17,12,12,15-Nov-18,No,15-Nov-18,14-Aug-18,"£37,849.58","£37,849.58",Oracle Corporation UK Ltd,Large,1782505,Rochdale- Neighbourhoods
4162,Rochdale Council,271440-Information Communication Technology : Software : ,Play Equipment Inspection Software,Exemption,Contract,18-Oct-17,31,31,30-Apr-20,No,30-Apr-20,29-Jan-20,"£19,866.90","£19,866.90",The Play Inspection Company,Small,5216477,Rochdale- Neighbourhoods
4167,Rochdale Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,OJEU Tender,DPS (Dynamic Purchasing System),01-Oct-15,36,48,30-Sep-19,Yes,30-Sep-19,30-Jan-19, N/A , N/A ,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,N/A,N/A,Rochdale- Children's
4177,Rochdale Council,271420-Information Communication Technology : Services : Online Services,Licence for Pluralsight,Exemption,Contract,06-Oct-17,35,35,01-Oct-20,No,01-Oct-20,01-Jul-20,"£8,689.78","£26,069.33",PluralSight,Large,9459142,Rochdale- Neighbourhoods
4178,Rochdale Council,271440-Information Communication Technology : Software : ,Mapping Signpost Services,Quote,Contract,06-Oct-17,35,35,30-Sep-20,No,30-Sep-20,30-Jun-20,"£13,074.00","£39,568.74",Buchanan,Large,3274424,Rochdale- Neighbourhoods
4184,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",The supply and Installation of Equipment and Adaptations,Call Off (External),Contract,16-Oct-17,24,48,15-Oct-19,No,15-Oct-21,15-Apr-19,"£505,263.00","£800,000.00",Upholland Property Services Ltd,Small,6257644,Rochdale- Adult
4189,Rochdale Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,HP DJ T3500EMFP Inkjet Printer C227507,Quote,Contract,02-Mar-16,60,60,01-Mar-21,No,01-Mar-21,01-Jul-20,"£2,124.72","£13,180.80",CF Corporate,SME,5414774,Rochdale- Economy
4220,Rochdale Council,271440-Information Communication Technology : Software : ,Smartlogic Licence,Exemption,Contract,01-Mar-17,36,36,28-Feb-20,No,28-Feb-20,28-Oct-19,"£6,462.14","£19,386.42",SmartLogic Semaphore Limited,Small,6017504,Rochdale- Neighbourhoods
4228,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Provision of Purchasing Card Programme,Call Off (External),Contract,01-Nov-13,72,72,31-Oct-19,Yes,31-Oct-19,30-Sep-18, TBC , TBC ,Royal Bank of Scotland,Large,SC046419,Rochdale- Resources
4229,Rochdale Council,159999-Consultancy : Not Elsewhere Classified : ,Business Improvement District Consultancy Support,Exemption,Contract,17-Nov-17,12,12,16-Nov-18,No,16-Nov-18,15-Aug-18,"£30,000.00","£30,000.00",Partnership for better business ltd (PFBB),SME,5576356,Rochdale- Economy
4243,Rochdale Council,301200-Mail Services : Postage : ,Outbound Mail,Mini Competition (External),Framework Agreement,12-Dec-17,24,38,11-Dec-19,No,16-Feb-21,01-Aug-19,"£50,000.00","£100,000.00",Whistl Ltd,Large,4417047,Rochdale- Neighbourhoods
4273,Rochdale Council,329899-Social Community Care Supplies & Services - Adult : Not Elsewhere Classified : ,Healthwatch ,OJEU Tender (Light Touch),Contract,01-Apr-18,36,60,31-Mar-21,No,31-Mar-23,01-Sep-20,"£136,066.00","£680,330.00",Healthwatch ,Micro,8429721,Rochdale- Adult
4274,Rochdale Council,319999-Healthcare : Not Elsewhere Classified : ,Befriending Service,Tender,Contract,01-Apr-18,24,48,31-Mar-20,No,31-Mar-22,02-Sep-19,"£76,000.00","£152,000.00",Making Space,Other,16420333,Rochdale- Adult
4276,Rochdale Council,311600-Healthcare : Services : ,The Provision of Oral Health Improvement Services for the Elderly,Exemption,Contract,01-Dec-17,16,28,31-Mar-19,No,31-Mar-20,01-Sep-18,"£110,757.00","£267,664.00",RIS Products Ltd,Medium,1058663,Rochdale- Public Health
4277,Rochdale Council,311600-Healthcare : Services : ,The Provision of Smoking in Pregnancy Support for the Borough of Rochdale,Exemption,Contract,01-Jan-18,14,39,31-Mar-19,No,31-Mar-21,01-Sep-18,"£71,884.00","£251,728.00",Pennine Acute Hospitals Trust,NHS,Trust - Not Required,Rochdale- Public Health
4278,Rochdale Council,311600-Healthcare : Services : ,The Provision of Housing Triage Services for the Borough of Rochdale,Exemption,Contract,01-Jun-17,22,46,31-Mar-19,No,31-Mar-21,01-Sep-18,"£105,000.00","£391,600.00",Rochdale Housing Initiative,Other,2944848,Rochdale- Public Health
4311,Rochdale Council,381100-Vehicle Management : Fuel : ,"New supplier as part of the YPO Liquid fuel framework, will need to be regular use as will regularly be purchasing fuel from them. E.g. Weekly or ",OJEU Tender,Framework Agreement,02-Nov-15,48,48,31-Oct-19,No,31-Oct-19,31-Jul-19,"£580,000.00","£580,000.00",Standard Fuel Oils,Large,7555993,Rochdale- Neighbourhoods
4349,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Matthew Moss High School Classroom Extensions,Mini Competition (External),Contract,01-Jun-18,12,12,01-Jun-19,No,01-Jun-19,01-Mar-19,"£2,000,000.00","£2,000,000.00",Seddon Construction Ltd,Large,3578140,Rochdale- Neighbourhoods
4359,Rochdale Council,271440-Information Communication Technology : Software : ,Electoral Management System,Call Off (Internal),Contract,01-Dec-15,36,36,30-Nov-18,Yes,30-Nov-18,28-Feb-18,"£11,500.00","£34,500.00",Xpress Software Solutions Ltd,Small,4152280,Rochdale- Resources
4363,Rochdale Council,271440-Information Communication Technology : Software : ,MINT Licence,Exemption,Contract,01-Jan-18,27,27,31-Mar-20,No,31-Mar-20,01-Dec-19,"£6,500.00","£6,500.00",Bureau Van Dijk,Large,2323741,Rochdale- Economy
4364,Rochdale Council,329899-Social Community Care Supplies & Services - Adult : Not Elsewhere Classified : ,Community Volunteering Transport Services,Exemption,Contract,01-Feb-18,9,9,30-Nov-18,No,30-Nov-18,01-Aug-18,"£55,000.00","£55,000.00",Circle,VCSE,-,Rochdale- Adult
4367,Rochdale Council,171020-Education : Statutory Education Services : ,SEN Mediation and Disagreement Resolution Service ,Quote,Contract,-,-,-,-,No,-,-,"£10,000.00","£10,000.00",Essential Mediation Ltd,Micro,7732735,Rochdale- Children's
4373,Rochdale Council,241600-Horticultural : Trees & Shrubs : ,Highway Tree Inspections,Quote,Contract,02-Apr-18,3,3,30-Jul-18,Yes,30-Jul-18,N/A,"£23,000.00","£23,000.00",JCA Ltd,Small,5005041,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,Tender,Framework Agreement,02-Apr-18,12,12,31-Mar-19,No,31-Mar-19,01-Dec-18,"£116,000.00","£116,000.00",Various - See below,Various - See below,Various - See below,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Alben Landscapes Ltd,SME,6843609,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Arbotec LLP,SME,OC327726,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Assist Managed Service,Large,4501131,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Beechwood Tree Services Northwest Ltd,SME,8650293,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Ezy-rent Ltd,SME,1395031,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Haven Lea Tree Services,SME,9481034,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Pioneer Tree Services Limited,SME,6489655,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Special Branch Tree Surgeons Ltd,SME,8852753,Rochdale- Neighbourhoods
4374,Rochdale Council,241210-Horticultural : Tree Trimming : ,Tree Works,-,-,-,-,-,-,-,-,-, - , - ,Tree Heroes Ltd,SME,8058185,Rochdale- Neighbourhoods
4381,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Residential placement for children looked after by the Local Authority under a Full Care Order,Exemption,Contract,01-Feb-18,12,12,31-Jan-19,No,31-Jan-19,30-Sep-18,"£270,400.00","£270,400.00",Inspire Scotland,Small,SC406021,Rochdale- Children's
4382,Rochdale Council,171011-Education : School Services : ,Rochdale Schools Wellbeing Resource,Quote,Contract,01-Jan-18,12,12,31-Dec-18,No,31-Dec-18,30-Sep-18,"£9,450.00","£9,450.00",Cartwheel Arts,Other,2161995,Rochdale- Children's
4404,Rochdale Council,261500-Human Resources : Training & Conferences : ,CIPFA professional accounting qualification ,Exemption,Contract,07-Feb-18,43,43,30-Sep-21,No,30-Sep-21,-,"£28,000.00","£84,000.00",CIPFA Business Ltd,Large,2376684,Rochdale- Resources
4407,Rochdale Council,261100-Human Resources : Interpretation & Translation : ,PENPal and Associated Software for use in schools,Exemption,Contract,16-Feb-18,24,24,15-Feb-20,No,15-Feb-20,01-Nov-19,"£5,000.00","£15,000.00",Mantra Lingua,Small,4447069,Rochdale- Children's
4410,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Mental Health and Physical Disbility approved lists,Exemption,Framework Agreement,01-Apr-18,12,12,31-Mar-19,No,31-Mar-19,01-Nov-18,"£5,000,000.00","£5,000,000.00",various,various,various,Rochdale- Adult
4411,Rochdale Council,389999-Vehicle Management : Not Elsewhere Classified : ,Vehicle Replacement Programme,Quote,Contract,15-Dec-17,15,15,31-Mar-19,No,N/A,N/A,"£483,000.00","£1,602,000.00",Various ,Various,Various ,Rochdale- Neighbourhoods
4415,Rochdale Council,322100-Social Community Care Supplies & Services - Adult : Services for Carers : ,Carers Service,Exemption,-,01-Apr-18,12,12,31-Mar-19,No,31-Mar-19,01-Dec-18,"£26,584.00","£26,584.00",N-Compass,VCSE,6845210,Rochdale- Adult
4423,Rochdale Council,389999-Vehicle Management : Not Elsewhere Classified : ,Rochdale Environmental Management Trackers,Quote,Contract,02-Apr-18,36,60,31-Mar-21,No,31-Mar-23,01-Mar-21,"£16,000.00","£80,000.00",UK Telematics Limited,Large,4203244,Rochdale- Neighbourhoods
4427,Rochdale Council,271440-Information Communication Technology : Software : ,Homelessness Case Management System,Mini Competition (External),Contract,03-Apr-18,24,48,02-Apr-20,No,02-Apr-22,01-Jan-20,"£8,000.00","£32,000.00",Locata (Housing Services) Limited,SME,4419315,Rochdale- Adult
4429,Rochdale Council,152200-Consultancy : Technical & Feasibility : ,Matthew Moss High School Extension Projec,Exemption,Contract,01-Mar-18,7,7,30-Sep-18,No,30-Sep-18,01-May-18,"£196,925.00","£196,925.00",CBRE and Pozzoni,-,-,-
4438,Rochdale Council,311600-Healthcare : Services : ,The Provision of Core Staff & Community Builders within the Rochdale Integration Prevention Model,Exemption,Contract,15-Feb-18,14,38,31-Mar-19,No,31-Mar-21,01-Sep-18,"£306,600.00","£959,091.00",The Big Life Company,Large,4227431,Rochdale- Public Health
4451,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction","Boarshaw Community Primary School, Extension & Rewire",RBS - Med/High - Advanced (Restricted),Contract,01-Mar-18,6,6,31-Aug-18,No,31-Aug-18,n/a,"£947,863.90","£947,863.90",LCM,SME,6686231,Rochdale- Neighbourhoods
4455,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Residential Placement for Children,Exemption,Contract,19-Mar-18,12,12,31-Mar-19,No,31-Mar-19,01-Sep-18,"£148,200.00","£148,200.00",Choices Home for Children Limited,SME,4211653,Rochdale- Neighbourhoods
4456,Rochdale Council,249999-Horticultural : Not Elsewhere Classified : ,GARDEN SUNDRIES SUPPLY,Tender,Contract,18-Jul-18,36,48,17-Jul-21,No,17-Jul-22,01-Mar-21,"£20,000.00","£80,000.00",LS Systems Ltd,SME,2329261,Rochdale- Neighbourhoods
4462,Rochdale Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (North Coronial District),OJEU Tender,Framework Agreement,01-Apr-18,24,24,31-Mar-20,No,31-Mar-20,31-Mar-19,"£126,240.00","£504,960.00",Bate & Holland Funeral Service,SME,7550105,Rochdale- Neighbourhoods
4482,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Suicide Prevention Training Service,Local Services,Contract,01-Apr-17,12,24,31-Mar-19,Yes,31-Mar-19,01-Dec-18,"£122,235.00","£122,235.00",Rochdale and District Mind,VCSE,2210699,Rochdale- Adult
4514,Rochdale Council,401401-Social Community Care Supplies & Services - Children : Specialist Needs : ,Residential accommodation for looked after child,Exemption,Contract,15-Aug-18,6,6,31-Mar-19,No,31-Mar-19,28-Sep-18,"£66,000.00","£66,000.00",PAFA (Parenting Assessments for All) Ltd,Other,9586193,Rochdale- Children's
4533,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Alternative Futures ,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Alternative Futures Group,SME,-,Rochdale- Adult
4534,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Grassendale,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Autism Initiative,SME,-,Rochdale- Adult
4535,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Brothers of Charity,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Brothers of Charity,SME,-,Rochdale- Adult
4536,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,"Lot 5 - APL GM LD and Autism FPS - Whitwood Grange, Whitwood Hall, Whitwood House",Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Lifeways group/Care Uk/Living Ambtions,SME,-,Rochdale- Adult
4537,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Brunswick Apartments & thornton Cleveleys,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Lifeways Group -  Community Care ,SME,-,Rochdale- Adult
4538,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Elliott House,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Choice Ltd,SME,-,Rochdale- Adult
4539,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Creative Support,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Creative Support ,SME,-,Rochdale- Adult
4540,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - The Coppice (Cheshire),Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Elizabeth FitzRoy Support,SME,-,Rochdale- Adult
4541,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Future Directions,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Future Directions,SME,-,Rochdale- Adult
4542,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Stanley Grange,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Future Directions (Self Unlimited 19- HFT) - Stanley Grange and Choice,SME,-,Rochdale- Adult
4543,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Millgate House (Rochdale Gateway) ,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Gateway,SME,-,Rochdale- Adult
4544,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,"Lot 5 - APL GM LD and Autism FPS - Holt Mill House, Healey House, Ravenswood, Woodleigh - Healey care",Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Healey Care,SME,-,Rochdale- Adult
4545,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Heathcote (Middleton),Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Heathcotes Group,SME,-,Rochdale- Adult
4546,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Hollybank Residential Home,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,IMAP Centre Ltd,SME,-,Rochdale- Adult
4547,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Keyring Living Support Networks,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Keyring Living Support Networks,SME,-,Rochdale- Adult
4548,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,"Lot 5 - APL GM LD and Autism FPS - North View, Halifax Road",Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Lifetime Opportunities,SME,-,Rochdale- Adult
4549,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - Linkability,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,Linkability  1-101612259,SME,-,Rochdale- Adult
4550,Rochdale Council,321810-Social Community Care Supplies & Services - Adult : Independent Supported Living : Extra Care,Lot 5 - APL GM LD and Autism FPS - McIntyre,Call Off (External),Contract,01-Apr-18,53,53,10-Sep-22,No,10-Sep-22,N/A, - , - ,McIntyre,SME,-,Rochdale- Adult
4580,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Spot purchase - Residential placement,Exemption,Contract,22-Jun-18,21,21,31-Mar-20,No,31-Mar-20,01-Dec-19,"£213,942.00","£374,400.00",Pathfinders,SME,-,Rochdale- Children's
5021,Rochdale Council,231210-Highway Equipment & Materials : Drainage : ,Ashworth Road Landslide repairs,RBS - Low/Med - Simple (RFQ),Contract,27-Apr-18,6,6,12-Oct-18,No,12-Oct-18,N/A,"£432,000.00","£432,000.00",F W Sherratt,SME,457427,Rochdale- Neighbourhoods
5022,Rochdale Council,381400-Vehicle Management : Maintenance : ,Tyre Services - lot 2,OJEU Tender,Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Sep-20,"£85,000.00","£340,000.00",-,-,-,Rochdale- Neighbourhoods
5039,Rochdale Council,389999-Vehicle Management : Not Elsewhere Classified : ,The Purchase of 4 x 26 Tonne Waste Vehicles,Mini Competition (External),Contract,31-Aug-18,0,0,31-Aug-18,No,N/A,N/A,"£670,000.00","£670,000.00",Faun Zoeller,Medium,751804,Rochdale- Neighbourhoods
5040,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Middleton Shop Front Grant Scheme Construction Works,RBS - Low - Quick Quote,Contract,16-Jul-18,3,3,31-Oct-18,No,31-Oct-18,31-Oct-18,"£236,000.00","£236,000.00",J Greenwood (Builders) Ltd,SME,1017470,Rochdale- Economy
5044,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Re-development of Rochdale Town Center Wheatsheaf,OJEU Tender,Contract,01-Mar-18,36,60,28-Feb-21,No,28-Feb-23,05-Nov-20,"£30,000.00","£30,000.00",Genr8,Other,8612098,Rochdale- Neighbourhoods
5052,Rochdale Council,-,AGMA Asset Protection (Coring) Services Framework,Call Off (External),Contract,19-Aug-16,24,48,18-Aug-18,No,18-Aug-20,18-May-18,"£25,000.00","£25,000.00",P N Daly,SME,871763,Rochdale- Economy
5054,Rochdale Council,"391300-Works - Construction, Repair & Maintenance : Open Spaces : ",Installation of Alley Gates 1819 at Various Locations ,RBS - Low/Med - Simple (RFQ),Contract,01-Jun-18,10,10,31-Mar-19,No,31-Mar-19,N/A,"£36,000.00","£36,000.00",Groundwork Landscapes Ltd,SME,1339901,Rochdale- Neighbourhoods
5067,Rochdale Council,191410-Facilities & Management Services : Lifts : New Installation,Supply and Installation of Stairlifts,Call Off (External),Framework Agreement,01-Jul-18,24,48,30-Jun-20,No,31-May-22,01-Feb-20,"£1,000,000.00","£2,000,000.00",Stannah Lift Services Ltd,Large,1189799,Rochdale- Adult
5068,Rochdale Council,191410-Facilities & Management Services : Lifts : New Installation,Supply and Installation of Vertical and Step Lifts,Call Off (External),Framework Agreement,01-Jul-18,24,48,30-Jun-20,No,31-May-22,01-Feb-20,"£250,000.00","£500,000.00",Pollock Lifts Ltd,Medium,0018971NI,Rochdale- Adult
5069,Rochdale Council,191410-Facilities & Management Services : Lifts : New Installation,Supply and Installation of Stairlifts,Call Off (External),Framework Agreement,01-Jul-18,24,48,30-Jun-20,No,31-May-22,01-Feb-20,"£40,000.00","£80,000.00",Thyssenkrupp Encasa,Medium,1166449,Rochdale- Adult
5073,Rochdale Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Dec-20,"£1,230.00","£4,920.00",Sportsafe UK Ltd,SME,3370067,Rochdale- Children's
