"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"SA001","Emma Head","SCS PB2","Safety and Assurance Director","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","1300840","1.00","205000","209999","","Policy","","1"
"SA018","N/D","SCS PB1","Head of Safety Culture Development","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA001","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to SA001","1"
"SA030","N/D","SCS PB1","Chief Security and Resilience Officer","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA001","679340","1.00","N/A","N/A","","Policy","","1"
"CEG001","Julie King","SCS PB2","Community Engagement Director","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SE001","1400324","1.00","185000","189999","","Communications","Post holder on maternity leave","1"
"CEG001A","Natalie Penrose","SCS PB2","Interim Community & Stakeholder Engagement Director","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SE001","0","1.00","115000","119999","","Communications","","1"
"CEG131E","Vacant","SCS PB1","Head of Phase 1 Stakeholder Engagement","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","CEG001","N/D","1.00","N/A","N/A","","Communications","Team is too small to detail - cost allocated to CEG001","1"
"CEG019","N/D","SCS PB1","Head of Community Projects and Events","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG001","1011260","1.00","N/A","N/A","","Communications","","1"
"CEG177E","N/D","SCS PB1","Head of Community & Stakeholder Engagement Phase 1 (North)","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG131E","735400","1.00","N/A","N/A","","Communications","","1"
"CEG172E","N/D","SCS PB1","Head of Engagement and Interface - MWCC and South","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG131E","1031988","1.00","N/A","N/A","","Communications","","1"
"CEG061","Vacant","SCS PB1","Head of Community Engagement Area North and 2a","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","CEG001","318120","1.00","N/A","N/A","","Communications","","1"
"CEG074","N/D","SCS PB1","Head of Consultation and Engagement","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG001","1594140","1.00","N/A","N/A","","Communications","","1"
"CEG005","N/D","SCS PB1","Head of Public Response","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG001","668525","1.00","N/A","N/A","","Communications","","1"
"CEG004","N/D","SCS PB1","Head of Stakeholder and Business Engagement","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG001","537080","1.00","N/A","N/A","","Communications","","1"
"CEG132E","N/D","SCS PB1","Head of Strategic Partnerships","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG131E","1590600","1.00","N/A","N/A","","Communications","","1"
"CEG013","N/D","SCS PB1","Head of Strategy","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEG001","N/D","1.00","N/A","N/A","","Communications","Team is too small to detail - cost allocated to CEG001","1"
"CA001","Vacant","SCS PB2","Corporate Affairs Director","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","0","1.00","N/A","N/A","","Communications","","1"
"CA212","Vacant","SCS PB1","Interim Communications Consultant","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","CA001","0","1.00","N/A","N/A","","Communications","","1"
"CA087","N/D","SCS PB1","Head of Corporate Communications","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SE001","2937398","1.00","N/A","N/A","","Communications","","1"
"CA169","N/D","SCS PB1","Head of External Communications","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SE001","1866349","1.00","N/A","N/A","","Communications","","1"
"CA193","N/D","SCS PB1","Head of Campaigns","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SE001","407550","1.00","N/A","N/A","","Communications","","1"
"CA229","Vacant","SCS PB1","Interim Head of Campaigns & Programmes","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","0","1.00","N/A","N/A","","Communications","","1"
"CA240","Vacant","SCS PB1","Head of Internal Communications","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","0","1.00","N/A","N/A","","Communications","","1"
"CA251","Vacant","SCS PB1","Head of Internal Communications","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","0","1.00","N/A","N/A","","Communications","","1"
"CEG223","Vacant","SCS PB1","Interim Head of Strategy","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","0","1.00","N/A","N/A","","Communications","","1"
"SE001","Aileen Thompson","SCS PB2","Strategic Director of Stakeholder Engagement","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","447814","1.00","0","0","","Communications","","1"
"FIN213","Eliminated","SCS PB1","Head of Corporate Finance","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","FIN161","N/D","1.00","N/A","N/A","","Finance","This post was eliminated on 31/12/2021","1"
"INF004","Eliminated","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF064","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 31/12/2021","1"
"INF905A","Eliminated","SCS PB1","Project Director S3 (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1008E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 31/12/2021","1"
"HR280","Eliminated","SCS PB1","Independent Reward Consultant","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","N/A","N/A","HR247","N/D","1.00","N/A","N/A","","Human Resources","This post was eliminated on 31/12/2021","1"
"ID166_U","Eliminated","SCS PB1","Head of Funding and Regulation","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID163","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 31/12/2021","1"
"DEV336","Eliminated","SCS PB2","Phase 2a Client Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 31/12/2021","1"
"SA051","Eliminated","SCS PB1","Head of Business Information and Reporting","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","N/A","N/A","SA001","N/D","1.00","N/A","N/A","","Policy","This post was eliminated on 31/12/2021","1"
"CA244","Eliminated","SCS PB2","Interim Community & Stakeholder Engagement Director","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","N/D","1.00","N/A","N/A","","Communications","This post was eliminated on 31/12/2021","1"
"SE002","Eliminated","SCS PB1","Interim Community & Stakeholder Engagement Director","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","SE001","N/D","1.00","N/A","N/A","","Communications","This post was eliminated on 31/12/2021","1"
"ICT531","Eliminated","SCS PB1","Head of Office of CIO","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","ICT416","N/D","1.00","N/A","N/A","","Information Technology","This post was eliminated on 30/09/2020","1"
"CD008","Eliminated","SCS PB1","Corporate Procurement Lead","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","CD005","N/D","1.00","N/A","N/A","","Procurement","This post was eliminated on 30/09/2020","1"
"CD197","Eliminated","SCS PB1","Procurement Lead (2B)","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF1561E","N/D","1.00","N/A","N/A","","Procurement","This post was eliminated on 30/09/2020","1"
"PRG076","Eliminated","SCS PB1","Head of Project Risk (Phase One)","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","PRG001","N/D","1.00","N/A","N/A","","Programme and Project Management (PPM)","This post was eliminated on 30/09/2020","1"
"INF1192","Eliminated","SCS PB1","Head of Project Controls Operations Non-Infrastructure","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF998","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1245","Eliminated","SCS PB1","Head of Project Controls South","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF998","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1249","Eliminated","SCS PB1","Head of Project Controls Central","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF998","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1254","Eliminated","SCS PB1","Head of Project Controls North","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF998","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1376","Eliminated","SCS PB1","Senior Project Manager (Risk and Assurance)","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","INF998","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"CSP001A","Eliminated","SCS PB2","Interim Sponsorship Director","Corporate Function","Department for Transport","High Speed Two Ltd","CFO Directorate","N/A","N/A","CFO001","N/D","1.00","N/A","N/A","","Other","This post was eliminated on 30/09/2020","1"
"HR219","Eliminated","SCS PB1","Head of HR - Phase One","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","N/A","N/A","HR107","N/D","1.00","N/A","N/A","","Human Resources","This post was eliminated on 30/09/2020","1"
"EDP001","Eliminated","SCS PB1","Framework Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID020_U","Eliminated","SCS PB1","Civil Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","DEV039","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID107","Eliminated","SCS PB1","Head of Urban Design and Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID206","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID127","Eliminated","SCS PB1","BIM Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID153","Eliminated","SCS PB1","Head of Customer Experience","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID183","Eliminated","SCS PB1","Senior Project Manager, Rolling Stock Compatibility","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID188A","Eliminated","SCS PB1","Railways Systems Engineering Director (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID005","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1024","Eliminated","SCS PB1","Lead Senior Project Engineer, S3","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1027","Eliminated","SCS PB1","Lead Senior Project Engineer, S4","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1032","Eliminated","SCS PB1","Lead Senior Project Engineer S2","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1036","Eliminated","SCS PB1","Lead Senior Project Engineer C1","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF153","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1039","Eliminated","SCS PB1","Lead Senior Project Engineer C2","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF153","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1054","Eliminated","SCS PB1","Lead Senior Project Engineer N3","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1574E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1057","Eliminated","SCS PB1","Director of Stations and Buildings Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1208","Eliminated","SCS PB1","Project Director CCS and Comms","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1210E","Eliminated","SCS PB1","Project Director Track and Power","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1275","Eliminated","SCS PB1","Director of Civil Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF153","Eliminated","SCS PB1","Head of Project Engineering Central","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF472","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1210E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF601","Eliminated","SCS PB1","Head of Environment Construction South","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF562","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF621","Eliminated","SCS PB1","Head of Environmental Construction North","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF562","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF923","Eliminated","SCS PB1","Senior Project Manager (Track / Train Interface)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1208","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF925","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1208","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF930","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1330","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF111","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF103","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF138","Eliminated","SCS PB2","Programme Director Area Central","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1000","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF204","Eliminated","SCS PB1","Project Director C3","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF138","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF206","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF204","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1206","Eliminated","SCS PB1","Head of Programme Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF305","Eliminated","SCS PB1","Project Director N1","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF349","Eliminated","SCS PB1","Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF379","Eliminated","SCS PB1","Project Director N3","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF035","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1009E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF073","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF959","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1198","Eliminated","SCS PB1","Head of Programme Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1009E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1549","Eliminated","SCS PB2","Euston Programme Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1000","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF165","Eliminated","SCS PB1","Senior Project Manager (EWC)","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF905A","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1207","Eliminated","SCS PB1","Head of Programme Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1006E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF1537","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF631","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF631","Eliminated","SCS PB1","Project Director, Logistics and Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF1006E","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF653","Eliminated","SCS PB1","Head of Construction Logistics","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF631","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF684","Eliminated","SCS PB1","Head of Transport Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF631","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF976","Eliminated","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF631","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"INF981","Eliminated","SCS PB1","Programme Manager - Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase One Directorate","N/A","N/A","INF631","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"DEV1016","Eliminated","SCS PB2","Phase Two Engineering and Environment Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"DEV1018","Eliminated","SCS PB1","NPR Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"DEV1020","Eliminated","SCS PB1","RSADS Area Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"DEV425","Eliminated","SCS PB1","P2 Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"DEV440","Eliminated","SCS PB1","Area Manager P2B (Area 3)","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV425","N/D","1.00","N/A","N/A","","Operational Delivery","This post was eliminated on 30/09/2020","1"
"ID206A","Eliminated","SCS PB1","Design Director (Interim)","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","N/A","N/A","ID001","N/D","1.00","N/A","N/A","","Planning","This post was eliminated on 30/09/2020","1"
"LP192","Eliminated","SCS PB1","Project Controls Lead","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","N/A","N/A","LP001","N/D","1.00","N/A","N/A","","Planning","This post was eliminated on 30/09/2020","1"
"INF031","Eliminated","SCS PB1","Head of Health, Safety and Security","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","N/A","N/A","INF167","N/D","1.00","N/A","N/A","","Policy","This post was eliminated on 30/09/2020","1"
"INF167","Eliminated","SCS PB1","Head of Health, Safety and Security","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","N/A","N/A","INF1016E","N/D","1.00","N/A","N/A","","Policy","This post was eliminated on 30/09/2020","1"
"CEG038","Eliminated","SCS PB1","Head of Community Engagement - Area South & Central","Corporate Function","Department for Transport","High Speed Two Ltd","Stakeholder Engagement Directorate","N/A","N/A","CEG001","N/D","1.00","N/A","N/A","","Communications","This post was eliminated on 30/09/2020","1"
