A3131. Expenditure Over Threshold (AP),,,,,,,,,
,,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,37554171,"-6,717.13",ME-GMS GP Pension EEs,G05000006034
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension ERs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,37554171,"-7,805.82",ME-GMS GP Pension ERs,G05000006034
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,37348985,"814,977.00",Clinical&Medical-Independent Sector,ENHCCGJUL2021RIVERS
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,37401974,"2,363,204.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP072118
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,37401976,"211,571.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP072119
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,37401978,"109,975.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP072120
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"7,498.39",C&M- PCN DES CARE COORDINATOR,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"4,440.00",C&M- PCN DES CARE HOME PREMIUM,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"6,875.88",C&M-GMS DES Extended Hours Access,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"60,921.09",C&M-GMS Global Sum,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"15,359.90",C&M-GMS PCN DES Clin Pharmacist,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"3,514.34",C&M-GMS PCN DES Clinical Director,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"1,254.42",C&M-GMS PCN DES Participation,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"4,835.29",C&M-GMS PCN DES Soc Prescribing,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"29,900.00",C&M-GMS Prem Actual Rent,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554156,"6,540.17",C&M-GMS QOF Aspiration,G05000005063
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554158,"-7,593.45",ME - GMS GP Prior Year ERs,G05000005065
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension Added Years EEs,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554158,"-1,012.50",ME-GMS GP Pension Added Years EEs,G05000005065
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554158,"-8,133.75",ME-GMS GP Pension EEs,G05000005065
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension ERs,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554158,"-9,167.26",ME-GMS GP Pension ERs,G05000005065
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,37554158,"-8,268.98",ME-GMS GP Prior Year EEs,G05000005065
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,37541241,"69,473.74",C&M-GMS Global Sum,G05000005031
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,37541241,"1,410.56",C&M-GMS PCN DES Participation,G05000005031
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,37541241,"7,319.84",C&M-GMS QOF Aspiration,G05000005031
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"142,450.57",C&M-GMS Global Sum,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"3,203.26",C&M-GMS PCN DES Participation,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"11,500.00",C&M-GMS Prem Actual Rent,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"8,047.00",C&M-GMS Prem Healthcentre Rent,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,557.07,C&M-GMS Prem Water Rates,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"16,284.02",C&M-GMS QOF Aspiration,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"2,316.83",ME - GMS GP Prior Year ERs,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,37541276,"2,175.07",ME-GMS GP Prior Year EEs,G05000006029
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,37348944,"152,806.50",Clinical&Medical-Independent Sector,06KHPNICFPF212204
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,"74,933.31",C&M-APMS Contract Value,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-APMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,140.00,C&M-APMS DES Learn Dsblty Hlth Chk,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,9.50,C&M-APMS OOH Opt Outs,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-APMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,"4,816.74",C&M-APMS QOF Aspiration,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-APMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,70.98,C&M-APMS Voluntary Levy,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,"1,041.04",C&M-PMS GP Statutory Levy,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - APMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,"3,293.94",ME - APMS GP Prior Year ERs,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-APMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,37360549,"3,805.60",ME-APMS GP Prior Year EEs,G05000003790
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,37541299,"43,800.52",C&M-GMS Global Sum,G05000006095
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,37541299,964.29,C&M-GMS PCN DES Participation,G05000006095
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,37541299,"14,058.13",C&M-GMS Prem Actual Rent,G05000006095
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,37541299,"4,383.79",C&M-GMS QOF Aspiration,G05000006095
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,"-3,574.13",C&M-GMS Prem Rates,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,"-18,724.46",ME - GMS GP Prior Year ERs,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension Added Years EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,-678.75,ME-GMS GP Pension Added Years EEs,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,"-16,462.97",ME-GMS GP Pension EEs,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension ERs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,"-17,630.94",ME-GMS GP Pension ERs,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37541265,"-17,851.48",ME-GMS GP Prior Year EEs,G05000005972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"20,812.98",C&M- PCN DES CARE COORDINATOR,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"3,760.00",C&M- PCN DES CARE HOME PREMIUM,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"6,744.12",C&M-GMS DES Extended Hours Access,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"3,080.00",C&M-GMS DES Learn Dsblty Hlth Chk,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"250,415.26",C&M-GMS Global Sum,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"12,599.90",C&M-GMS PCN DES Clin Pharmacist,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"3,447.00",C&M-GMS PCN DES Clinical Director,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"5,290.34",C&M-GMS PCN DES Participation,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Physiotherapist,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"3,788.60",C&M-GMS PCN DES Physiotherapist,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"56,487.50",C&M-GMS Prem Actual Rent,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"27,214.18",C&M-GMS QOF Aspiration,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-PCN DES PHARMACY TECHNICIANS,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"3,009.50",C&M-PCN DES PHARMACY TECHNICIANS,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"27,217.31",ME - GMS GP Prior Year ERs,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,37554162,"29,484.91",ME-GMS GP Prior Year EEs,G05000005970
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,37541256,420.00,C&M-GMS DES Learn Dsblty Hlth Chk,G05000005098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,37541256,"75,661.67",C&M-GMS Global Sum,G05000005098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,37541256,"1,577.86",C&M-GMS PCN DES Participation,G05000005098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,37541256,"27,673.75",C&M-GMS Prem Notional Rent,G05000005098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,37541256,"7,872.13",C&M-GMS QOF Aspiration,G05000005098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,140.00,C&M-GMS DES Learn Dsblty Hlth Chk,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,"94,484.18",C&M-GMS Global Sum,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,"1,895.72",C&M-GMS PCN DES Participation,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,35.00,C&M-GMS Prem Healthcentre Rent,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,196.57,C&M-GMS Prem Water Rates,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,37541248,"10,832.11",C&M-GMS QOF Aspiration,G05000005074
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,37541254,"33,724.52",C&M-GMS Global Sum,G05000005092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,37541254,664.78,C&M-GMS PCN DES Participation,G05000005092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,37541254,"10,062.50",C&M-GMS Prem Actual Rent,G05000005092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,37541254,"3,461.52",C&M-GMS QOF Aspiration,G05000005092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,37401985,"771,041.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP072122
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Telecoms-Data lines,ADHOC BUSINESS,VIRGIN MEDIA BUSINESS LTD,37584792,"307,942.80",Telecoms-Data lines,931138098
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,700.00,C&M-GMS DES Learn Dsblty Hlth Chk,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,"108,913.84",C&M-GMS Global Sum,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,"2,196.26",C&M-GMS PCN DES Participation,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,"4,275.00",C&M-GMS Prem Actual Rent,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,"11,215.84",C&M-GMS QOF Aspiration,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,187.15,ME - GMS GP Prior Year ERs,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,37541232,227.96,ME-GMS GP Prior Year EEs,G05000005005
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541259,"73,912.14",C&M-GMS Global Sum,G05000005106
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541259,"1,512.11",C&M-GMS PCN DES Participation,G05000005106
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541259,"36,600.00",C&M-GMS Prem Actual Rent,G05000005106
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541259,703.85,C&M-GMS Prem Water Rates,G05000005106
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541259,"7,952.76",C&M-GMS QOF Aspiration,G05000005106
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541260,"-7,880.80",C&M-GMS QOF Achievement,G05000005108
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541260,"-5,872.58",ME - GMS GP Prior Year ERs,G05000005108
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541260,"-5,858.34",ME-GMS GP Pension EEs,G05000005108
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Pension ERs,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541260,"-5,991.68",ME-GMS GP Pension ERs,G05000005108
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,37541260,"-6,921.55",ME-GMS GP Prior Year EEs,G05000005108
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,"39,207.64",C&M-GMS Global Sum,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,753.41,C&M-GMS PCN DES Participation,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,"8,412.50",C&M-GMS Prem Actual Rent,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,"5,000.00",C&M-GMS Prem Notional Rent,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,201.14,C&M-GMS Prem Water Rates,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37541258,"3,788.87",C&M-GMS QOF Aspiration,G05000005104
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,37554774,"64,737.14",C&M-GMS Cost of Drugs -Dispensing,G05000006439
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,37554774,"14,609.49",C&M-GMS Prof Fees Dispensing,G05000006439
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,37401987,"276,545.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP072123
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Cont Care- Prior Year Payments,FUNDED NURSING CARE,WESTGATE HEALTHCARE LTD,37375009,"1,234.89",Cont Care- Prior Year Payments,RNCCWES0276
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WESTGATE HEALTHCARE LTD,37375009,300.02,Cont Care-FNC Client Continence Allow,RNCCWES0276
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WESTGATE HEALTHCARE LTD,37375009,"25,754.78",Cont Care-Funded Nursing Care Allow,RNCCWES0276
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,37541297,"25,002.23",C&M-GMS Global Sum,G05000006092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,37541297,412.95,C&M-GMS PCN DES Participation,G05000006092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,37541297,"2,117.02",C&M-GMS QOF Aspiration,G05000006092
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,37554728,"20,151.11",C&M-GMS Cost of Drugs -Dispensing,G05000006185
Department of Health,NHS East & North Hertfordshire CCG,31/07/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,37554728,"6,831.76",C&M-GMS Prof Fees Dispensing,G05000006185
