UID,Council,Contract Status,Classification,Name,STAR Category Manager,Route to Market,Contract Type Detail,Start Date,End Date,Maximum Extension Date,Annual Contract Value (average),Value,Supplier Name,Company Registration Number,Postcode,Supplier Type,Customer Name
9903,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance, 181000 - Works - Construction, Repair & Maintenance - Buildings - Demolition & Asbestos Removal",Gatley Pavilion Demolition, Paul Atherton,RBS - Low - Quick Quote, Contract,10/04/2023,28/04/2023,-,"£11,608.40","£11,608.40",P. McGuinness and Company Limited,-,M12 6BF,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration, STAR"
9753,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Hazel Grove Life Leisure – Plant Refurbishment, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,11/04/2023,14/07/2023,-,"£357,500.00","£357,500.00",Dodd Group (Midlands) Ltd,-,TF3 3AZ,-,"SMBC - PLA Neighbourhoods, STAR"
11997,Stockport Metropolitan Borough Council,Completed,271440 - Information Communication Technology - Software,Finance Systems Discovery, Claire Chitty,Call Off (External), Call-off Contract,01/02/2023,31/05/2023,31/05/2023,"£101,250.00","£101,250.00",Socitm Advisory Ltd,9571840,NN4 5EZ,-,"SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management, STAR"
10923,Stockport Metropolitan Borough Council,Completed,321100 - Social Community Care Supplies & Services - Children,Stockport Ladders of Intervention, Rachael Tither,RBS - Low/Med - Simple (RFQ), Contract,01/12/2022,31/08/2023,31/08/2023,-,"£30,000.00",The University of Manchester ,-,M13 9PL UK,-,"SMBC - People, SMBC - PPL Children's Social Care , STAR"
14088,Stockport Metropolitan Borough Council,Completed,261520 - Human Resources - Training & Conferences - Training,Invest in Play - Parenting Programme,Gary Lee,Exemption, Contract,22/03/2023,31/08/2023,31/08/2023,"£16,000.00","£16,000.00",Invest In Play Ltd,-,M20 2YY,-,"Stockport Metropolitan Borough Council, SMBC - People, SMBC - PPL Adult Social Care, SMBC - PPL Children's Social Care , SMBC - PPL Education, Work & Skills"
9887,Stockport Metropolitan Borough Council,Completed,230000 - Highway Equipment & Materials,"Description of Requirement	Delivery of Specialist Planned Maintenance Schemes", Sarah Keating,Call Off (External), Call-off Contract,01/02/2023,30/04/2023,-,-,"£150,000.00",Miles Macadam,-,SY14 8LU ,-,"Stockport Metropolitan Borough Council, SMBC - PLA Highways & Transport"
10531,Stockport Metropolitan Borough Council,Completed,321000 - Social Community Care Supplies & Services - Adult,Independent Safeguarding review Chairs and Authors, Rachael Tither,Exemption, Contract,03/06/2021,03/06/2023,-,-,"£96,490.00",Various - see STAR for details,-,Various,-,"SMBC - PPL Adult Social Care, STAR"
15007,Stockport Metropolitan Borough Council,Completed,211210 - Furniture & Soft Furnishings - Soft Furnishings,Curtain Replacements Stockport Town Hall - One off Purchase,Gary Lee,RBS - Low - Quick Quote, Contract,02/06/2023,02/06/2023,-,"£17,633.88","£17,633.88",J&C Joel Limited,-,HX6 2QQ,-,"SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management"
15013,Stockport Metropolitan Borough Council,Completed,150000 - Consultancy,Stockroom Consultancy,Gary Lee,RBS - Low - Quick Quote, Contract,03/05/2023,05/06/2023,-,"£24,999.00","£24,999.00",Graeme Lister,-,M21 0GZ,-,"SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management, SMBC - CSS Business Support (Operational), SMBC - CSS Communications, SMBC - CSS Data, SMBC - CSS Legal, SMBC - CSS Democratic Services, SMBC - CSS Internal Audit & Risk Management, SMBC - CSS Strategy & Transformation"
4437,Stockport Metropolitan Council,Live (On-going),271440 - Information Communication Technology - Software,BIM Software and Specialist Training Service, Samantha Power,RBS - Low/Med - Simple (RFQ), Contract,01/04/2018,31/03/2021,-,"£30,000.00","£132,000.00",Cadassist Ltd,-,SK7 1AH,-,"SMBC - Place, SMBC - PLA Highways & Transport"
6426,Stockport Metropolitan Council,Live (On-going),271440 - Information Communication Technology - Software,Council C-Series Upgrade, Samantha Power,Exemption, Contract,27/03/2019,26/03/2022,26/03/2022,"£12,648.21","£37,944.63",Bottomline Technologies,-,-,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management"
-,Stockport Metropolitan Council,Live (On-going),261400 - Human Resources - Temporary & Agency Staff,Specialist EAL Support,Gary Lee,-, Contract,01/09/2018,31/07/2020,-,"£14,625.00","£14,625.00",Oleg Mamedov,-,-,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management"
