Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Psychology / Assessment Services,Curiosity Project,Services to People,Fees and Charges,18/11/2023,782.5
Professional / Consultancy Services,Mace Cost Consultancy Limited,Services to Place,Professional Fees,18/11/2023,13992
Professional / Consultancy Services,Mace Cost Consultancy Limited,Services to Place,Professional Fees,18/11/2023,12084
Legal Services,Miss Natalie Powell,Corporate and Support Services,Professional Fees,18/11/2023,3391.67
Construction / Building Services,"Prism Medical UK, Westholme Div.",Services to People,Furniture and Equipment,18/11/2023,906.21
Construction / Building Services,"Prism Medical UK, Westholme Div.",Services to People,Furniture and Equipment,18/11/2023,604.14
Local Authority,WIGAN Council,Services to People,Care Payments,18/11/2023,12800
Catering / Food / Beverages,Wilds Of Oldham,Corporate and Support Services,Expenses and Allowances,18/11/2023,553.41
Psychology / Assessment Services,KAD Psychology Ltd,Services to People,Fees and Charges,18/11/2023,2500
Psychology / Assessment Services,KAD Psychology Ltd,Services to People,Fees and Charges,18/11/2023,2500
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,18/11/2023,315.6
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,18/11/2023,631.18
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,18/11/2023,315.6
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,7120.83
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6458.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,4979.17
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6291.67
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6458.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,4979.17
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6458.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5277.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5855.35
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,7245.25
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,3314.53
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5943.69
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,3314.53
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5129.43
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,1153.96
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5255.61
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,3225.65
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,3314.53
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6276.7
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5855.35
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5277.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6845.83
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5277.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6276.7
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5855.35
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5855.35
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5277.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6845.83
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6845.83
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5523.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,4979.17
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,2950.58
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5855.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5523.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,4399.17
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6093.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,5523.92
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6458.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6458.33
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,4979.17
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6232.48
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,18/11/2023,6900.25
Retailer,AS PYROTECHNICS,Services to Place,Repairs and Maintenance,19/11/2023,575
Office Equipment,BACK CARE SOLUTIONS LTD,Services to People,Furniture and Equipment,19/11/2023,933.5
Office Equipment,BACK CARE SOLUTIONS LTD,Services to People,Furniture and Equipment,19/11/2023,215
Office Equipment,BACK CARE SOLUTIONS LTD,Services to People,Furniture and Equipment,19/11/2023,50
School (Other Local Authority),Grange School,Services to People,Third party payments - Public Sector,19/11/2023,6416.67
Construction / Building Services,CONCEPT ELEVATORS (UK) LTD,Services to People,Repairs and Maintenance,19/11/2023,3478.53
Construction / Building Services,CONCEPT ELEVATORS (UK) LTD,Services to People,Repairs and Maintenance,19/11/2023,3478.53
Psychology / Assessment Services,Curiosity Project,Services to People,Fees and Charges,19/11/2023,581
Surveyor,David Trowler Associates,Services to People,Repairs and Maintenance,19/11/2023,1935
Surveyor,David Trowler Associates,Services to People,Repairs and Maintenance,19/11/2023,1460
Surveyor,David Trowler Associates,Services to People,Repairs and Maintenance,19/11/2023,630
School (Other Local Authority),Grange School,Services to People,Third party payments - Public Sector,19/11/2023,6416.67
ICT Consultancy / Support,RBSIF,Corporate and Support Services,Information and Communications Technology,19/11/2023,1840.25
ICT Consultancy / Support,InterWorks Europe Limited,Corporate and Support Services,Information and Communications Technology,19/11/2023,31977.54
School (Other Local Authority),New Park Academy,Services to People,Third party payments - Public Sector,19/11/2023,15647.53
Legal Services,TLT LLP,Services to Place,Supplies and services,19/11/2023,4553.5
Legal Services,TLT LLP,Services to Place,Supplies and services,19/11/2023,2612.5
Legal Services,TLT LLP,Services to Place,Supplies and services,19/11/2023,1147
Legal Services,TLT LLP,Services to Place,Supplies and services,19/11/2023,1015.5
Legal Services,TLT LLP,Services to Place,Supplies and services,19/11/2023,1145.5
Charity/Third Sector,YARAN NORTHWEST CIC,Services to Place,Third party payments - Private/Voluntary Sector,19/11/2023,6228
Environmental Services,United Enviromental Services Ltd,Corporate and Support Services,Capital Expenditure - Fees,19/11/2023,2495
Recruitment / Staffing,VENN GROUP,Corporate and Support Services,Salaries,19/11/2023,2413.91
Activities and Events Provision,Gettheworldmoving (UK) Limited t/a,Corporate and Support Services,Staff Training,19/11/2023,21168
Postal / Mail / Courier Services,Whistl UK Limited,Corporate and Support Services,Office Expenses,19/11/2023,1509.24
Communications and Technology,CogniSoft Ltd,Services to People,Information and Communications Technology,20/11/2023,6325
Psychology / Assessment Services,Curiosity Project,Services to People,Fees and Charges,20/11/2023,786
Psychology / Assessment Services,Curiosity Project,Services to People,Fees and Charges,20/11/2023,540
Postal / Mail / Courier Services,DSI Billing Services Ltd,Corporate and Support Services,Printing and Photocopying,20/11/2023,793.69
Postal / Mail / Courier Services,DSI Billing Services Ltd,Corporate and Support Services,Printing and Photocopying,20/11/2023,4192.95
School (Other Local Authority),The Orchards school,Services to People,Fees and Charges,20/11/2023,3155
School (Other Local Authority),The Orchards school,Services to People,Fees and Charges,20/11/2023,3155
Further and Higher Education,UNIVERSITY OF MANCHESTER,Services to Place,Staff Training,20/11/2023,6200
School (Other Local Authority),THOMASSON MEMORIAL SCHOOL,Services to People,Third party payments - Public Sector,20/11/2023,12524.16
Legal Services,TLT LLP,Services to Place,Supplies and services,20/11/2023,2510
ICT Supplies,VeryPC Ltd,Corporate and Support Services,Information and Communications Technology,20/11/2023,1905.55
ICT Supplies,VeryPC Ltd,Corporate and Support Services,Information and Communications Technology,20/11/2023,88.3
Business Services / Support,SME HCI Ltd (trading as Vivup),Corporate and Support Services,Furniture and Equipment,20/11/2023,607.1
Business Services / Support,SME HCI Ltd (trading as Vivup),Corporate and Support Services,Furniture and Equipment,20/11/2023,17400.5
Recruitment / Staffing,Vision for Education Limited,Services to People,Fees and Charges,20/11/2023,833.6
Mobility Equipment / Supplies,Complete Care Shop,Services to People,Furniture and Equipment,20/11/2023,1298.25
Professional / Consultancy Services,Parents and Children Together,Services to People,Care Payments,20/11/2023,57362
Business Services / Support,SME HCI Ltd (trading as Vivup),Corporate and Support Services,Furniture and Equipment,20/11/2023,1335.96
Trainer / Facilitator,Westminster Associates Ltd,Corporate and Support Services,Staff Training,20/11/2023,2424
Postal / Mail / Courier Services,Whistl UK Limited,Corporate and Support Services,Office Expenses,20/11/2023,953.43
Professional / Trade Body,DISTRICT SURVEYORS ASSOCIATION,Services to Place,Professional Fees,20/11/2023,2957.25
Professional / Trade Body,National Associ of Virtual School H,Services to People,Fees and Charges,20/11/2023,750
Psychology / Assessment Services,Action First Assessments Ltd,Services to People,Fees and Charges,20/11/2023,3040
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Care Payments,20/11/2023,986
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to People,Information and Communications Technology,20/11/2023,1190
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to People,Information and Communications Technology,20/11/2023,170
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to Place,Information and Communications Technology,20/11/2023,9275
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to Place,Information and Communications Technology,20/11/2023,385
Clothing/Workwear/Safety Equipt,Arden Winch & Co,Services to People,Clothing Uniforms and Laundry,21/11/2023,96
Clothing/Workwear/Safety Equipt,Arden Winch & Co,Services to People,Clothing Uniforms and Laundry,21/11/2023,320
Clothing/Workwear/Safety Equipt,Arden Winch & Co,Services to People,Clothing Uniforms and Laundry,21/11/2023,192
Engineering Services,Atkins Limited,Services to Place,Professional Fees,21/11/2023,2950
Postal / Mail / Courier Services,DSI Billing Services Ltd,Corporate and Support Services,Printing and Photocopying,21/11/2023,753.64
Surveyor,Howard Lynn Property Ltd,Services to Place,Agency Staff,22/11/2023,6941.21
Health Advice / Awareness,MYCLOUD LIMITED,Services to People,Fees and Charges,22/11/2023,4550
Legal Services,Chris Addison,Corporate and Support Services,Professional Fees,22/11/2023,1800
Information Services,OASIS UK,Corporate and Support Services,Office Expenses,22/11/2023,1393.47
School (Other Local Authority),One School Global,Services to People,Third party payments - Public Sector,22/11/2023,6884.75
Recruitment / Staffing,Oyster Partnership,Services to Place,Agency Staff,22/11/2023,1411.5
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Office Expenses,22/11/2023,669.71
Legal Services,SB Costs Ltd,Corporate and Support Services,Professional Fees,22/11/2023,1294.4
Legal Services,SB Costs Ltd,Corporate and Support Services,Professional Fees,22/11/2023,1242.11
Furniture and Furnishings,G & S SMIRTHWAITE LTD,Services to People,Furniture and Equipment,22/11/2023,679
Local Authority,WIGAN MBC,Services to People,Third party payments - Public Sector,22/11/2023,3356
Health Services,XYLA Health & Social Services,Services to People,Fees and Charges,22/11/2023,12183
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to Place,Information and Communications Technology,22/11/2023,5885
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to Place,Information and Communications Technology,22/11/2023,805
Professional / Consultancy Services,A Pacini Ltd,Services to Place,Agency Staff,22/11/2023,5454.75
Legal Services,Miss Sandra Pope,Corporate and Support Services,Professional Fees,23/11/2023,800
Construction / Building Services,BETHELL CONSTRUCTION LTD,Services to Place,Capital Expenditure - Works,23/11/2023,14522.97
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Services to Place,Grounds Maintenance,23/11/2023,2350
Legal Services,Kings Chambers,Corporate and Support Services,Professional Fees,23/11/2023,1125
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,23/11/2023,3840.64
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,23/11/2023,6438.88
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,23/11/2023,7062.03
Waste Recycling / Disposal,WASTE SOLUTIONS SK,Services to Place,Waste Management,23/11/2023,512.42
Local Authority,Greater Manchester Combined Authori,Services to People,Publicity and Promotion,23/11/2023,500
Health Services,Optima Health,Corporate and Support Services,Fees and Charges,23/11/2023,14020.5
Communications and Technology,Prebeat Ltd,Corporate and Support Services,Furniture and Equipment,23/11/2023,783.33
Education Services,Schuchmann,Services to People,Furniture and Equipment,23/11/2023,3191
Software Supplier,Trace Solutions,Services to Place,Information and Communications Technology,23/11/2023,1407.74
Legal Services,Trinity Chambers,Corporate and Support Services,Professional Fees,23/11/2023,975
Construction / Building Services,Willfab Ltd,Services to People,Capital Expenditure - Works,23/11/2023,2900
Environmental Services,WSP GROUP PLC,Services to Place,Professional Fees,23/11/2023,8775
Environmental Services,WSP GROUP PLC,Services to Place,Professional Fees,23/11/2023,1222
Environmental Services,WSP GROUP PLC,Services to Place,Professional Fees,23/11/2023,4967.5
ICT Consultancy / Support,Britannic Technologies Ltd,Corporate and Support Services,Information and Communications Technology,23/11/2023,3121.32
Recruitment / Staffing,G2 Recruitment Solutions Limited,Corporate and Support Services,Salaries,23/11/2023,2340
Local Authority,Greater Manchester CA GMUTC only,Services to Place,Capital Expenditure - Works,23/11/2023,3819.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Professional Fees,23/11/2023,4125
Social Care Services,Claire Lomax,Services to People,Professional Fees,23/11/2023,1800
Utilities,Drax Energy Solutions Ltd,Services to Place,Utilities,23/11/2023,208343.48
Engineering Services,Pavement Testing Services Ltd,Services to Place,Capital Expenditure - Fees,23/11/2023,557.5
Welfare Services,CHILD ACTION NORTHWEST,Services to People,Fees and Charges,24/11/2023,925.66
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,24/11/2023,39
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,24/11/2023,1432
School (Other Local Authority),St Ralph Sherwin Catholic Multi Aca,Services to People,Third party payments - Public Sector,24/11/2023,6632.5
Social Care Services,Seashell Trust,Services to People,Care Payments,24/11/2023,622.3
Social Care Services,Seashell Trust,Services to People,Care Payments,24/11/2023,622.3
Social Care Services,Seashell Trust,Services to People,Care Payments,24/11/2023,622.3
Social Care Services,Seashell Trust,Services to People,Care Payments,24/11/2023,622.3
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Agency Staff,24/11/2023,2643.03
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Supplies and services,24/11/2023,7317.62
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Supplies and services,24/11/2023,4582.98
Charity/Third Sector,KIDS,Services to People,Fees and Charges,24/11/2023,4070
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,24/11/2023,4884
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,24/11/2023,2723.67
Design Services,FUTURE DESIGN CONSULTANTS,Corporate and Support Services,Publicity and Promotion,24/11/2023,16575
Social Care Services,HG CARE SERVICES LTD,Services to People,Care Payments,24/11/2023,704
Transport and Travel,STAGECOACH SERVICES LTD,Services to People,Travelling Expenses,24/11/2023,2850
Transport and Travel,STAGECOACH SERVICES LTD,Services to People,Travelling Expenses,24/11/2023,570
Property Development,CBRE,Services to Place,Professional Fees,25/11/2023,1500
Property Development,CBRE,Services to Place,Professional Fees,25/11/2023,1500
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,570
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,500
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,1222.5
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,875
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,1062.5
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,680
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,570
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,25/11/2023,1235
Trainer / Facilitator,Child in Mind Ltd,Services to People,Professional Fees,25/11/2023,715
Education Services,The Nurture Group Network Ltd,Services to People,Staff Training,25/11/2023,599
Education Services,One Education Ltd,Services to People,Fees and Charges,25/11/2023,600
Education Services,One Education Ltd,Services to People,Fees and Charges,25/11/2023,750
Education Services,One Education Ltd,Services to People,Fees and Charges,25/11/2023,750
Recruitment / Staffing,Michael Page International Recruitm,Services to Place,Professional Fees,25/11/2023,2095.4
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Care Payments,25/11/2023,631.44
Activities and Events Provision,REMEDI - RESTORATIVE SERVICES,Services to People,Fees and Charges,25/11/2023,3949.66
Professional / Consultancy Services,Aldermore Bank a/f Spawforths,Services to Place,Professional Fees,25/11/2023,2568.85
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,728.64
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,1774.96
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,2420.4
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,645.44
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,1210.2
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,1613.6
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,645.44
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,25/11/2023,806.8
Waste Recycling / Disposal,The Compost Bag Company Ltd,Services to Place,Waste Management Equipment,25/11/2023,1545.6
Psychology / Assessment Services,Dr Sheena Webb,Services to People,Professional Fees,26/11/2023,1000
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,1200
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,675
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,637.5
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,1050
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,562.5
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,525
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,600
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,825
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,1275
Psychology / Assessment Services,Gateway Psychology Ltd,Services to People,Fees and Charges,26/11/2023,675
Conferences and Events,Hitched Limited,Corporate and Support Services,Office Expenses,27/11/2023,899
Conferences and Events,Hitched Limited,Corporate and Support Services,Office Expenses,27/11/2023,899
Conferences and Events,Hitched Limited,Corporate and Support Services,Office Expenses,27/11/2023,899
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,27/11/2023,850
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,27/11/2023,85
Psychology / Assessment Services,Geraldine Chang,Services to People,Fees and Charges,27/11/2023,1284
Housing Services,STOCKPORT HOMES LTD,Services to Place,Publicity and Promotion,27/11/2023,1909.09
Social Care Services,Life Skills Hub Limited,Services to People,Third party payments - Private/Voluntary Sector,27/11/2023,2080
NHS Organisation,Locala Community Partnership,Services to People,Fees and Charges,27/11/2023,40000
Training Provision,Morton Training Services Ltd,Services to Place,Staff Training,27/11/2023,1350
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,27/11/2023,678.12
School (Other Local Authority),Grange School,Services to People,Third party payments - Public Sector,27/11/2023,3666.67
School (Other Local Authority),Grange School,Services to People,Third party payments - Public Sector,27/11/2023,3666.67
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,8589.59
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,6189.17
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,6189.17
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,6189.17
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,3536.67
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,7049.65
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,5464.8
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,5272.8
Equipment Supplies,Sterling Event Group Ltd,Corporate and Support Services,Publicity and Promotion,27/11/2023,8137.95
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,4972
Recruitment / Staffing,VENN GROUP,Corporate and Support Services,Salaries,27/11/2023,2348.81
Postal / Mail / Courier Services,Whistl UK Limited,Corporate and Support Services,Office Expenses,27/11/2023,1017.59
Catering / Food / Beverages,Wilds Of Oldham,Corporate and Support Services,Expenses and Allowances,27/11/2023,1071.34
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,6921.25
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,27/11/2023,842.5
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,6051.2
Housing Services,STOCKPORT HOMES LTD,Services to People,Professional Fees,27/11/2023,1402.5
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Publicity and Promotion,27/11/2023,-8277.32
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,6780
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,4235.84
Engineering Services,Atkins Limited,Services to Place,Professional Fees,27/11/2023,6051.2
Welfare Services,Chroma Therapies Ltd,Services to People,Fees and Charges,27/11/2023,2470
Professional / Trade Body,THE CHARTERED INSTITUTE OF ENVIRONM,Services to Place,Advertising,27/11/2023,800
Utilities,Drax Energy Solutions Ltd,Services to People,Utilities,27/11/2023,2254.13
Equipment Supplies,Doro Care Ltd t/a Careium,Services to Place,Furniture and Equipment,27/11/2023,1520
Equipment Supplies,Doro Care Ltd t/a Careium,Services to Place,Furniture and Equipment,27/11/2023,3040
Equipment Supplies,Doro Care Ltd t/a Careium,Services to Place,Furniture and Equipment,27/11/2023,1980
Trainer / Facilitator,Ruhena Tarafder,Services to People,Professional Fees,27/11/2023,900
Equipment Maint / Repairs,RUSSELL LEISURE LTD,Services to Place,Grounds Maintenance,27/11/2023,3048.08
Legal Services,Niamh Ross,Corporate and Support Services,Professional Fees,27/11/2023,1041.67
Trainer / Facilitator,The Institute of Narrative Therapy,Services to People,Staff Training,27/11/2023,660
Photography and Film Services,Toolebox Films Limited,Services to People,Publicity and Promotion,27/11/2023,997.5
Digital / Media Services,GVAV Ltd,Services to Place,Furniture and Equipment,27/11/2023,1138
Facilities Management,Anglian Water Business (National) t,Services to People,Utilities,27/11/2023,911.02
Software Supplier,IRIS Software Limited,Services to People,Information and Communications Technology,27/11/2023,712.21
Psychology / Assessment Services,Geraldine Chang,Services to People,Fees and Charges,27/11/2023,684.5
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,7573.62
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,8589.59
Environmental Services,WSP GROUP PLC,Services to Place,Professional Fees,27/11/2023,8987.06
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,5139.17
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,6854.17
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,4327.78
Health Services,XYLA Health & Social Services,Services to People,Fees and Charges,27/11/2023,6516
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,2936.67
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,3916.67
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,4908.34
Education Services,PIPER HILL SCHOOL,Services to People,Third party payments - Public Sector,27/11/2023,4908.34
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,3536.67
School (Other Local Authority),Pioneer House High School,Services to People,Third party payments - Public Sector,27/11/2023,3536.67
Legal Services,Mills & Reeve LLP (office account),Services to Place,Professional Fees,27/11/2023,2250
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Salaries,27/11/2023,5000
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Professional Fees,27/11/2023,4381.5
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Publicity and Promotion,27/11/2023,2069.33
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Service Contract Payments,27/11/2023,139653.42
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Salaries,27/11/2023,4000
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Salaries,27/11/2023,82958.33
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,28/11/2023,1837.88
Social Care Services,Seashell Trust,Services to People,Care Payments,28/11/2023,622.3
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Expenses and Allowances,28/11/2023,1365
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,1808.5
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,512.5
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,1193
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,986
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,500
Social Care Services,Family Care Solutions,Services to People,Care Payments,28/11/2023,1262.63
Building Supplies,ARNOLD LAVER & CO LTD,Services to Place,Furniture and Equipment,28/11/2023,359.1
Building Supplies,ARNOLD LAVER & CO LTD,Services to Place,Furniture and Equipment,28/11/2023,451.2
Education Services,Beech Hall School,Services to People,Fees and Charges,28/11/2023,10560.76
Education Services,Beech Hall School,Services to People,Fees and Charges,28/11/2023,9276.33
Education Services,Beech Hall School,Services to People,Fees and Charges,28/11/2023,9965
Childcare Provision,Acorn Care and Education,Services to People,Fees and Charges,28/11/2023,8500
Education Services,Beech Hall School,Services to People,Fees and Charges,28/11/2023,7476.67
Software Supplier,ADVANCED HEALTH & CARE LTD,Services to People,Information and Communications Technology,28/11/2023,10915.87
Postal / Mail / Courier Services,DSI Billing Services Ltd,Corporate and Support Services,Printing and Photocopying,28/11/2023,678.33
Recruitment / Staffing,Oyster Partnership,Services to Place,Agency Staff,28/11/2023,1204.48
Software Supplier,NEC Software Solutions UK Limited,Corporate and Support Services,Driving and Vehicle Licences,28/11/2023,6080
ICT Consultancy / Support,Ethical Pixels Limited,Services to Place,Furniture and Equipment,28/11/2023,1590
