BeneficiaryOtherID,BeneficiaryName,OrganisationalUnit,Purpose,ContractRef,Amount,IrrecoverableVATAmount,PaymentDate
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133931,2137.37,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133932,3135.67,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133933,2847.17,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133934,2773.75,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133935,2467.58,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133936,2255.53,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133937,2504.48,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133938,2932.11,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133944,2754.95,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133954,2585.48,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133955,2251.84,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133956,2940.88,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133957,2494.76,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133959,3316.09,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133960,2607.09,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133961,2723.87,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133963,2681.39,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133964,2659.28,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133965,2787.08,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133966,2591.93,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133967,2444.89,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133968,3709.35,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133969,2396.79,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133972,2505.54,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133973,2489.18,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133975,2864.52,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133976,2847.11,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133977,2570.72,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133978,2456.42,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133986,2988.27,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133987,2848.79,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133988,2701.77,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,133989,2828.99,0,27/02/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134178,3071.9,0,05/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134179,3445.51,0,05/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134180,2468.11,0,05/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134181,2541.91,0,05/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134756,2292.43,0,13/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134757,3188.84,0,13/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134759,2730.94,0,13/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,134760,2876.94,0,13/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135503,2480.2,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135521,2755.19,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135523,2504.48,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135524,2860.3,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135525,2839.36,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135526,2765.26,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135527,2113,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135528,2801.95,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135532,2435.9,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135533,2885.18,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135534,2867.13,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135539,2860.31,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135542,2919.06,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135543,2702.29,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135544,2755.19,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135545,2498.08,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135546,3075.41,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135547,2510.59,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135548,3148.9,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135549,2166.44,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135550,2824.94,0,28/03/2014
RHH001,Robert Heath Heating Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,135551,2985.59,0,28/03/2014
RHH001,Robert Heath Heating Limited,Responsive Maintenance,Hra Prop Contractors Interface,135552,554.78,0,28/03/2014
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,158533,30988.31,0,22/04/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,160454,37906.03,0,30/05/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,161589,44244.82,0,24/06/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,162710,43610.94,0,18/07/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,164541,35497.28,0,30/08/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,165381,45512.58,0,19/09/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,166644,45385.81,0,17/10/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,167821,35750.83,0,14/11/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,169029,27003.29,0,13/12/2013
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,170152,6719.13,0,16/01/2014
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,171752,32961.76,0,17/02/2014
RHH001,Robert Heath Heating Limited,Annual Programmed Maintenance,Property Contractors,172977,31567.22,0,17/03/2014
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,157243,15.64,0,22/04/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,157243,2010.25,0,22/04/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,157244,15.64,0,22/04/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,157244,2588.09,0,22/04/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,157245,16.12,0,22/04/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,157245,1331.09,0,22/04/2013
623717,Roger Ugalde Electrical,Parks And Pleasure Grounds,Property Contractors,157324,1140,0,04/04/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,157564,75.94,0,22/04/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,157564,1453.61,0,22/04/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,157565,121.64,0,22/04/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,157565,1142.44,0,22/04/2013
623717,Roger Ugalde Electrical,Capital Parks And Pleasure Grn,Property Contractors,159437,2500,0,13/05/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,160676,16.12,0,04/07/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,160676,1951.18,0,04/07/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,160677,16.12,0,04/07/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,160677,2530.49,0,04/07/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,162211,1205,0,15/08/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,163445,2000,0,05/08/2013
623717,Roger Ugalde Electrical,Car Parks,Property Contractors,163798,1100,0,27/08/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,163799,800,0,15/08/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,163802,2500,0,15/08/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,165769,1600,0,30/09/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,167217,780,0,04/11/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,167219,16.12,0,25/11/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,167219,1966.65,0,25/11/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,167222,352.8,0,25/11/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,167222,2071.03,0,25/11/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,167224,16.12,0,25/11/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,167224,1878.58,0,25/11/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,167225,16.12,0,25/11/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,167225,1642.6,0,25/11/2013
623717,Roger Ugalde Electrical,Corporate Buildings,Property Contractors,167921,1000,0,21/11/2013
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,168269,16.12,0,25/11/2013
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,168269,1698.39,0,25/11/2013
623717,Roger Ugalde Electrical,Street Cleansing,Dog Bins Purchase,168430,500,0,20/01/2014
623717,Roger Ugalde Electrical,Car Parks,Non Property Contractors,169605,539.1,0,09/01/2014
623717,Roger Ugalde Electrical,Corporate Buildings,Property Maintenance Ad Hoc,170533,955.7,0,23/01/2014
623717,Roger Ugalde Electrical,Corporate Buildings,Property Contractors,170534,656.8,0,23/01/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,170535,787.6,0,27/01/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,170536,2917.3,0,27/01/2014
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,171632,16.12,0,03/03/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,171632,1394.27,0,03/03/2014
623717,Roger Ugalde Electrical,Play Equipment,Property Contractors,171633,16.12,0,03/03/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,171633,1922.43,0,03/03/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,171634,2029.33,0,03/03/2014
623717,Roger Ugalde Electrical,Security Lighting,Property Contractors,171669,2196.52,0,24/03/2014
623717,Roger Ugalde Electrical,Car Parks,Property Contractors,171670,668.48,0,05/03/2014
272368,Rohaven,Homeless,Bed & Breakfast Accommodation,166022,800,0,03/10/2013
272368,Rohaven,Homeless,Bed & Breakfast Accommodation,166562,700,0,14/10/2013
272368,Rohaven,Homeless,Bed & Breakfast Accommodation,169744,665,0,09/01/2014
272368,Rohaven,Homeless,Bed & Breakfast Accommodation,169746,665,0,09/01/2014
272368,Rohaven,Homeless,Bed & Breakfast Accommodation,173499,520,0,28/03/2014
442733,Rose & Palle Jessen,Homeless,Bed & Breakfast Accommodation,166659,720,0,21/10/2013
2267000,Rossendales Collect Limited,Hsg And Council Tax Admin,Enforcement Agent Fees,158563,256.5,0,22/04/2013
309044,Ross & Roberts Ltd,Hsg And Council Tax Admin,Enforcement Agent Fees,161113,102.5,0,13/06/2013
309044,Ross & Roberts Ltd,Hsg And Council Tax Admin,Enforcement Agent Fees,165723,176.5,0,26/09/2013
15354P,Rowland Water Services,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,161162,1980,0,17/06/2013
562009,Rowse Tree Services Ltd,Play Equipment,Property Contractors,159899,540,0,23/05/2013
562009,Rowse Tree Services Ltd,Tree Felling And Planting,Non Property Contractors,160590,890,0,06/06/2013
562009,Rowse Tree Services Ltd,Tree Felling And Planting,Property Contractors,165781,540,0,30/09/2013
562009,Rowse Tree Services Ltd,Tree Felling And Planting,Property Contractors,166642,500,0,21/10/2013
562009,Rowse Tree Services Ltd,Tree Felling And Planting,Non Property Contractors,169266,2840,0,03/01/2014
562009,Rowse Tree Services Ltd,Parks And Pleasure Grounds,Non Property Contractors,171027,900,0,06/02/2014
562009,Rowse Tree Services Ltd,Industrial Sites,Non Property Contractors,171028,820,0,06/02/2014
562009,Rowse Tree Services Ltd,Parks And Pleasure Grounds,Non Property Contractors,171221,600,0,10/02/2014
562009,Rowse Tree Services Ltd,Supervision And Mgt Special,Non Property Contractors,173643,1200,0,28/03/2014
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,158826,11596,0,29/04/2013
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,161444,3004,0,20/06/2013
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,163184,14063.2,0,29/07/2013
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,165070,3515.8,0,16/09/2013
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,167988,17650,0,21/11/2013
411663,Royal Haskoning Dhv,Coastal Protection Revenue,Consultancy=Advice,170626,7050,0,23/01/2014
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,159164,545.02,0,07/05/2013
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,163581,1146.03,0,08/08/2013
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,163582,2674.08,0,08/08/2013
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,167370,2704.05,0,04/11/2013
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,167371,1158.88,0,04/11/2013
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,171192,2698.95,0,06/02/2014
76500,Royal London Asset Management Ltd,Financing & Invest Income Exp,Investment Management Fees,171193,1156.69,0,06/02/2014
568864,Royal Mail Group Ltd,Elections,External Postage,167035,5679.88,0,28/10/2013
568864,Royal Mail Group Ltd,Elections,External Postage,167233,1664.64,0,03/12/2013
568864,Royal Mail Group Ltd,Elections,External Postage,168191,1227.4,0,03/12/2013
568864,Royal Mail Group Ltd,Elections,External Postage,169260,1143.16,0,09/01/2014
568864,Royal Mail Group Ltd,Elections,External Postage,170601,598.88,0,06/02/2014
1226999,Royal National Lifeboat Institution,Water Safety,Non Property Contractors,160570,13587.3,0,10/06/2013
235811,Rsm Tenon Limited,Refuse Collection & Recycling,Technical Support,162035,8405.57,0,04/07/2013
235811,Rsm Tenon Limited,Refuse Collection & Recycling,Technical Support,166689,2000.47,0,17/10/2013
511463,Rtpi South West Branch,Development Managment,Officer Training,172504,2149.49,0,05/03/2014
511463,Rtpi South West Branch,Growth Point,Officer Training,172504,130.27,0,05/03/2014
511463,Rtpi South West Branch,Planning Policy,Officer Training,172504,716.49,0,05/03/2014
678082,Ruddlesden Geotechnical Ltd,Capital Industriall Sites,Surveyors Fees,164348,2530,0,27/08/2013
678082,Ruddlesden Geotechnical Ltd,Capital Industriall Sites,Surveyors Fees,164995,3180,0,16/09/2013
531283,Rural Payments Agency,Aonb And Countryside,Contribution To Running Costs,164504,692.65,0,27/03/2014
112291,R W Dack & Sons,Street Cleansing,Non Property Contractors,172054,633.75,0,24/02/2014
112291,R W Dack & Sons,Street Cleansing,Property Contractors,173536,1186.25,0,28/03/2014
112291,R W Dack & Sons,Street Cleansing,Property Contractors,173537,1040,0,28/03/2014
280828,Sabell & C0 (B'Ham) Ltd,Building Control,Stationery,159589,316,0,16/05/2013
280828,Sabell & C0 (B'Ham) Ltd,Building Control,Stationery,169344,320,0,09/01/2014
581941,Sam Pym,Water Safety,Non Property Contractors,161439,500,0,20/06/2013
347000,Savills (L&P),Economic Development,Consultancy=Advice,162232,14185,0,08/07/2013
347000,Savills (L&P),Economic Development,Consultancy=Advice,164825,7129.01,0,09/09/2013
347000,Savills (L&P),Economic Development,Valuation Fees,169002,3500,0,13/12/2013
347000,Savills (L&P),Strategic Devm'T & P'Ship Mgmt,Consultancy=Advice,169100,2750,0,13/12/2013
347000,Savills (L&P),Economic Development,Consultancy=Advice,170031,1250,0,13/01/2014
347000,Savills (L&P),Economic Development,Consultancy=Advice,170628,4621.58,0,23/01/2014
86,Scarab Sweepers Ltd,Street Cleansing,Materials Direct,156128,1205.24,0,11/04/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,158642,92.99,0,02/05/2013
86,Scarab Sweepers Ltd,Capital St Scene Cleansing,Equipment & Plant Purchase,159072,90755,0,16/05/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,159911,811.57,0,28/05/2013
86,Scarab Sweepers Ltd,Street Cleansing,Materials,162925,664.32,0,12/09/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,162925,1331.03,0,12/09/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,162926,2555.93,0,19/08/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,163243,964.51,0,08/08/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,165269,981.59,0,10/10/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,165571,185.31,0,17/10/2013
86,Scarab Sweepers Ltd,Street Cleansing,Materials Direct,167091,208.81,0,11/11/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,167681,795.16,0,25/11/2013
86,Scarab Sweepers Ltd,Street Cleansing,Materials Direct,168273,308.34,0,28/11/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,168724,2056.33,0,05/12/2013
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,170540,257.52,0,23/01/2014
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,172396,299.94,0,17/03/2014
86,Scarab Sweepers Ltd,Street Cleansing,Repair Of Plant,172751,642.59,0,28/03/2014
308473,Seashell Communications,Org Development Services,Consultancy=Advice,163537,4900,0,08/08/2013
308473,Seashell Communications,Org Development Services,Land Registry,165252,3500,0,16/09/2013
308473,Seashell Communications,Ict Services,Consultancy=Advice,168559,1125,0,03/12/2013
308473,Seashell Communications,Ict Services,Consultancy=Advice,169714,1875,0,09/01/2014
308473,Seashell Communications,Ict Services,Consultancy=Advice,172153,1500,0,27/02/2014
308473,Seashell Communications,Ict Services,Consultancy=Advice,173564,500,0,28/03/2014
14480P,Seaton And District Chamber Of Commerce,Economic Development,Contribution To Running Costs,167521,1500,0,11/11/2013
691372,Seaton Town Council,Tax & Nonspecific Grant Income,Contribution To Running Costs,160184,14593.75,0,23/05/2013
391020,Sector Treasury Services Ltd,Financial Services,Consultancy=Advice,159560,725,0,16/05/2013
391020,Sector Treasury Services Ltd,Supervision And Mgt General,Consultancy=Advice,159560,2900,0,16/05/2013
391020,Sector Treasury Services Ltd,Financial Services,Technical Support,167220,725,0,31/10/2013
391020,Sector Treasury Services Ltd,Supervision And Mgt General,Technical Support,167220,2900,0,31/10/2013
444100,Seddons Llp,Public Health Housing,Fees,170589,1075,0,21/01/2014
341642,Sellick Partnership (Legal) Limited,Legal Services,Agency Staff,157541,866.25,0,04/04/2013
341642,Sellick Partnership (Legal) Limited,Legal Services,Agency Staff,157543,1299.38,0,04/04/2013
341642,Sellick Partnership (Legal) Limited,Legal Services,Agency Staff,157800,1155,0,08/04/2013
341642,Sellick Partnership (Legal) Limited,Legal Services,Agency Staff,160531,866.25,0,03/06/2013
515912,S F Langworthy,Flood Prevention Revenue,Property Contractors,161262,800,0,17/06/2013
SG BAKER,Sg Baker Ltd,Public Protection,Materials,165738,1000,0,30/09/2013
SG BAKER,Sg Baker Ltd,Public Protection,Materials,170618,525,0,27/01/2014
621757,Sgs United Kingdom Ltd,Licensing Section (Exc Taxis),Inspection Fees,168816,1038,0,13/12/2013
577006,Shaw & Sons Limited,Elections,Stationery,158666,1687.83,0,25/04/2013
572764,Shelley Signs Limited,Aonb And Countryside,Materials,167522,1410,0,07/11/2013
572764,Shelley Signs Limited,Aonb And Countryside,Materials,167523,632,0,07/11/2013
631990,Sidmouth Amateur Dramatic Soceity,Public Halls,Professional Performers,161400,1737.1,0,20/06/2013
631990,Sidmouth Amateur Dramatic Soceity,Aonb And Countryside,Consultancy=Advice,163618,1000,0,08/08/2013
631990,Sidmouth Amateur Dramatic Soceity,Public Halls,Professional Performers,168025,6216.3,0,21/11/2013
631990,Sidmouth Amateur Dramatic Soceity,Public Halls,Professional Performers,170895,14153.81,0,30/01/2014
SIDMOUTH,Sidmouth Arts Club Operatic Society,Public Halls,Professional Performers,158853,12492.2,0,29/04/2013
SIDMOUTH,Sidmouth Arts Club Operatic Society,Public Halls,Professional Performers,167402,9110.8,0,04/11/2013
578707,Sidmouth Hospiscare,Public Halls,Professional Performers,168019,1482.2,0,25/11/2013
274699,Sidmouth Musical Comedy Society,Public Halls,Professional Performers,162687,3384.6,0,22/07/2013
42052,Sidmouth Town Band,Public Halls,Professional Performers,170251,670,0,20/01/2014
697954,Sid Vale Metal Craft,Improvements Hra,Hra Prop Contractors Interface,120611,11424,0,15/04/2013
697954,Sid Vale Metal Craft,Public Halls,Property Maintenance Ad Hoc,161965,2410,0,04/07/2013
947661,Signs Express (Exeter),Corporate Buildings,Materials Land And Build,161858,535.18,0,08/07/2013
947661,Signs Express (Exeter),Water Safety,Equipment & Plant Purchase,164339,1134,0,09/09/2013
947661,Signs Express (Exeter),Water Safety,Equipment & Plant Purchase,173160,928.8,0,20/03/2014
513388,Sign Vision,Public Halls,Materials,157629,546,0,04/04/2013
106,Simon Santucci,Supervision And Mgt Special,Property Contractors,166057,590,0,07/10/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Clinical Waste Collection,158179,3693.47,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Household Waste Collection,158179,144903.02,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Recycling Collection,158179,238566.9,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Cans,158179,-12533.4,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Plastic,158179,-8747.6,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Special Waste Collection,158179,2343.75,0,15/04/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Dog Bins,158179,6067.62,0,15/04/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Litter Bins,158179,242.64,0,15/04/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Clinical Waste Collection,160192,3707.84,0,30/05/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Household Waste Collection,160192,377821.93,0,30/05/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Cans,160192,-9401.6,0,30/05/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Plastic,160192,-6283.5,0,30/05/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Special Waste Collection,160192,2179.27,0,30/05/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Dog Bins,160192,6067.62,0,30/05/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Litter Bins,160192,242.64,0,30/05/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Clinical Waste Collection,161566,3707.84,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Household Waste Collection,161566,129130.67,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Recycling Collection,161566,221399.2,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Cans,161566,-7278.12,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Plastic,161566,-9441.1,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Special Waste Collection,161566,1850.33,0,24/06/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Dog Bins,161566,6067.62,0,24/06/2013
562017,Sita Uk Limited,Street Cleansing,Emptying Litter Bins,161566,242.64,0,24/06/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Household Waste Collection,162524,2636,0,11/07/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Clinical Waste Collection,162525,3824.86,0,11/07/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Household Waste Collection,162525,131027.77,0,11/07/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Recycling Collection,162525,220805.21,0,11/07/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Cans,162525,-13595.76,0,11/07/2013
562017,Sita Uk Limited,Refuse Collection & Recycling,Sita Material Income Plastic,162525,-7792.3,0,11/07/2013
