Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
PHOF76,% of opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2020/2021,3.4,,,,6.5,,,,5.33,,,,4.96,,,,3.4,Up is Good
PHOF76,% of opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2021/2022,4.38,,,,3.86,,,,4.03,,,,3.59,,,,4.38,Up is Good
PHOF76,% of opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2022/2023,5.42,,,,3.82,,,,5.53,,,,5.35,,,,5.42,Up is Good
PHOF76,% of opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2023/2024,,,,,5.45,,,,4.23,,,,5.37,,,,,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2013/2014,34.6,,,,30.9,,,,31.1,,,,30.5,,,,34.6,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2014/2015,40.1,,,,36.5,,,,35.6,,,,38.8,,,,40.1,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2015/2016,31.1,,,,38,,,,34.8,,,,33.3,,,,31.1,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2016/2017,38.08,,,,32.51,,,,37.93,,,,37.89,,,,38.08,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2017/2018,32.11,,,,36.93,,,,33.91,,,,29.96,,,,32.11,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2018/2019,29.2,,,,30.33,,,,26.61,,,,31.5,,,,29.2,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2019/2020,27.71,,,,28.71,,,,32.49,,,,31.84,,,,27.71,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2020/2021,29.3,,,,29.3,,,,27.67,,,,28.97,,,,29.3,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2021/2022,26.5,,,,27.61,,,,29.7,,,,28.73,,,,26.5,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2022/2023,20,,,,24.78,,,,21.4,,,,19.92,,,,20,Up is Good
PHOF77,% of non-opiate users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2023/2024,,,,,21.99,,,,22.22,,,,23.3,,,,,Up is Good
PHOF79,HIV late diagnosis,Annual,Financial Year,2011/2012,43.5,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2012/2013,38.5,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2013/2014,44,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2014/2015,47.1,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2015/2016,56.3,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2016/2017,46.7,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2017/2018,50,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2018/2019,53.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2019/2020,66.7,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2020/2021,81.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF79,HIV late diagnosis,Annual,Financial Year,2021/2022,85.7,,,,,,,,,,,,,,,,,Up is Bad
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2013/2014,20.9,,,,3.3,,,,6.3,,,,5.4,,,,5.9,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2014/2015,19.6,,,,4.1,,,,4.1,,,,5.1,,,,6.3,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2015/2016,28.1,,,,5.9,,,,8.6,,,,6.4,,,,7.3,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2016/2017,0.8,,,,0.2,,,,0.3,,,,0.1,,,,0.2,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2017/2018,0.4,,,,0.2,,,,0.1,,,,0.1,,,,0.1,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2018/2019,25.3,,,,9.2,,,,3.6,,,,6.3,,,,6.2,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2019/2020,17.5,,,,3.7,,,,2.7,,,,4.7,,,,6.4,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2020/2021,0,,,,0,,,,0,,,,0,,,,0,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2021/2022,1.9,,,,0,,,,0,,,,0.6,,,,1.3,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2022/2023,5.3,,,,0.7,,,,1.2,,,,1.4,,,,2,Up is Good
PHOF91,% of eligible population aged 40-74 offered an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2023/2024,4.4,,,,1.8,,,,1,,,,0.8,,,,0.8,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2013/2014,41.5,,,,46.9,,,,45.1,,,,40.2,,,,35.8,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2014/2015,37.3,,,,42.7,,,,41.1,,,,38.4,,,,30.4,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2015/2016,34.9,,,,39.1,,,,34.7,,,,30.5,,,,35.4,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2016/2017,21.4,,,,5.9,,,,0,,,,100,,,,41.9,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2017/2018,100,,,,100,,,,100,,,,100,,,,100,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2018/2019,9.2,,,,1.6,,,,15.7,,,,11.7,,,,14.1,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2019/2020,13.9,,,,19.3,,,,21,,,,14.8,,,,7.1,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2020/2021,0,,,,0,,,,0,,,,0,,,,0,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2021/2022,100,,,,0,,,,0,,,,100,,,,100,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2022/2023,79.8,,,,79,,,,64.2,,,,85.9,,,,85,Up is Good
PHOF92,% of eligible population aged 40-74 offered an NHS Health Check who received an NHS Health Check (quarterly from April 2013),Quarterly,Financial Year,2023/2024,81.4,,,,81,,,,70,,,,80,,,,97,Up is Good
PHYS05,% of Adults (aged 16+) who have taken part in sport and physical activity at least twice in the last 28 days,Annual,Financial Year,2016/2017,84.8,,,,,,,,82.7,,,,,,,,84.8,Up is Good
PHYS05,% of Adults (aged 16+) who have taken part in sport and physical activity at least twice in the last 28 days,Annual,Financial Year,2017/2018,84.01,,,,,,,,85.2,,,,,,,,,Up is Good
PHYS05,% of Adults (aged 16+) who have taken part in sport and physical activity at least twice in the last 28 days,Annual,Financial Year,2018/2019,87.7,,,,,,,,84,,,,,,,,87.7,Up is Good
PHYS05,% of Adults (aged 16+) who have taken part in sport and physical activity at least twice in the last 28 days,Annual,Financial Year,2019/2020,,,,,,,,,84.1,,,,,,,,,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2016/2017,71.01,,,,,,,,67.15,,,,,,,,71.01,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2017/2018,70.2,,,,,,,,70.23,,,,,,,,,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2018/2019,74.9,,,,,,,,73.1,,,,,,,,,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2019/2020,67.1,,,,,,,,72.77,,,,,,,,,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2020/2021,63,,,,,,,,66.7,,,,,,,,63,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2021/2022,66.5,,,,,,,,66.5,,,,,,,,66.5,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2022/2023,70.4,,,,,,,,70.4,,,,,,,,,Up is Good
PHYS06,"% of adults (aged 16+) that are physically active (150+ moderate intensity equivalent minutes per week, excl. gardening)",Annual,Financial Year,2023/2024,69.8,,,,,,,,69.8,,,,,,,,,Up is Good
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2013/2014,2623,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2014/2015,2680,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2015/2016,2717,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2016/2017,2788,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2017/2018,2788,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2018/2019,2779,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2019/2020,2834,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2020/2021,2927,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2021/2022,2954,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2022/2023,3004,,,,,,,,,,,,,,,,,Up is Bad
POPPI01,Total population aged 65 and over predicted to have dementia,Annual,Financial Year,2023/2024,3092,,,,,,,,,,,,,,,,,Up is Bad
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2011/2012,96,,,,,,,,,,,,,,,,,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2012/2013,95,,,,,,,,,,,,,,,,,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2013/2014,93,,,,,,,,,,,,,,,,,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2014/2015,93,,,,,,,,,,,,,,,,,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2015/2016,94,,,,94,,,,94,,,,94,,,,94,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2016/2017,94.25,,,,94,,,,94,,,,94,,,,95,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2017/2018,93.8,,,,92.7,,,,91.2,,,,94.9,,,,94.2,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2018/2019,93,,,,96,,,,94,,,,94,,,,89,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2019/2020,95,,,,98,,,,96,,,,95,,,,95,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2020/2021,89.2,,,,NC,,,,93,,,,97.7,,,,89.2,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2021/2022,86,,,,92,,,,85,,,,86,,,,86,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2022/2023,89.5,,,,93,,,,91,,,,90.1,,,,78.5,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2023/2024,93,,,,92,,,,92,,,,94,,,,93,Up is Good
PP06,% of food premises that are classified as broadly compliant - (YTD),Quarterly,Financial Year,2024/2025,,,,,90,,,,,,,,,,,,,Up is Good
PP07,% of businesses that were compliant with legislation concerning the illegal use and sale of alcohol and tobacco,Annual,Financial Year,2011/2012,91,,,,,,,,,,,,,,,,,Up is Good
PP07,% of businesses that were compliant with legislation concerning the illegal use and sale of alcohol and tobacco,Annual,Financial Year,2012/2013,98,,,,,,,,,,,,,,,,,Up is Good
PP07,% of businesses that were compliant with legislation concerning the illegal use and sale of alcohol and tobacco,Annual,Financial Year,2013/2014,75,,,,,,,,,,,,,,,,,Up is Good
PP07,% of businesses that were compliant with legislation concerning the illegal use and sale of alcohol and tobacco,Annual,Financial Year,2014/2015,100,,,,,,,,,,,,,,,,,Up is Good
PP07,% of businesses that were compliant with legislation concerning the illegal use and sale of alcohol and tobacco,Annual,Financial Year,2015/2016,63.2,,,,,,,,,,,,,,,,,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2011/2012,98,,,,,,,,,,,,,,,,,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2012/2013,99,,,,,,,,,,,,,,,,,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2013/2014,99,98,99,99,99,99,99,98,99,99,98,99,99,97,98,97,98,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2014/2015,98,97,97,99,98,98,99,98,98,99,98,97,98,98,99,100,99,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2015/2016,98,,,,98,,,,99,,,,99,,,,98,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2016/2017,98,97,94,97,96,99,98,96,98,98,99,99,98,98,98,99,98,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2017/2018,98,100,99,98,99,99,99,97,98,99,98,98,98,98,94,96,96,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2018/2019,98,93,97,97,96,98,98,99,97,99,98,100,99,99,100,97,99,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2019/2020,99,100,99,100,100,100,98,100,99,100,99,98,99,98,98,99,98,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2020/2021,60,100,100,12,71,17,40,46,34,75,87,92,85,83,89,86,86,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2021/2022,87,84,82,82,83,87,85,86,86,83,93,90,87,91,94,90,92,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2022/2023,93,85,91,94,90,89,90,95,91,97,98,99,98,93,95,96,95,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2023/2024,98,98,96,97,97,98,96,98,97,99,99,99,99,96,98,100,98,Up is Good
PP08,% of births registered within 42 days,Monthly,Financial Year,2024/2025,,94,95,95,95,,,,,,,,,,,,,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2011/2012,100,,,,,,,,,,,,,,,,,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2012/2013,99,,,,,,,,,,,,,,,,,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2013/2014,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2014/2015,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2015/2016,100,,,,100,,,,100,,,,100,,,,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2016/2017,100,100,100,NA,100,100,NA,100,100,NA,NA,NA,NA,100,NA,NA,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2017/2018,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2018/2019,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2019/2020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2020/2021,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2021/2022,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2022/2023,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2023/2024,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Up is Good
PP09,% of still births registered within 42 days,Monthly,Financial Year,2024/2025,,100,100,100,100,,,,,,,,,,,,,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2011/2012,100,,,,,,,,,,,,,,,,,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2012/2013,97,,,,,,,,,,,,,,,,,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2013/2014,93,92,92,98,95,97,95,92,95,96,96,88,95,83,94,97,93,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2014/2015,93,89,93,96,93,96,94,95,94,96,96,85,92,92,93,93,93,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2015/2016,90,,,,91,,,,92,,,,93,,,,83,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2016/2017,85,67,82,80,76,99,89,91,93,91,85,79,85,66,90,92,83,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2017/2018,83,84,94,87,88,94,91,95,93,92,85,78,85,67,82,72,74,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2018/2019,86,73,80,72,75,81,87,79,82,88,97,90,92,90,96,94,93,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2019/2020,89,87,87,94,89,92,89,91,91,89,90,85,88,90,90,91,90,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2020/2021,82,76,77,88,80,89,91,83,88,85,83,74,81,87,83,83,86,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2021/2022,72,78,84,79,80,79,73,55,69,62,71,74,69,69,85,69,74,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2022/2023,47,35,59,45,46,42,51,40,44,44,68,47,53,26,57,53,45,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2023/2024,47,54,59,57,57,62,61,62,62,52,42,44,46,24,30,37,30,Up is Good
PP10,% of deaths registered within 5 days,Monthly,Financial Year,2024/2025,,38,29,39,35,,,,,,,,,,,,,Up is Good
PVP01,People supported through personal budgets or direct payments receiving community-based services (%) (ADASS Survey definition),Monthly,Financial Year,2013/2014,84.13,,,,,,,,,,,,,,,,,Up is Good
PVP01,People supported through personal budgets or direct payments receiving community-based services (%) (ADASS Survey definition),Monthly,Financial Year,2014/2015,91.29,,87.53,87.92,87.92,,91.14,,91.14,88.09,89.33,88.57,88.57,89.21,90.25,91.29,91.29,Up is Good
PVP01,People supported through personal budgets or direct payments receiving community-based services (%) (ADASS Survey definition),Monthly,Financial Year,2015/2016,93.88,92.2,92.5,92.81,92.5,93.12,93.32,93.56,93.33,94.28,94.2,94.49,94.32,95.07,95.31,95.66,95.35,Up is Good
PVP01,People supported through personal budgets or direct payments receiving community-based services (%) (ADASS Survey definition),Monthly,Financial Year,2016/2017,NC,91.33,88.86,91.89,90.69,88.33,89.72,86.99,88.35,89.68,NC,NC,NC,NC,NC,NC,NC,Up is Good
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2014/2015,241,31,20,19,70,22,16,20,58,21,20,19,60,30,16,7,53,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2015/2016,260,28,18,28,74,19,21,30,70,13,16,25,54,23,19,20,62,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2016/2017,248,34,21,15,70,23,18,27,68,13,18,22,53,20,22,15,57,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2017/2018,246,17,19,25,61,20,27,23,70,17,20,37,74,15,18,8,41,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2018/2019,252,35,35,20,90,24,19,17,60,25,19,19,63,21,8,10,39,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2019/2020,201,22,27,19,68,30,21,11,62,12,15,13,40,12,13,6,31,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2020/2021,172,11,5,11,27,13,15,17,45,11,15,27,53,17,14,16,47,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2021/2022,217,18,19,20,57,24,20,13,57,12,23,17,52,12,18,21,51,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2022/2023,216,24,25,17,66,22,23,17,62,14,16,14,44,10,11,23,44,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2023/2024,205,23,14,21,58,16,21,18,55,7,21,13,41,16,14,21,51,Up is Bad
PVP02,Number of permanent admissions to residential & nursing care homes for older people (65+),Monthly,Financial Year,2024/2025,,12,15,17,44,,,,,,,,,,,,,Up is Bad
PVP04,Total number of Acute delayed discharges (YDH only),Monthly,Financial Year,2014/2015,120,4,8,13,25,1,12,14,27,11,19,12,42,10,5,11,26,Up is Bad
PVP04,Total number of Acute delayed discharges (YDH only),Monthly,Financial Year,2015/2016,189,6,15,16,37,15,17,21,53,6,20,18,44,25,12,18,55,Up is Bad
PVP04,Total number of Acute delayed discharges (YDH only),Monthly,Financial Year,2016/2017,124,16,15,7,38,5,8,10,23,10,13,7,30,11,8,14,33,Up is Bad
PVP04,Total number of Acute delayed discharges (YDH only),Monthly,Financial Year,2017/2018,NA,6,7,9,22,3,16,7,26,NA,NA,NA,NA,NA,NA,NA,NA,Up is Bad
PVP05,Total number of reimbursable CYC delays (attributable to CYC) (YDH Only),Monthly,Financial Year,2014/2015,115,6,4,12,22,13,11,11,35,15,16,13,44,8,2,4,14,Up is Bad
PVP05,Total number of reimbursable CYC delays (attributable to CYC) (YDH Only),Monthly,Financial Year,2015/2016,137,3,9,11,23,12,9,14,35,11,13,10,34,24,8,13,45,Up is Bad
PVP05,Total number of reimbursable CYC delays (attributable to CYC) (YDH Only),Monthly,Financial Year,2016/2017,89,15,12,11,38,6,3,8,17,5,7,7,19,4,3,8,15,Up is Bad
PVP05,Total number of reimbursable CYC delays (attributable to CYC) (YDH Only),Monthly,Financial Year,2017/2018,NA,6,2,8,16,1,15,6,22,NA,NA,NA,NA,NA,NA,NA,NA,Up is Bad
PVP06,Reablement - assessments to be completed within 6 weeks of referral,Monthly,Financial Year,2014/2015,26.84,54.55,39.29,20,37.95,,63.64,53.33,58.49,29.41,26.67,46.15,34.08,16.67,10,53.85,26.84,Up is Good
PVP06,Reablement - assessments to be completed within 6 weeks of referral,Monthly,Financial Year,2015/2016,21.63,27.27,30.77,33.33,30.46,18.18,33.33,25,25.5,25,5.88,12.5,14.46,15,33.33,0,16.11,Up is Good
PVP06,Reablement - assessments to be completed within 6 weeks of referral,Monthly,Financial Year,2016/2017,NC,16.67,0,12.5,9.72,0,37.5,10,16,33.33,NC,NC,NC,NC,NC,NC,NC,Up is Good
PVP07,OT/OTA assessments - to be completed within 28 days,Monthly,Financial Year,2014/2015,95.87,98.28,97.62,97.44,97.78,,97.64,99.76,98.7,98.53,98.46,96.67,97.89,93.75,96.48,97.37,95.87,Up is Good
PVP07,OT/OTA assessments - to be completed within 28 days,Monthly,Financial Year,2015/2016,96.97,97.12,98.11,95.8,97.01,97.9,95.9,97.12,96.97,97.64,96.92,96.1,96.89,97.48,97.22,96.32,97.01,Up is Good
PVP07,OT/OTA assessments - to be completed within 28 days,Monthly,Financial Year,2016/2017,NC,97.84,97.06,90.57,95.15,95.62,91.72,94.78,94.04,92.86,NC,NC,NC,NC,NC,NC,NC,Up is Good
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2012/2013,1784,,,,,,,,,,,,,,,,,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2013/2014,1753,,,,,,,,,,,,,,,,,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2014/2015,1487,,1810,1830,1830,,1806,,1806,1335,1448,1501,1501,1508,1027,1487,1487,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2015/2016,1762,1764,1783,1776,1774,1756,1753,1765,1758,1736,1741,1754,1744,1751,1797,1769,1772,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2016/2017,1882,1945,1879,1884,1902,1900,1924,1899,1907,1881,1896,1867,1881,1850,1840,1823,1837,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2017/2018,1881,1737,1713,1717,1856,1712,1698,1719,1856,1688,1667,1629,1860,1639,1626,1577,1881,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2018/2019,1665,1887,1884,1882,1884,1881,1869,1854,1868,1840,1737,1698,1758,1699,1661,1635,1665,Neutral
