Premise Type,Dairy,Non Dairy,Totals,Dairy holdings,,Herd ,Number of cattle ,Number of holdings
Agricultural Holding,332,99,431,77.03%,,,,
Agricultural Holding,427,4,431,99.07%,,,,
Agricultural Holding,383,48,431,88.86%,,,,
Agricultural Holding,286,145,431,66.36%,,,,
Agricultural Holding,407,25,432,94.21%,,,,
Agricultural Holding,347,85,432,80.32%,,,,
Agricultural Holding,323,109,432,74.77%,,,,
Agricultural Holding,347,85,432,80.32%,,,,
Agricultural Holding,430,2,432,99.54%,,,,
Agricultural Holding,407,25,432,94.21%,,,,
Agricultural Holding,383,49,432,88.66%,,,,
Agricultural Holding,349,84,433,80.60%,,,,
Agricultural Holding,428,5,433,98.85%,,,,
Agricultural Holding,433,0,433,100.00%,,,,
Agricultural Holding,407,26,433,94.00%,,,,
Agricultural Holding,373,60,433,86.14%,,,,
Agricultural Holding,416,17,433,96.07%,,,,
Agricultural Holding,429,4,433,99.08%,,,,
Agricultural Holding,429,4,433,99.08%,,,,
Agricultural Holding,379,54,433,87.53%,,,,
Agricultural Holding,374,59,433,86.37%,,,,
Agricultural Holding,374,59,433,86.37%,,,,
Agricultural Holding,428,5,433,98.85%,,,,
Agricultural Holding,431,2,433,99.54%,,,,
Agricultural Holding,427,6,433,98.61%,,,,
Agricultural Holding,337,96,433,77.83%,,,,
Agricultural Holding,410,23,433,94.69%,,,,
Agricultural Holding,306,128,434,70.51%,,,,
Agricultural Holding,274,160,434,63.13%,,,,
Agricultural Holding,350,84,434,80.65%,,,,
Agricultural Holding,422,12,434,97.24%,,,,
Agricultural Holding,342,92,434,78.80%,,,,
Agricultural Holding,414,20,434,95.39%,,,,
Agricultural Holding,427,7,434,98.39%,,,,
Agricultural Holding,434,0,434,100.00%,,,,
Agricultural Holding,417,17,434,96.08%,,,,
Agricultural Holding,434,0,434,100.00%,,,,
Agricultural Holding,317,117,434,73.04%,,,,
Agricultural Holding,417,18,435,95.86%,,,,
Agricultural Holding,430,5,435,98.85%,,,,
Agricultural Holding,411,24,435,94.48%,,,,
Agricultural Holding,350,85,435,80.46%,,,,
Agricultural Holding,328,107,435,75.40%,,,,
Agricultural Holding,385,50,435,88.51%,,,,
Agricultural Holding,297,138,435,68.28%,,,,
Agricultural Holding,413,22,435,94.94%,,,,
Agricultural Holding,435,0,435,100.00%,,,,
Agricultural Holding,368,67,435,84.60%,,,,
Agricultural Holding,311,124,435,71.49%,,,,
Agricultural Holding,409,26,435,94.02%,,,,
Agricultural Holding,325,110,435,74.71%,,,,
Agricultural Holding,381,54,435,87.59%,,,,
Agricultural Holding,426,9,435,97.93%,,,,
Agricultural Holding,416,19,435,95.63%,,,,
Agricultural Holding,354,81,435,81.38%,,,,
Agricultural Holding,416,19,435,95.63%,,,,
Agricultural Holding,320,116,436,73.39%,,,,
Agricultural Holding,367,69,436,84.17%,,,,
Agricultural Holding,245,191,436,56.19%,,,,
Agricultural Holding,356,80,436,81.65%,,,,
Landless Keeper,408,28,436,93.58%,,,,
Agricultural Holding,428,8,436,98.17%,,,,
Agricultural Holding,324,113,437,74.14%,,,,
Agricultural Holding,422,15,437,96.57%,,,,
Agricultural Holding,358,79,437,81.92%,,,,
Agricultural Holding,419,18,437,95.88%,,,,
Agricultural Holding,437,0,437,100.00%,,,,
Agricultural Holding,390,47,437,89.24%,,,,
Agricultural Holding,387,50,437,88.56%,,,,
Agricultural Holding,370,67,437,84.67%,,,,
Agricultural Holding,347,90,437,79.41%,,,,
Agricultural Holding,284,153,437,64.99%,,,,
Agricultural Holding,436,1,437,99.77%,,,,
Agricultural Holding,416,21,437,95.19%,,,,
Agricultural Holding,339,98,437,77.57%,,,,
Agricultural Holding,386,51,437,88.33%,,,,
Agricultural Holding,331,107,438,75.57%,,,,
Agricultural Holding,426,12,438,97.26%,,,,
Agricultural Holding,424,14,438,96.80%,,,,
Agricultural Holding,418,20,438,95.43%,,,,
Agricultural Holding,431,7,438,98.40%,,,,
Agricultural Holding,353,85,438,80.59%,,,,
Agricultural Holding,437,1,438,99.77%,,,,
Agricultural Holding,438,0,438,100.00%,,,,
Agricultural Holding,420,18,438,95.89%,,,,
Agricultural Holding,286,152,438,65.30%,,,,
Agricultural Holding,423,15,438,96.58%,,,,
Agricultural Holding,321,117,438,73.29%,,,,
Agricultural Holding,310,128,438,70.78%,,,,
Agricultural Holding,420,18,438,95.89%,,,,
Agricultural Holding,429,10,439,97.72%,,,,
Agricultural Holding,429,10,439,97.72%,,,,
Agricultural Holding,408,31,439,92.94%,,,,
Agricultural Holding,266,173,439,60.59%,,,,
Agricultural Holding,439,1,440,99.77%,,,,
Agricultural Holding,358,82,440,81.36%,,,,
Agricultural Holding,380,60,440,86.36%,,,,
Agricultural Holding,426,14,440,96.82%,,,,
Agricultural Holding,437,3,440,99.32%,,,,
Agricultural Holding,440,0,440,100.00%,,,,
Agricultural Holding,382,58,440,86.82%,,,,
Agricultural Holding,438,2,440,99.55%,,,,
Agricultural Holding,320,120,440,72.73%,,,,
Agricultural Holding,374,66,440,85.00%,,,,
Agricultural Holding,412,28,440,93.64%,,,,
Agricultural Holding,430,10,440,97.73%,,,,
Agricultural Holding,369,72,441,83.67%,,,,
Agricultural Holding,320,121,441,72.56%,,,,
Agricultural Holding,437,4,441,99.09%,,,,
Agricultural Holding,434,7,441,98.41%,,,,
Agricultural Holding,410,31,441,92.97%,,,,
Agricultural Holding,428,13,441,97.05%,,,,
Agricultural Holding,260,181,441,58.96%,,,,
Agricultural Holding,382,59,441,86.62%,,,,
Agricultural Holding,299,142,441,67.80%,,,,
Agricultural Holding,350,91,441,79.37%,,,,
Agricultural Holding,240,201,441,54.42%,,,,
Agricultural Holding,370,72,442,83.71%,,,,
Agricultural Holding,398,44,442,90.05%,,,,
Agricultural Holding,411,31,442,92.99%,,,,
Agricultural Holding,440,2,442,99.55%,,,,
Agricultural Holding,335,107,442,75.79%,,,,
Agricultural Holding,434,8,442,98.19%,,,,
Agricultural Holding,359,83,442,81.22%,,,,
Agricultural Holding,438,4,442,99.10%,,,,
Agricultural Holding,387,55,442,87.56%,,,,
Agricultural Holding,323,120,443,72.91%,,,,
Agricultural Holding,396,47,443,89.39%,,,,
Agricultural Holding,419,24,443,94.58%,,,,
Agricultural Holding,317,126,443,71.56%,,,,
Agricultural Holding,231,212,443,52.14%,,,,
Agricultural Holding,286,157,443,64.56%,,,,
Agricultural Holding,238,205,443,53.72%,,,,
Agricultural Holding,434,9,443,97.97%,,,,
Agricultural Holding,368,75,443,83.07%,,,,
Agricultural Holding,441,2,443,99.55%,,,,
Agricultural Holding,434,9,443,97.97%,,,,
Agricultural Holding,434,10,444,97.75%,,,,
Agricultural Holding,288,156,444,64.86%,,,,
Agricultural Holding,444,0,444,100.00%,,,,
Agricultural Holding,427,17,444,96.17%,,,,
Agricultural Holding,432,12,444,97.30%,,,,
Agricultural Holding,396,48,444,89.19%,,,,
Agricultural Holding,431,13,444,97.07%,,,,
Agricultural Holding,353,91,444,79.50%,,,,
Agricultural Holding,437,7,444,98.42%,,,,
Agricultural Holding,381,63,444,85.81%,,,,
Agricultural Holding,422,23,445,94.83%,,,,
Agricultural Holding,289,156,445,64.94%,,,,
Agricultural Holding,310,135,445,69.66%,,,,
Agricultural Holding,256,189,445,57.53%,,,,
Agricultural Holding,343,102,445,77.08%,,,,
Agricultural Holding,384,61,445,86.29%,,,,
Agricultural Holding,422,23,445,94.83%,,,,
Agricultural Holding,421,24,445,94.61%,,,,
Agricultural Holding,305,140,445,68.54%,,,,
Agricultural Holding,444,1,445,99.78%,,,,
Agricultural Holding,438,7,445,98.43%,,,,
Agricultural Holding,368,77,445,82.70%,,,,
Agricultural Holding,441,4,445,99.10%,,,,
Agricultural Holding,435,10,445,97.75%,,,,
Agricultural Holding,316,129,445,71.01%,,,,
Agricultural Holding,258,187,445,57.98%,,,,
Agricultural Holding,231,215,446,51.79%,,,,
Agricultural Holding,438,8,446,98.21%,,,,
Agricultural Holding,385,61,446,86.32%,,,,
Agricultural Holding,444,2,446,99.55%,,,,
Agricultural Holding,320,126,446,71.75%,,,,
Agricultural Holding,432,14,446,96.86%,,,,
Agricultural Holding,438,8,446,98.21%,,,,
Agricultural Holding,440,6,446,98.65%,,,,
Agricultural Holding,440,6,446,98.65%,,,,
Agricultural Holding,431,15,446,96.64%,,,,
Agricultural Holding,415,32,447,92.84%,,,,
Agricultural Holding,278,169,447,62.19%,,,,
Agricultural Holding,345,102,447,77.18%,,,,
Agricultural Holding,417,30,447,93.29%,,,,
Agricultural Holding,407,40,447,91.05%,,,,
Agricultural Holding,372,75,447,83.22%,,,,
Agricultural Holding,380,67,447,85.01%,,,,
Agricultural Holding,401,46,447,89.71%,,,,
Agricultural Holding,336,111,447,75.17%,,,,
Agricultural Holding,305,142,447,68.23%,,,,
Agricultural Holding,281,167,448,62.72%,,,,
Agricultural Holding,289,159,448,64.51%,,,,
Agricultural Holding,442,6,448,98.66%,,,,
Agricultural Holding,437,11,448,97.54%,,,,
Agricultural Holding,420,28,448,93.75%,,,,
Agricultural Holding,441,7,448,98.44%,,,,
Agricultural Holding,405,43,448,90.40%,,,,
Agricultural Holding,443,5,448,98.88%,,,,
Agricultural Holding,327,122,449,72.83%,,,,
Agricultural Holding,429,20,449,95.55%,,,,
Agricultural Holding,441,8,449,98.22%,,,,
Agricultural Holding,289,160,449,64.37%,,,,
Agricultural Holding,328,121,449,73.05%,,,,
Agricultural Holding,396,54,450,88.00%,,,,
Agricultural Holding,444,6,450,98.67%,,,,
Agricultural Holding,445,5,450,98.89%,,,,
Agricultural Holding,417,33,450,92.67%,,,,
Agricultural Holding,362,88,450,80.44%,,,,
Agricultural Holding,418,32,450,92.89%,,,,
Agricultural Holding,373,77,450,82.89%,,,,
Agricultural Holding,409,41,450,90.89%,,,,
Agricultural Holding,255,195,450,56.67%,,,,
Agricultural Holding,371,79,450,82.44%,,,,
Agricultural Holding,438,13,451,97.12%,,,,
Agricultural Holding,409,42,451,90.69%,,,,
Agricultural Holding,399,52,451,88.47%,,,,
Agricultural Holding,405,46,451,89.80%,,,,
Agricultural Holding,392,59,451,86.92%,,,,
Agricultural Holding,444,7,451,98.45%,,,,
Agricultural Holding,353,98,451,78.27%,,,,
Agricultural Holding,371,80,451,82.26%,,,,
Agricultural Holding,382,70,452,84.51%,,,,
Agricultural Holding,452,0,452,100.00%,,,,
Agricultural Holding,386,66,452,85.40%,,,,
Agricultural Holding,434,19,453,95.81%,,,,
Agricultural Holding,269,184,453,59.38%,,,,
Agricultural Holding,362,91,453,79.91%,,,,
Agricultural Holding,268,185,453,59.16%,,,,
Agricultural Holding,445,8,453,98.23%,,,,
Agricultural Holding,452,1,453,99.78%,,,,
Agricultural Holding,420,34,454,92.51%,,,,
Agricultural Holding,416,38,454,91.63%,,,,
Agricultural Holding,431,23,454,94.93%,,,,
Agricultural Holding,409,45,454,90.09%,,,,
Agricultural Holding,443,11,454,97.58%,,,,
Agricultural Holding,403,51,454,88.77%,,,,
Agricultural Holding,408,47,455,89.67%,,,,
Agricultural Holding,400,55,455,87.91%,,,,
Agricultural Holding,451,4,455,99.12%,,,,
Agricultural Holding,402,53,455,88.35%,,,,
Agricultural Holding,423,32,455,92.97%,,,,
Agricultural Holding,441,14,455,96.92%,,,,
Agricultural Holding,455,0,455,100.00%,,,,
Agricultural Holding,379,76,455,83.30%,,,,
Agricultural Holding,455,0,455,100.00%,,,,
Agricultural Holding,308,147,455,67.69%,,,,
Agricultural Holding,338,117,455,74.29%,,,,
Agricultural Holding,378,78,456,82.89%,,,,
Agricultural Holding,418,38,456,91.67%,,,,
Agricultural Holding,455,1,456,99.78%,,,,
Agricultural Holding,362,94,456,79.39%,,,,
Agricultural Holding,456,0,456,100.00%,,,,
Agricultural Holding,387,69,456,84.87%,,,,
Agricultural Holding,382,74,456,83.77%,,,,
Agricultural Holding,376,80,456,82.46%,,,,
Agricultural Holding,446,10,456,97.81%,,,,
Agricultural Holding,343,113,456,75.22%,,,,
Agricultural Holding,257,200,457,56.24%,,,,
Agricultural Holding,336,121,457,73.52%,,,,
Agricultural Holding,371,86,457,81.18%,,,,
Agricultural Holding,306,151,457,66.96%,,,,
Agricultural Holding,455,2,457,99.56%,,,,
Agricultural Holding,417,40,457,91.25%,,,,
Agricultural Holding,382,75,457,83.59%,,,,
Agricultural Holding,456,1,457,99.78%,,,,
Agricultural Holding,450,7,457,98.47%,,,,
Agricultural Holding,456,1,457,99.78%,,,,
Agricultural Holding,414,43,457,90.59%,,,,
Agricultural Holding,411,46,457,89.93%,,,,
Agricultural Holding,404,54,458,88.21%,,,,
Agricultural Holding,357,101,458,77.95%,,,,
Agricultural Holding,319,139,458,69.65%,,,,
Agricultural Holding,265,193,458,57.86%,,,,
Agricultural Holding,253,205,458,55.24%,,,,
Agricultural Holding,448,10,458,97.82%,,,,
Agricultural Holding,399,59,458,87.12%,,,,
Agricultural Holding,370,89,459,80.61%,,,,
Agricultural Holding,404,55,459,88.02%,,,,
Agricultural Holding,392,67,459,85.40%,,,,
Agricultural Holding,408,51,459,88.89%,,,,
Agricultural Holding,279,180,459,60.78%,,,,
Agricultural Holding,293,166,459,63.83%,,,,
Agricultural Holding,411,49,460,89.35%,,,,
Agricultural Holding,423,37,460,91.96%,,,,
Agricultural Holding,432,28,460,93.91%,,,,
Agricultural Holding,452,8,460,98.26%,,,,
Agricultural Holding,312,148,460,67.83%,,,,
Agricultural Holding,370,91,461,80.26%,,,,
Agricultural Holding,451,10,461,97.83%,,,,
Agricultural Holding,435,26,461,94.36%,,,,
Agricultural Holding,436,25,461,94.58%,,,,
Agricultural Holding,449,12,461,97.40%,,,,
Agricultural Holding,423,38,461,91.76%,,,,
Agricultural Holding,370,92,462,80.09%,,,,
Agricultural Holding,439,23,462,95.02%,,,,
Agricultural Holding,241,221,462,52.16%,,,,
Agricultural Holding,439,23,462,95.02%,,,,
Agricultural Holding,460,2,462,99.57%,,,,
Agricultural Holding,303,159,462,65.58%,,,,
Agricultural Holding,350,112,462,75.76%,,,,
Agricultural Holding,381,81,462,82.47%,,,,
Agricultural Holding,453,9,462,98.05%,,,,
Agricultural Holding,458,4,462,99.13%,,,,
Agricultural Holding,421,41,462,91.13%,,,,
Agricultural Holding,408,54,462,88.31%,,,,
Agricultural Holding,355,108,463,76.67%,,,,
Agricultural Holding,458,5,463,98.92%,,,,
Agricultural Holding,356,107,463,76.89%,,,,
Agricultural Holding,406,57,463,87.69%,,,,
Agricultural Holding,462,1,463,99.78%,,,,
Agricultural Holding,349,114,463,75.38%,,,,
Agricultural Holding,363,100,463,78.40%,,,,
Agricultural Holding,307,156,463,66.31%,,,,
Agricultural Holding,309,154,463,66.74%,,,,
Agricultural Holding,463,0,463,100.00%,,,,
Agricultural Holding,239,224,463,51.62%,,,,
Agricultural Holding,321,142,463,69.33%,,,,
Agricultural Holding,280,184,464,60.34%,,,,
Agricultural Holding,457,7,464,98.49%,,,,
Agricultural Holding,357,107,464,76.94%,,,,
Agricultural Holding,339,125,464,73.06%,,,,
Agricultural Holding,463,1,464,99.78%,,,,
Agricultural Holding,414,50,464,89.22%,,,,
Agricultural Holding,416,48,464,89.66%,,,,
Agricultural Holding,359,105,464,77.37%,,,,
Agricultural Holding,431,33,464,92.89%,,,,
Agricultural Holding,234,231,465,50.32%,,,,
Agricultural Holding,454,11,465,97.63%,,,,
Agricultural Holding,387,78,465,83.23%,,,,
Agricultural Holding,465,0,465,100.00%,,,,
Agricultural Holding,302,163,465,64.95%,,,,
Agricultural Holding,259,206,465,55.70%,,,,
Agricultural Holding,445,20,465,95.70%,,,,
Agricultural Holding,457,8,465,98.28%,,,,
Agricultural Holding,460,5,465,98.92%,,,,
Agricultural Holding,404,61,465,86.88%,,,,
Agricultural Holding,296,169,465,63.66%,,,,
Agricultural Holding,349,116,465,75.05%,,,,
Agricultural Holding,404,62,466,86.70%,,,,
Agricultural Holding,454,12,466,97.42%,,,,
Agricultural Holding,345,121,466,74.03%,,,,
Agricultural Holding,459,7,466,98.50%,,,,
Agricultural Holding,406,60,466,87.12%,,,,
Agricultural Holding,417,49,466,89.48%,,,,
Agricultural Holding,427,39,466,91.63%,,,,
Agricultural Holding,282,184,466,60.52%,,,,
Agricultural Holding,361,106,467,77.30%,,,,
Agricultural Holding,429,38,467,91.86%,,,,
Agricultural Holding,467,0,467,100.00%,,,,
Agricultural Holding,403,64,467,86.30%,,,,
Agricultural Holding,444,23,467,95.07%,,,,
Agricultural Holding,440,27,467,94.22%,,,,
Agricultural Holding,385,82,467,82.44%,,,,
Agricultural Holding,430,37,467,92.08%,,,,
Agricultural Holding,298,169,467,63.81%,,,,
Agricultural Holding,328,139,467,70.24%,,,,
Agricultural Holding,313,154,467,67.02%,,,,
Agricultural Holding,428,39,467,91.65%,,,,
Agricultural Holding,428,40,468,91.45%,,,,
Agricultural Holding,330,138,468,70.51%,,,,
Agricultural Holding,390,78,468,83.33%,,,,
Agricultural Holding,311,157,468,66.45%,,,,
Agricultural Holding,424,44,468,90.60%,,,,
Agricultural Holding,259,209,468,55.34%,,,,
Agricultural Holding,433,35,468,92.52%,,,,
Agricultural Holding,447,21,468,95.51%,,,,
Agricultural Holding,454,15,469,96.80%,,,,
Agricultural Holding,366,103,469,78.04%,,,,
Agricultural Holding,416,53,469,88.70%,,,,
Agricultural Holding,459,10,469,97.87%,,,,
Agricultural Holding,419,50,469,89.34%,,,,
Agricultural Holding,452,17,469,96.38%,,,,
Agricultural Holding,411,58,469,87.63%,,,,
Agricultural Holding,363,106,469,77.40%,,,,
Agricultural Holding,339,130,469,72.28%,,,,
Agricultural Holding,468,1,469,99.79%,,,,
Agricultural Holding,390,79,469,83.16%,,,,
Agricultural Holding,364,105,469,77.61%,,,,
Agricultural Holding,365,104,469,77.83%,,,,
Agricultural Holding,450,19,469,95.95%,,,,
Agricultural Holding,299,170,469,63.75%,,,,
Agricultural Holding,399,71,470,84.89%,,,,
Agricultural Holding,420,50,470,89.36%,,,,
Agricultural Holding,468,2,470,99.57%,,,,
Agricultural Holding,362,108,470,77.02%,,,,
Agricultural Holding,416,54,470,88.51%,,,,
Agricultural Holding,450,20,470,95.74%,,,,
Agricultural Holding,368,102,470,78.30%,,,,
Agricultural Holding,466,5,471,98.94%,,,,
Agricultural Holding,456,15,471,96.82%,,,,
Agricultural Holding,259,212,471,54.99%,,,,
Agricultural Holding,253,218,471,53.72%,,,,
Agricultural Holding,472,0,472,100.00%,,,,
Agricultural Holding,349,123,472,73.94%,,,,
Agricultural Holding,278,194,472,58.90%,,,,
Agricultural Holding,249,223,472,52.75%,,,,
Agricultural Holding,469,3,472,99.36%,,,,
Agricultural Holding,463,9,472,98.09%,,,,
Agricultural Holding,451,21,472,95.55%,,,,
Agricultural Holding,464,8,472,98.31%,,,,
Agricultural Holding,466,6,472,98.73%,,,,
Agricultural Holding,407,65,472,86.23%,,,,
Agricultural Holding,451,21,472,95.55%,,,,
Agricultural Holding,354,118,472,75.00%,,,,
Agricultural Holding,373,99,472,79.03%,,,,
Agricultural Holding,418,55,473,88.37%,,,,
Agricultural Holding,319,154,473,67.44%,,,,
Agricultural Holding,395,78,473,83.51%,,,,
Agricultural Holding,446,27,473,94.29%,,,,
Agricultural Holding,462,11,473,97.67%,,,,
Agricultural Holding,462,11,473,97.67%,,,,
Agricultural Holding,464,9,473,98.10%,,,,
Agricultural Holding,386,88,474,81.43%,,,,
Agricultural Holding,373,101,474,78.69%,,,,
Agricultural Holding,457,17,474,96.41%,,,,
Agricultural Holding,474,0,474,100.00%,,,,
Agricultural Holding,471,3,474,99.37%,,,,
Agricultural Holding,450,24,474,94.94%,,,,
Agricultural Holding,464,10,474,97.89%,,,,
Agricultural Holding,294,180,474,62.03%,,,,
Agricultural Holding,393,82,475,82.74%,,,,
Agricultural Holding,467,8,475,98.32%,,,,
Agricultural Holding,404,71,475,85.05%,,,,
Agricultural Holding,450,25,475,94.74%,,,,
Agricultural Holding,240,235,475,50.53%,,,,
Agricultural Holding,449,26,475,94.53%,,,,
Agricultural Holding,455,20,475,95.79%,,,,
Agricultural Holding,394,81,475,82.95%,,,,
Agricultural Holding,475,0,475,100.00%,,,,
Agricultural Holding,462,13,475,97.26%,,,,
Agricultural Holding,343,132,475,72.21%,,,,
Agricultural Holding,474,1,475,99.79%,,,,
Agricultural Holding,360,115,475,75.79%,,,,
Agricultural Holding,419,56,475,88.21%,,,,
Agricultural Holding,355,121,476,74.58%,,,,
Agricultural Holding,253,223,476,53.15%,,,,
Agricultural Holding,469,7,476,98.53%,,,,
Agricultural Holding,353,123,476,74.16%,,,,
Agricultural Holding,419,57,476,88.03%,,,,
Agricultural Holding,356,120,476,74.79%,,,,
Agricultural Holding,413,63,476,86.76%,,,,
Agricultural Holding,476,0,476,100.00%,,,,
Agricultural Holding,459,18,477,96.23%,,,,
Agricultural Holding,343,134,477,71.91%,,,,
Agricultural Holding,473,4,477,99.16%,,,,
Agricultural Holding,439,38,477,92.03%,,,,
Agricultural Holding,425,52,477,89.10%,,,,
Agricultural Holding,444,33,477,93.08%,,,,
Agricultural Holding,340,137,477,71.28%,,,,
Agricultural Holding,465,13,478,97.28%,,,,
Agricultural Holding,356,122,478,74.48%,,,,
Agricultural Holding,451,27,478,94.35%,,,,
Agricultural Holding,414,64,478,86.61%,,,,
Agricultural Holding,457,21,478,95.61%,,,,
Agricultural Holding,415,64,479,86.64%,,,,
Agricultural Holding,436,43,479,91.02%,,,,
Agricultural Holding,476,3,479,99.37%,,,,
Agricultural Holding,479,0,479,100.00%,,,,
Agricultural Holding,448,31,479,93.53%,,,,
Agricultural Holding,339,140,479,70.77%,,,,
Agricultural Holding,475,4,479,99.16%,,,,
Agricultural Holding,371,108,479,77.45%,,,,
Agricultural Holding,422,57,479,88.10%,,,,
Agricultural Holding,401,79,480,83.54%,,,,
Agricultural Holding,479,1,480,99.79%,,,,
Agricultural Holding,464,16,480,96.67%,,,,
Agricultural Holding,381,99,480,79.38%,,,,
Agricultural Holding,458,22,480,95.42%,,,,
Agricultural Holding,467,13,480,97.29%,,,,
Agricultural Holding,431,49,480,89.79%,,,,
Agricultural Holding,472,8,480,98.33%,,,,
Agricultural Holding,379,101,480,78.96%,,,,
Agricultural Holding,473,8,481,98.34%,,,,
Agricultural Holding,427,54,481,88.77%,,,,
Agricultural Holding,402,79,481,83.58%,,,,
Agricultural Holding,473,8,481,98.34%,,,,
Agricultural Holding,363,118,481,75.47%,,,,
Agricultural Holding,480,1,481,99.79%,,,,
Agricultural Holding,467,14,481,97.09%,,,,
Agricultural Holding,338,143,481,70.27%,,,,
Agricultural Holding,453,28,481,94.18%,,,,
Agricultural Holding,440,41,481,91.48%,,,,
Agricultural Holding,463,18,481,96.26%,,,,
Agricultural Holding,354,128,482,73.44%,,,,
Agricultural Holding,386,96,482,80.08%,,,,
Agricultural Holding,427,55,482,88.59%,,,,
Agricultural Holding,453,30,483,93.79%,,,,
Agricultural Holding,478,5,483,98.96%,,,,
Agricultural Holding,459,24,483,95.03%,,,,
Agricultural Holding,474,9,483,98.14%,,,,
Agricultural Holding,445,38,483,92.13%,,,,
Agricultural Holding,439,45,484,90.70%,,,,
Agricultural Holding,415,69,484,85.74%,,,,
Agricultural Holding,428,56,484,88.43%,,,,
Agricultural Holding,456,28,484,94.21%,,,,
Agricultural Holding,461,23,484,95.25%,,,,
Agricultural Holding,426,58,484,88.02%,,,,
Agricultural Holding,328,157,485,67.63%,,,,
Agricultural Holding,443,42,485,91.34%,,,,
Agricultural Holding,483,2,485,99.59%,,,,
Agricultural Holding,484,1,485,99.79%,,,,
Agricultural Holding,308,178,486,63.37%,,,,
Agricultural Holding,445,41,486,91.56%,,,,
Agricultural Holding,394,92,486,81.07%,,,,
Agricultural Holding,332,154,486,68.31%,,,,
Agricultural Holding,448,38,486,92.18%,,,,
Agricultural Holding,485,1,486,99.79%,,,,
Agricultural Holding,452,34,486,93.00%,,,,
Agricultural Holding,415,71,486,85.39%,,,,
Agricultural Holding,284,202,486,58.44%,,,,
Agricultural Holding,376,110,486,77.37%,,,,
Agricultural Holding,409,78,487,83.98%,,,,
Agricultural Holding,469,18,487,96.30%,,,,
Agricultural Holding,402,85,487,82.55%,,,,
Agricultural Holding,466,21,487,95.69%,,,,
Agricultural Holding,441,46,487,90.55%,,,,
Agricultural Holding,486,1,487,99.79%,,,,
Agricultural Holding,442,45,487,90.76%,,,,
Agricultural Holding,353,134,487,72.48%,,,,
Agricultural Holding,432,55,487,88.71%,,,,
Agricultural Holding,456,32,488,93.44%,,,,
Agricultural Holding,487,1,488,99.80%,,,,
Agricultural Holding,477,11,488,97.75%,,,,
Agricultural Holding,381,107,488,78.07%,,,,
Agricultural Holding,440,48,488,90.16%,,,,
Agricultural Holding,421,67,488,86.27%,,,,
Agricultural Holding,481,8,489,98.36%,,,,
Agricultural Holding,485,4,489,99.18%,,,,
Agricultural Holding,410,79,489,83.84%,,,,
Agricultural Holding,472,17,489,96.52%,,,,
Agricultural Holding,345,144,489,70.55%,,,,
Agricultural Holding,410,79,489,83.84%,,,,
Agricultural Holding,278,211,489,56.85%,,,,
Agricultural Holding,406,83,489,83.03%,,,,
Agricultural Holding,483,7,490,98.57%,,,,
Agricultural Holding,471,19,490,96.12%,,,,
Agricultural Holding,371,119,490,75.71%,,,,
Agricultural Holding,474,16,490,96.73%,,,,
Agricultural Holding,420,71,491,85.54%,,,,
Agricultural Holding,482,9,491,98.17%,,,,
Agricultural Holding,437,54,491,89.00%,,,,
Agricultural Holding,348,143,491,70.88%,,,,
Agricultural Holding,341,150,491,69.45%,,,,
Agricultural Holding,361,130,491,73.52%,,,,
Agricultural Holding,350,141,491,71.28%,,,,
Agricultural Holding,473,19,492,96.14%,,,,
Agricultural Holding,261,231,492,53.05%,,,,
Agricultural Holding,452,40,492,91.87%,,,,
Agricultural Holding,445,48,493,90.26%,,,,
Agricultural Holding,412,81,493,83.57%,,,,
Agricultural Holding,461,32,493,93.51%,,,,
Agricultural Holding,417,76,493,84.58%,,,,
Agricultural Holding,436,57,493,88.44%,,,,
Agricultural Holding,487,6,493,98.78%,,,,
Agricultural Holding,492,1,493,99.80%,,,,
Agricultural Holding,494,0,494,100.00%,,,,
Agricultural Holding,270,224,494,54.66%,,,,
Agricultural Holding,385,109,494,77.94%,,,,
Agricultural Holding,492,2,494,99.60%,,,,
Agricultural Holding,458,36,494,92.71%,,,,
Agricultural Holding,473,21,494,95.75%,,,,
Agricultural Holding,456,38,494,92.31%,,,,
Agricultural Holding,479,15,494,96.96%,,,,
Agricultural Holding,446,48,494,90.28%,,,,
Agricultural Holding,491,3,494,99.39%,,,,
Agricultural Holding,359,135,494,72.67%,,,,
Agricultural Holding,493,2,495,99.60%,,,,
Agricultural Holding,419,76,495,84.65%,,,,
Agricultural Holding,460,35,495,92.93%,,,,
Agricultural Holding,481,14,495,97.17%,,,,
Agricultural Holding,386,110,496,77.82%,,,,
Agricultural Holding,300,196,496,60.48%,,,,
Agricultural Holding,495,1,496,99.80%,,,,
Agricultural Holding,457,39,496,92.14%,,,,
Agricultural Holding,343,153,496,69.15%,,,,
Agricultural Holding,494,2,496,99.60%,,,,
Agricultural Holding,468,28,496,94.35%,,,,
Agricultural Holding,348,149,497,70.02%,,,,
Agricultural Holding,327,170,497,65.79%,,,,
Agricultural Holding,347,150,497,69.82%,,,,
Agricultural Holding,478,19,497,96.18%,,,,
Agricultural Holding,395,102,497,79.48%,,,,
Agricultural Holding,493,5,498,99.00%,,,,
Agricultural Holding,271,227,498,54.42%,,,,
Agricultural Holding,405,93,498,81.33%,,,,
Agricultural Holding,415,83,498,83.33%,,,,
Agricultural Holding,487,11,498,97.79%,,,,
Agricultural Holding,440,58,498,88.35%,,,,
