"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","EO: EO (Experienced) - National","26936","26936","Executive Officer - Supporting and Rewarding Teachers and Leaders EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Behaviour, Exclusions and School Food","DFE-2232","Grade 7 - London","55022","63601","Manager - Behaviour, Exclusions and School Food Grade 7-London","1.00","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","Grade 6 - London","65783","73146","Manager - Assessment Operations and Services Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Digital Delivery - Teacher Services SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","EO: EO (Experienced) - National","26936","26936","Executive Officer - Workforce Skills, Strategy and Inclusion EO-Yorkshire and The Humber","1.67","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Grade 6 - National","62540","69061","Manager - Infrastructure & Platforms Grade 6 (Position Vacate:31/07/2023)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","Grade 6 - London","65783","73146","Manager - Central Research and Evaluation & Chief Social Researcher Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","Transformation","DFE-2407","HEO - National","30332","33371","Higher Executive Officer - Transformation HEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: National","DFE-2279","Grade 7 - National","51357","59332","Manager - Regions Group: CSC National Programme Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Education and Skills Funding Agency","Corporate Services & Sponsorship","DFE-2359","HEO - National","30332","33371","Higher Executive Officer - Corporate Services & Sponsorship HEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Becoming a Teacher","DFE-2539","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Becoming a Teacher SEO (Position Vacate:06/07/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Data Engineering","DFE-2392","Grade 6 - National","62540","69061","Manager - Data Engineering Grade 6-West Midlands","2.00","Other","West Midlands"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Grade 7 - London","55022","63601","Manager - Digital Delivery - Teacher Services Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Financial Operations","DFE-2200","EO: EO (Experienced) - National","26936","26936","Executive Officer - Financial Operations EO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Transformation","DFE-2407","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Transformation SEO-London","1.00","Other","London"
"Department for Education","Department for Education","Early Years Quality Recovery and Welfare","DFE-2240","Grade 7 - National","51357","59332","Manager - Early Years Workforce and Quality Grade 7 (On Leave)-Unknown","1.00","Other","Unknown"
"Department for Education","Department for Education","Operations and Infrastructure Group","DFE-2536","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Commercial Specialist - Operations & Infrastructure SEO-East Midlands","2.00","Other","East Midlands"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","Grade 7 - National","51357","59332","Manager - Central Research and Evaluation & Chief Social Researcher Grade 7-South West","2.00","Other","South West"
"Department for Education","Department for Education","Customer Service","DFE-2334","HEO - National","30332","33371","Higher Executive Officer - Customer Experience Digital & Technology Directorate Support SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","T - Level Delivery ​","DFE-2156","Grade 7 - National","51357","59332","Manager - T - Level Delivery ​ Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Strategic Communications and Campaigns","DFE-2098","HEO (Information Officer) - London","37872","41692","Higher Executive Officer - Strategic Communications and Campaigns HEO-London","4.78","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","Grade 7 - London","55022","63601","Manager - Assessment Operations and Services Grade 7 (Position Vacate:24/07/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Cyber and Information Security (CISO)","DFE-2485","Grade 6 - National","62540","69061","Manager - Cyber and Information Security (CISO) Grade 6-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","HEALD/Curriculum Policy/Strategy","DFE-2418","HEO - London","34031","37494","Higher Executive Officer - HEALD/Curriculum Policy/Strategy HEO-London","1.89","Other","London"
"Department for Education","Department for Education","Commercial Operations","DFE-2355","Grade 7 - National","51357","59332","Manager - Commercial Operations Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Families Support","DFE-2117","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Flexible Childcare and Supporting Families SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Vulnerable Children’s Unit, inc Covid","DFE-2551","HEO - London","34031","37494","Higher Executive Officer - Vulnerable Children’s Unit, inc Covid HEO-London","1.00","Other","London"
"Department for Education","Department for Education","International Strategy & Partnerships","DFE-2515","HEO - National","30332","33371","Higher Executive Officer - International Strategy & Partnerships HEO (Position Vacate:31/07/2023)-South West","1.00","Other","South West"
"Department for Education","Department for Education","Skills Group","DFE-2137","HEO - London","34031","37494","Higher Executive Officer - Skills Group HEO-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Senior Executive Officer - London","41435","45875","Senior Executive Officer - End User Compute Services Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Sector Skills","DFE-2314","Grade 7 - National","51357","59332","Manager - Sector Skills Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","T - Level Policy","DFE-2542","Grade 6 - National","62540","69061","Manager - Higher Technical Education Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Outcomes of Children with a Social Worker","DFE-2347","HEO - National","30332","33371","Higher Executive Officer - Outcomes of Children with a Social Worker HEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Skills Policy Analysis​","DFE-2520","SEO (Senior Research Officer) - National","43249","47560","Senior Executive Officer - Skills Policy Analysis​ SEO-South West","2.90","Other","South West"
"Department for Education","Department for Education","Skills Group","DFE-2137","Grade 7 - London","55022","63601","Manager - Skills Group Grade 7-London","1.00","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","SEO (Senior Prof & Technical Officer) - National","43249","47560","Senior Executive Officer - Assessment Research and Development Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Looked After Children Care System","DFE-2443","EO: EO (Experienced) - London","30562","30562","Executive Officer - Looked After Children Care System HEO-London","1.00","Other","London"
"Department for Education","Department for Education","International HE and EU Exit","DFE-2452","HEO - National","30332","33371","Higher Executive Officer - Higher Education Quality and Regulation HEO-Yorkshire and The Humber","0.86","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","STEM","DFE-2316","Senior Executive Officer - National","37593","41506","Senior Executive Officer - STEM SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","HEO - National","30332","33371","Higher Executive Officer - Europe, Union, Trade and Evidence HEO-West Midlands","0.55","Other","West Midlands"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Senior Executive Officer - London","41435","45875","Senior Executive Officer - SEND AP System Outcomes and Experiences SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Social Work Workforce","DFE-2558","HEO - National","30332","33371","Higher Executive Officer - Social Work Workforce HEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","Grade 7 - National","51357","59332","Manager - Payroll, Reward, Policies and ER Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Corporate Assurance and Academy Returns","DFE-2185","HEO - National","30332","33371","Higher Executive Officer - Corporate Assurance and Academy Returns SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Post 16 Skills & Strategy","DFE-2570","Grade 7 - National","51357","59332","Manager - Skills Strategy and Delivery Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","The Apprenticeships Service (DDAT)​","DFE-2486","Senior Executive Officer - National","37593","41506","Senior Executive Officer - The Apprenticeships Service (DDAT)​ SEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategic Communications and Campaigns","DFE-2098","SEO (Information Officer) - National","43249","47560","Senior Executive Officer - Strategic Communications and Campaigns SEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","Grade 7 - London","55022","63601","Manager - Europe, Union, Trade and Evidence Grade 7 (Position Vacate:06/08/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Wraparound, HAF and Breakfast Clubs","DFE-2404","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Wraparound, HAF and Breakfast Clubs SEO (Position Vacate:10/07/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Sector Skills","DFE-2314","HEO - National","30332","33371","Higher Executive Officer - Sector Skills SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Families Analysis","DFE-2567","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Families Analysis SEO (On Leave)-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Schools Financial Support & Oversight","DFE-2198","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Operational Delivery – North & UTC SEO (On Leave)-Yorkshire and The Humber","0.86","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","Funding Policy Implementation","DFE-2451","EO: EO (Experienced) - National","26936","26936","Executive Officer - Funding Policy Implementation EO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Further Education Provider Oversight","DFE-2394","EO: EO (Experienced) - National","26936","26936","Executive Officer - Further Education Provider Oversight EO (Position Vacate:17/07/2023)-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","EO: EO (Experienced) - National","26936","26936","Executive Officer - Schools Commercial Strategy EO (Position Vacate:31/07/2023)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Legacy Grade","1","100000","Manager - Infrastructure & Platforms (Legacy Grade)-North East","2.00","Other","North East"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Legacy Grade","1","100000","Manager - Infrastructure & Platforms (Legacy Grade)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Data Operations","DFE-2366","Legacy Grade","1","100000","Manager - Data Operations (Legacy Grade)-North East","3.80","Other","North East"
"Department for Education","Department for Education","International Strategy & Partnerships","DFE-2432","Senior Executive Officer - National","37593","41506","Senior Executive Officer - International Strategy & Partnerships SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Education and Skills Funding Agency","Counter Fraud  and Prevention","DFE-2290","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Counter Fraud and Prevention SEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Early Years Sufficiency and Entitlements","DFE-2225","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Early Years Sufficiency and Entitlements SEO-South West","0.81","Other","South West"
"Department for Education","Department for Education","Regions Group: North West","DFE-2514","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: North West SEO (On Leave)-North East","2.00","Other","North East"
"Department for Education","Department for Education","Further Education Funding","DFE-2100","Senior Executive Officer - National","37593","41506","Senior Executive Officer - FE Funding SEO-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","DFE-2084","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Operational Delivery - Midlands & West SEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Disadvantage Strategy","DFE-2311","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Disadvantage Strategy SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Qualifications Strategy and Systems","DFE-2341","HEO - National","30332","33371","Higher Executive Officer - Qualifications Strategy and Systems HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Counter Extremism and Non-School Education","DFE-2398","HEO - National","30332","33371","Higher Executive Officer - Counter Extremism and Non-School Education SEO-Yorkshire and The Humber","0.80","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","T - Level Policy","DFE-2542","HEO - National","30332","33371","Higher Executive Officer - Higher Technical Education HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Strategy and Operations Financial Management","DFE-2199","HEO - National","30332","33371","Higher Executive Officer - Strategy and Operations Financial Management HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","Grade 7 - National","51357","59332","Manager - Central Analysis Unit Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Funding Policy Unit","DFE-2009","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Funding Policy Unit SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","SEND Improvement and Intervention","DFE-2383","Grade 6 - London","65783","73146","Manager - SEND Improvement and Intervention Grade 6-London","1.60","Other","London"
"Department for Education","Department for Education","T - Level Policy","DFE-2542","Grade 7 - London","55022","63601","Manager - T - Level Policy​ Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","SEO (Information Officer) - London","46603","51909","Senior Executive Officer - CS Policy Profession Unit Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Regions Group: North West","DFE-2365","EO: EO (Experienced) - National","26936","26936","Executive Officer - Regions Group: North West HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Access, Participation and Applications","DFE-2231","HEO - London","34031","37494","Higher Executive Officer - Social Justice and Disadvantage HEO-London","2.00","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Assessment Research and Development SEO (Position Vacate:31/07/2023)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","HEALD/Curriculum Policy/Strategy","DFE-2418","EO: EO (Experienced) - National","26936","26936","Executive Officer - HEALD/Curriculum Policy/Strategy HEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Corporate Services & Sponsorship","DFE-2359","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Corporate Services & Sponsorship SEO-South West","2.00","Other","South West"
"Department for Education","Department for Education","Regions Group: Yorkshire and the Humber","DFE-2375","HEO - National","30332","33371","Higher Executive Officer - Regions Group: Yorkshire and the Humber HEO (On Leave)-Yorkshire and The Humber","0.60","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Cyber and Information Security (CISO)","DFE-2485","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Cyber and Information Security (CISO) Grade 7-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Essential Skills and Multiply","DFE-2104","HEO - National","30332","33371","Higher Executive Officer - Essential Skills and Multiply HEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Early Years Quality Recovery and Welfare","DFE-2240","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Early Years Workforce and Quality SEO (On Leave)-South West","1.00","Other","South West"
"Department for Education","Department for Education","Further Education Provider Oversight","DFE-2394","EO: EO (Experienced) - National","26936","26936","Executive Officer - Further Education Provider Oversight EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Becoming a Teacher","DFE-2539","EO: EO (Experienced) - London","30562","30562","Executive Officer - Becoming a Teacher EO-London","3.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","DFE-2084","HEO - National","30332","33371","Higher Executive Officer - Operational Delivery - Midlands & West HEO-Yorkshire and The Humber","3.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: North West","DFE-2514","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: North West SEO (Position Vacate:24/07/2023)-North East","0.81","Other","North East"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","EO: EO (Experienced) - National","26936","26936","Executive Officer - Free Schools Policy and Programme EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","FE Provider Infrastructure","DFE-2387","EO: EO (Experienced) - London","30562","30562","Executive Officer - FE Provider Infrastructure EO-London","1.00","Other","London"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","EO: EO (Experienced) - National","26936","26936","Executive Officer - Schools Commercial Strategy EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Digital Delivery - Teacher Services Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND Review Implementation","DFE-2187","Senior Executive Officer - National","37593","41506","Senior Executive Officer - SEND Review Implementation SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Disadvantage Strategy","DFE-2311","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Disadvantage Strategy SEO-London","1.00","Other","London"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","Grade 7 - National","51357","59332","Manager - Digital Delivery - Schools Grade 6-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","Senior Executive Officer - National","37593","41506","Senior Executive Officer - School Rebuilding Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Regions Group: London","DFE-2217","Grade 7 - National","51357","59332","Manager - Regions Group: London Grade 7-South West","1.00","Other","South West"
"Department for Education","Education and Skills Funding Agency","School Resource Management","DFE-2089","EO: EO (Experienced) - National","26936","26936","Executive Officer - School Resource Management EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","HEO - London","34031","37494","Higher Executive Officer - Digital Delivery - Schools SEO (Position Vacate:09/07/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Adoption, Family Justice and Care Leavers","DFE-2458","HEO - National","30332","33371","Higher Executive Officer - Adoption, Family Justice and Care Leavers HEO (Position Vacate:21/07/2023)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Assessment, Standards, Quality and Provider Market Strategy","DFE-2127","EO: EO (Experienced) - National","26936","26936","Executive Officer - Assessment, Standards, Quality and Provider Market Strategy EO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","EO: EO (Experienced) - National","26936","26936","Executive Officer - Europe, Union, Trade and Evidence EO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","EO: EO (Experienced) - London","30562","30562","Executive Officer - Special Project: ALH EO-London","2.00","Other","London"
"Department for Education","Department for Education","Schools and Funding Analysis","DFE-2220","HEO (Higher Statistical Officer) - National","33952","37568","Higher Executive Officer - Schools and Funding Analysis HEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","HEO - London","34031","37494","Higher Executive Officer - Digital Strategy HEO-London","0.64","Other","London"
"Department for Education","Department for Education","Private Office","DFE-2257","Grade 6 - London","65783","73146","Manager - Private Office Grade 6 (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Strategic Data Visualisation","DFE-2557","HEO - National","30332","33371","Higher Executive Officer - Strategic Data Visualisation HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","Grade 7 - National","51357","59332","Manager - Payroll, Reward, Policies and ER Grade 7-Yorkshire and The Humber","0.81","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Data","DFE-2168","Grade 7 - National","51357","59332","Manager - Data Transformation Programme Grade 7-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Operational Delivery – South & East","DFE-2085","EO: EO (Experienced) - London","30562","30562","Executive Officer - Operational Delivery – South & East EO-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","DFE-2084","EO: EO (Experienced) - National","26936","26936","Executive Officer - Operational Delivery - Midlands & West EO-South West","1.00","Other","South West"
"Department for Education","Department for Education","STEM","DFE-2316","Senior Executive Officer - National","37593","41506","Senior Executive Officer - STEM SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Data Engineering","DFE-2392","Grade 6 - National","62540","69061","Manager - Data Engineering Grade 6-North East","1.97","Other","North East"
"Department for Education","Education and Skills Funding Agency","Schools Financial Support & Oversight","DFE-2198","EO: EO (Experienced) - National","26936","26936","Executive Officer - Operational Delivery – North & UTC EO-North East","3.00","Other","North East"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 7 - National","51357","59332","Manager - Free Schools, FE and Skills Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Strategic Data Visualisation","DFE-2557","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategic Data Visualisation SEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Families Support","DFE-2117","HEO - National","30332","33371","Higher Executive Officer - Flexible Childcare and Supporting Families HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Post 16 Skills & Strategy","DFE-2570","HEO - National","30332","33371","Higher Executive Officer - Skills Strategy and Delivery HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Employer Engagement","DFE-2102","HEO - London","34031","37494","Higher Executive Officer - Employer Engagement Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 6 - National","62540","69061","Manager - Free Schools Delivery North and FE & Skills Grade 6-Unknown","1.00","Other","Unknown"
"Department for Education","Department for Education","Disadvantage Policy & Review","DFE-2438","Grade 6 - National","62540","69061","Manager - Disadvantage Policy & Review Grade 6 (On Leave)-South West","1.00","Other","South West"
"Department for Education","Department for Education","Financial Operations","DFE-2200","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Financial Operations SEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","HEO - National","30332","33371","Higher Executive Officer - CS Policy Profession Unit HEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Strategy, Funding and CR Sponsor","DFE-2564","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategy, Funding and CR Sponsor Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Wraparound, HAF and Breakfast Clubs","DFE-2404","HEO - National","30332","33371","Higher Executive Officer - Wraparound, HAF and Breakfast Clubs HEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Operations and Infrastructure Group","DFE-2536","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Schools Commercial Strategy Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Data Operations","DFE-2366","HEO - National","30332","33371","Higher Executive Officer - Data Operations HEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Qualifications Strategy and Systems","DFE-2341","EO: EO (Experienced) - London","30562","30562","Executive Officer - Qualifications Strategy and Systems HEO-London","1.00","Other","London"
"Department for Education","Department for Education","Teaching Workforce Teaching Analysis","DFE-2183","Grade 6 - London","65783","73146","Manager - Teaching Workforce Teaching Analysis Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","EO: EO (Experienced) - London","30562","30562","Executive Officer - SEND Review Implementation EO-London","1.00","Other","London"
"Department for Education","Department for Education","Strategy and Portfolio","DFE-2277","Grade 7 - National","51357","59332","Manager - Strategy and Portfolio Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Teachers' Pension Scheme","DFE-2554","HEO - National","30332","33371","Higher Executive Officer - Teachers' Pension Scheme HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Strategy, Funding and CR Sponsor SEO-London","2.00","Other","London"
"Department for Education","Department for Education","Teaching Workforce Teaching Analysis","DFE-2183","HEO (Higher Statistical Officer) - London","37872","41692","Higher Executive Officer - Teaching Workforce Teaching Analysis HEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","DfE Covid-19 Inquiry Response","DFE-2369","Grade 7 - National","51357","59332","Manager - DfE Covid-19 Inquiry Response Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","EO: EO (Experienced) - National","26936","26936","Executive Officer - Payroll, Reward, Policies and ER EO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","HEO (Higher Scientific Officer) - National","33952","37568","Higher Executive Officer - Central Analysis Unit HEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Disadvantage Policy & Review","DFE-2438","Grade 7 - National","51357","59332","Manager - Disadvantage Policy & Review Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","Looked After Children Care System","DFE-2443","Grade 7 - National","51357","59332","Manager - Looked After Children Care System Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","EO: EO (Experienced) - National","26936","26936","Executive Officer - Schools Commercial Strategy HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Cyber and Information Security (CISO)","DFE-2485","EO: EO (Experienced) - London","30562","30562","Executive Officer - Cyber and Information Security (CISO) EO-London","1.00","Other","London"
"Department for Education","Department for Education","Family Hubs and Early Years Interventions","DFE-2393","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Family Hubs and Early Years Interventions SEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Operations and Infrastructure Group","DFE-2536","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Commercial Specialist - Skills SEO-West Midlands","0.91","Other","West Midlands"
"Department for Education","Department for Education","Strategy, Funding and CR Sponsor","DFE-2564","EO: EO (Experienced) - National","26936","26936","Executive Officer - Strategy, Funding and CR Sponsor EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Early Years Markets and Strategy","DFE-2225","Grade 7 - National","51357","59332","Manager - Early Years Sufficiency and Entitlements Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","Grade 6 - National","62540","69061","Manager - Central Analysis Unit Grade 6-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Data","DFE-2168","EO: EO (Experienced) - National","26936","26936","Executive Officer - CDO Central Unit HEO-North East","1.00","Other","North East"
