Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,HS2 Ltd,30/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161004,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161006,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161007,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161008,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Institution of Civil Engineers,SIV-161392,"£1,200.00",Invoice: 7904,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Institution of Civil Engineers,SIV-161391,"£1,800.00",Invoice: 7905,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Programme Management Office Directorate,Temporary Staff,Bryan & Armstrong Ltd,SIV-161023,"£2,124.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Corporate Affairs Directorate,Permanent Staff,Bryan & Armstrong Ltd (Permanent),SIV-161030,"£2,205.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Legal & Company Secretariat,Legal Services,Eversheds Sutherland (International) LLP,SIV-161060,"£2,397.60",FLC215-91610258-Sept 2016,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Land and Property South,Property Valuations,Valuation Office Agency,SIV-160991,"£2,404.80",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Land and Property Central,Claimants Professional Fees,Gaunt Golf Design Ltd,SIV-160990,"£3,420.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Project Controls South (PS1 I) JF,Temporary Staff,Bryan & Armstrong Ltd,SIV-161015,"£3,531.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Project Controls South (PS1 I) JF,Temporary Staff,Bryan & Armstrong Ltd,SIV-161024,"£3,531.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Procurement Operations,Temporary Staff,Bryan & Armstrong Ltd,SIV-161025,"£3,936.90",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,HSSE Director,Temporary Staff,Bryan & Armstrong Ltd,SIV-161029,"£4,762.80",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Phase 2A Consultations,Media,Carat trading division Dentsu Aegis UK,SIV-161016,"£8,405.75",EQIA facebook adverts,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Phase 2A Consultations,Media Costs,Carat trading division Dentsu Aegis UK,SIV-161014,"£9,591.56",2a EQIA facebook adverts,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Design Director,Not assigned,Developing Projects Ltd Frame Projects,SIV-161057,"£25,041.60",Design Panel secretariat,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Design Director,Not assigned,Developing Projects Ltd Frame Projects,SIV-161058,"£25,558.70",design panel secretariat,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Payments suspense,The National Westminster Bank Plc Natwest,SIV-161038,"£36,040.23",Natwest One Card - October 17,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Department for Transport,SIV-161049,"£315,041.22",October Invoice,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Department for Transport,SIV-161046,"£442,714.48",October Invoice,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Department for Transport,SIV-161050,"£2,791,720.03",October Invoice,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Department for Transport,SIV-161045,"£2,913,874.40",October Invoice,Not Available
Department For Transport,HS2 Ltd,30/10/2017,Not assigned,Not assigned,Department for Transport,SIV-161048,"£12,831,972.78",October Invoice,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Kenilworth Golf Club Ltd,SIV-161213,£510.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161228,£510.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161244,£510.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161264,£510.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161301,£510.00,Name Removed - L&P Related,
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161328,£520.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161208,£680.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161221,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161242,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161270,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161275,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161284,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161294,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161320,£700.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Fisher German LLP,SIV-161252,£720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Mather Jamie Chartered Surveyors,SIV-161253,£720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161251,£720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161065,£750.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161068,£750.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161078,£750.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Central,Claimants Professional Fees,Hinson Parry & Co,SIV-156489,£759.00,G17-383,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Central,Claimants Professional Fees,Hinson Parry & Co,SIV-161083,£759.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161232,£870.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"120920
Land Assembly",Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161316,£870.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161064,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161069,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161075,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161076,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161080,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161081,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161082,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Land and Property Phase 2b,Land Access / Licences,Supplier Name Removed - L&P Related,SIV-161073,"£1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,BIM Development,Not assigned,HBMCE T/A Historic England Historic England,SIV-158072,"£1,475.48",BP Historic England spatial data,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Not assigned,Geotechnical Consulting Group LLP,SIV-161353,"£2,124.00",106546,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Facilities Management,Facilities Management,National Grid Gas Elec.Transmission  PLC,SIV-161381,"£2,442.43",Inv 81132593 Sept 17 Elec Trans,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase 2B Environment,Civil Works,Ove Arup & Partners Limited,SIV-161248,"£3,411.48",Invoice: 000437523,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase 2A Directorate,Temporary Staff,Green Park Interim & Executive Search,SIV-161351,"£3,780.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Programme Management Office Directorate,Temporary Staff,Project Global Limited,SIV-161349,"£4,072.98",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Programme Management Office Directorate,Temporary Staff,Project Global Limited,SIV-161350,"£4,266.90",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Legal Land and Property,Property Compensation,DLA Piper UK LLP,SIV-161361,"£4,718.40",FLP113-54856304-Sept 2017,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Resourcing and Talent,Temporary Staff,Green Park Interim & Executive Search,SIV-161354,"£5,760.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase 2A Directorate,Temporary Staff,Green Park Interim & Executive Search,SIV-161358,"£7,560.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,HR Operations,Temporary Staff,Green Park Interim & Executive Search,SIV-161359,"£8,100.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Corporate Communications,Temporary Staff,Green Park Interim & Executive Search,SIV-161352,"£8,280.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Water Resource & Floor Risk Manager,Not assigned,The Canal & River Trust,SIV-161390,"£8,772.00",90983607,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Not assigned,Atkins Limited,SIV-161226,"£11,292.00",Invoice: 17023957,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Conference calls,MeetingZone Limited,SIV-161300,"£12,472.03",2343762,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Conference calls,MeetingZone Limited,SIV-161257,"£12,525.49",2303849,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Conference calls,MeetingZone Limited,SIV-161346,"£12,942.10",2377439,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Conference calls,MeetingZone Limited,SIV-161256,"£14,225.56",2276023,Not Available
Department For Transport,HS2 Ltd,31/10/2017,C3 (Brackley to Itchington Wood),Civil Works,Structural Soils Limited,SIV-161383,"£30,446.40",SI0532347,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Commercial Mgt Team,Civil Works,Ove Arup & Partners Limited,SIV-161247,"£32,134.97",C250 Final Account,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Finance Operations Team,Temporary Staff,Green Park Interim & Executive Search,SIV-161356,"£36,288.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Telephones & Telecommunications,Vodafone Ltd,SIV-159050,"£40,339.36",85342315,Not Available
Department For Transport,HS2 Ltd,31/10/2017,C2 (Chiltern Tunnels to Brackley),Civil Works,Soil Engineering Geoservices Limited,SIV-161363,"£44,566.30",17110018,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Civil Works,Network Rail Infrastructure Ltd,SIV-161366,"£110,703.30",P6 - 1218379,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Technical Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161379,"£120,541.50",EDP00081,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase One South Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161347,"£186,448.88",EDP00083,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase One North Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161372,"£195,054.29",EDP00082,Not Available
Department For Transport,HS2 Ltd,31/10/2017,C2 (Chiltern Tunnels to Brackley),Civil Works,Soil Engineering Geoservices Limited,SIV-161364,"£254,425.16",17110019,Not Available
Department For Transport,HS2 Ltd,31/10/2017,C1 (Chiltern Tunnels & Colne Viaduct),Not assigned,Highways England Company Ltd,SIV-161382,"£317,772.74",59380,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"Phase One, Engineering Directorate",Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161357,"£407,435.35",EDP00084,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Route-Wide Log & Utilities Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161355,"£448,390.63",EDP00078,Not Available
Department For Transport,HS2 Ltd,31/10/2017,C2 (Chiltern Tunnels to Brackley),Civil Works,Socotec UK Limited,SIV-161250,"£463,605.05",D57-I-0264,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Not assigned,Civil Works,WSP UK Limited,SIV-161037,"£631,934.44",Invoice No: 64318057,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Phase One Central Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161378,"£665,325.54",EDP00079,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Route Wide Systems Directorate,Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161348,"£936,263.03",EDP00080,Not Available
Department For Transport,HS2 Ltd,31/10/2017,"Phase One, Engineering Directorate",Civil Works,HS2 Phase 1 Engineering Delivery Partner Joint Venture,SIV-161371,"£1,893,138.78",EDP00085,Not Available
Department For Transport,HS2 Ltd,31/10/2017,Finance Operations Team,Civil Works,SCS Railways JV SCS Railways JV - S1,SIV-161370,"£2,698,605.24",VAT Only correction,Not Available
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Agency Staff,Corporate Developments,Brook Street,233047345,516,22.09.2017,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Printing Services,Communications,Williams Lea Ltd,233047459,530.96,MCGA Leaflets and Maps,NR3 1PD
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Commercial File Storage,Corporate Developments,TNT Uk Limited,233047423,561.73,Storage of Boxes - 01/07/2017 - 31/07/2017,
Department For Transport,Maritime and Coastguard Agency,02/10/2017,CG - Rescue Equipment,Coastal Resources,Fenton Phamaceuticals Ltd,233047403,748.8,"Emergency Bandage 4""with PB",NW3 6AL
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Utilities - Water and Sewage,East Of England Estates,Aquaid South Coast,233047442,764.16,Annual Charges - 06.02.2016 - Lee On Solent,SO50 9EY
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Commercial File Storage,Corporate Developments,TNT Uk Limited,233047424,788.75,Storage of Boxes - 01/06/2017 - 30/06/2017,
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Utilities - Water and Sewage,East Of England Estates,Aquaid South Coast,233047441,812.16,Annual Charges - 05.02.2017 - Lee On Solent,SO50 9EY
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Agency Staff,Central Finance,Capita Business Services Ltd,233047119,888.36,P/E 16.09.2017,DL1 9HN
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Commercial File Storage,Corporate Developments,TNT Uk Limited,233047425,"1,100.84",Storage - July 2017,
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Recruitment Advertising,Central HR Services,HM Revenue & Customs,233047429,"1,235.18",Deputy Director Advert - May 2017,BN12 4XH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,CP - Equipment Storage and Maintenance,Counter Pollution and Salvage,Braemar Response Ltd.,233047410,"1,484.92",Maintenance - Trailer and 1000ltr tanks - Dec/Jan,IP11 2QX
Department For Transport,Maritime and Coastguard Agency,02/10/2017,CG - Rescue Equipment,Coastal Resources,Fenton Phamaceuticals Ltd,233047399,"1,534.32",Various Items - 22748,NW3 6AL
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,ESyn3rgy Ltd,233047390,"1,548.00",App Testing Support Manager - 3 Days - W/E 29.09.17,NN1 5AW
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047377,"1,710.00",Systems Engineer - 3 Days - P/E 24.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Plan/Install of CG Telecoms,Information & Communications Technology,Concept Information Technology Ltd,233047381,"2,208.00",Technical Analyst - 4 Days - P/E 24.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047382,"2,790.00",Technical Engineering - 5 Days - P/E 17.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,CP - Dispersant Storage and Maintenance,Counter Pollution and Salvage,Storage (UK) Ltd,233047129,"3,173.63",Hazardous Material Storage - September 2017,FK4 2BN
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047378,"3,456.00",Technical Project Manager - 5 Days - P/E 17.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047379,"3,456.00",Technical Project Manager - 5 Days - P/E 24.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047380,"3,456.00",Technical Project Manager - 5 Days - P/E 10.09.17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Recruitment Advertising,Central HR Services,HM Revenue & Customs,233047426,"3,709.63",Advert G7 Surveyor Client Tech Manager,BN12 4XH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Software Maintenance,Information & Communications Technology,Bmt Ship & Coastal Dynamics Ltd,233047387,"4,333.20",SARIS Suppoer - Emergency Planning Software - Sept 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Commercial File Storage,Corporate Developments,TNT Uk Limited,233047425,"4,403.31",Storage - July 2017,
Department For Transport,Maritime and Coastguard Agency,02/10/2017,Research Technical,"Secretariat, Evidence and Analysis",Arkenford,233047408,"11,393.08",Watersports Participation Survey 2017 Research - 50% of Fee ,GU14LY
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Exhibitions and Demonstrations,Survey And Inspection Review,Calder Conferences Ltd,233047158,695.46,Meeting Events,LS16 6RF
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,Building Services,Mitie Technical Facilities Management,233047453,849.2,Approved HQ Quoted Application for Sept 2017 MCA HQ,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Estate Agent Fees,Central HR Services,Novotel London Greenwich,233047471,915,Bed and Breakfast Package - Sept 2017,SE10 8JA
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Estate Agent Fees,Central HR Services,Novotel London Greenwich,233047472,"1,016.00",Bed and Breakfast - 10.09.17 to 14.09.17,SE10 8JA
Department For Transport,Maritime and Coastguard Agency,03/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047413,"1,095.78",Fuel Charges - Liverpool,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,Building Services,Mitie Technical Facilities Management,233047454,"1,157.83",Approved HQ Reactive Application For Sept 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Doctors Fees Re: Med Appeals,Seafarer Safety and Health,,233047497,"2,100.00",35x Medical Referee Assessments Final Certification,
Department For Transport,Maritime and Coastguard Agency,03/10/2017,CP - Dispersant Storage and Maintenance,Counter Pollution and Salvage,Braemar Response Ltd.,233047411,"2,555.37",Storage - September 2017 - Bromcote/East Midlands/Milford Haven,IP11 2QX
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,SCOTNI Estates,Mitie Technical Facilities Management,233047455,"2,766.70",Approved S/NI Quoted Application for September 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Fire Inspections & Supplies,NMOC,Alpha Fire & Security Solutions Ltd,233047223,"3,442.80",Fire Sprinkler Maintenance - September 2017 - Fareham,BS4 4ED
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,Estates,Mitie Technical Facilities Management,233047450,"4,633.20",Mitie-Approved Central estates Reactive Application foe Sept 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,SCOTNI Estates,Mitie Technical Facilities Management,233047444,"6,270.64",Reactive Application - September 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,Wales And West Estates,Mitie Technical Facilities Management,233047446,"8,390.57",Approved Application - September 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,East Of England Estates,Mitie Technical Facilities Management,233047452,"8,427.88",Mitie-Approved East Reactive Application September 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,Wales And West Estates,Mitie Technical Facilities Management,233047445,"10,574.06",Approved Application - September 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Software Maintenance,Information & Communications Technology,Software Box Ltd,233047468,"11,820.00",MCA Centralised Video Editing Service (1 Year),YO61 1ET
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Planned Maintenance Under #5K,East Of England Estates,Mitie Technical Facilities Management,233047451,"19,663.02",MCA Invoicing BPN M&-Approved East Quoted App For Sept 2017,PO15 7AH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Comp S/Ware - Non FA,Corporate Developments,Oceans HQ Ltd,233047396,"21,840.00",Oceans HQ -G Cloud Services Lot 3,PL11 2EH
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Tug - Sovereign,Counter Pollution and Salvage,Ardent Maritime (UK) Ltd,233047495,"30,400.00",Ardent-The purchase of MGO as per Clause 10 of the supply Line,E1 8FA
Department For Transport,Maritime and Coastguard Agency,03/10/2017,CP - Equipment Storage and Maintenance,Counter Pollution and Salvage,Braemar Response Ltd.,233047412,"31,030.80",Storage - 04.09 to 03.10.2017 - Barnsley/Dundee/Bristol,IP11 2QX
Department For Transport,Maritime and Coastguard Agency,03/10/2017,SAR Sat Communication,Information & Communications Technology,Honeywell Global Tracking,233047284,"55,640.00",Service Contract 01/05/17-31/07/17,K2V 1B8
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Civil Hydrographic Work,Navigation Safety and Surveillance,Gardline Geosurveys Ltd,233047490,"125,765.00",Civil Hydrography Programme HI 1502 -3rd Payment,NR30 3NG
Department For Transport,Maritime and Coastguard Agency,03/10/2017,Tug - Sovereign,Counter Pollution and Salvage,Ardent Maritime (UK) Ltd,233047494,"221,550.00",Provision of Emergency Towing Vessel - June 2017,E1 8FA
Department For Transport,Maritime and Coastguard Agency,04/10/2017,CG - Rescue Equipment,Coastal Resources,Fenton Phamaceuticals Ltd,233047400,710.34,Nitrile Gloves  Box 100 Large/Small Extra large box of 90,NW3 6AL
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Agency Staff,Information & Communications Technology,La International Computer Consultants Ltd,233047358,862.02,W/E 24.09.2017,ST1 5UB
Department For Transport,Maritime and Coastguard Agency,04/10/2017,CG - Rescue Equipment,Coastal Resources,Fenton Phamaceuticals Ltd,233047407,"1,544.41",Medical/First Aid Equipment - 100ml Hand Sanitiser & Various,NW3 6AL
Department For Transport,Maritime and Coastguard Agency,04/10/2017,CG - Rescue Equipment,Coastal Resources,AA Flags Ltd,233047406,"1,824.00",Coastguard Blue Ensign A/F & Clips,DH8 5PY
Department For Transport,Maritime and Coastguard Agency,04/10/2017,CG - Pyrotechnics Disposal,Estates,Epc-Uk Edsl,233047491,"2,116.12","TEP Shelter,Bangor, & Admin Fee",CO12 5JW
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Software Maintenance,Information & Communications Technology,Henderson Scott,233047517,"2,359.50",P/E 17.09.17 - 5 Days,SL9 8EL
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Software Maintenance,Information & Communications Technology,Henderson Scott,233047518,"2,359.50",P/E 24.09.17 - 5 Days,SL9 8EL
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Plan/Install of CG Telecoms,Information & Communications Technology,Posterity Ltd,233047513,"7,200.00",Consultancy Services Of September 2017,LS29 6AU
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Civil Hydrographic Work,Navigation Safety and Surveillance,Gardline Geosurveys Ltd,233047512,"16,287.22",Civil Hydrography Programme HI 1518,NR30 3NG
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Software Maintenance,Information & Communications Technology,Ans Group,233047488,"39,865.76",Networking Suppoer Charge for ANS/SOS/01815 - 06.06.17 to 05.06.18,M15 6SY
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Civil Hydrographic Work,Navigation Safety and Surveillance,Gardline Geosurveys Ltd,233047512,"44,485.98",Civil Hydrography Programme HI 1518,NR30 3NG
