Property Reference,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Liable From,RV,Property Description,Charity Y/N,Disc %,Mand %,SBRR Y/N,s44a Y/N,Hardship Y/N,Local Discount,Retail Relief Y/N
2.19E+13,DOOLEYS FURNITURE LTD           ,                                ,                                ,                                ,UNIT 1 CRYSTAL HOUSE               ,SADLER STREET                      ,MIDDLETON                       ,MANCHESTER                      ,M24 5UJ ,07.11.2017                                               ,8700,Workshop and Premises                                       ,N,0,0,Y,N,N,N,N
2.19E+13,MMT FITNESS LIMITED             ,                                ,                                ,                                ,UNIT 2 CRYSTAL HOUSE               ,SALDER STREET                      ,MIDDLETON                       ,MANCHESTER                      ,M24 5UJ ,07.11.2017                                               ,7200,Workshop and Premises                                       ,N,0,0,Y,N,N,N,N
2.19E+13,LOUISE KILEEN TRANSLATIONS LTD  ,                                ,                                ,                                ,14-16 SADLER STREET                ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5UJ ,14.05.2014                                               ,8600,OFFICES AND PREMISES                                        ,N,0,0,Y,N,N,N,N
2.19E+13,MOBYASH LIMITED                 ,                                ,                                ,                                ,1ST FLR LANCASTRIAN BS             ,SADLER STREET                      ,MIDDLETON                       ,MANCHESTER                      ,M24 5UJ ,10.11.2017                                               ,10750,OFFICES AND PREMISES                                        ,N,0,0,Y,N,N,N,N
2.19E+13,DITZY FASHION LTD               ,                                ,                                ,                                ,GND FLR LANCASTRIAN BS             ,SADLER STREET                      ,MIDDLETON                       ,MANCHESTER                      ,M24 5UJ ,14.04.2015                                               ,21500,OFFICES AND PREMISES                                        ,N,0,0,N,N,N,N,N
2.20E+13,ATLAS CLEANING LTD DIRECTORS    ,PENSION SCHEME                  ,UNIT 3A SPRINGFIELD MILL        ,                                ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 6DQ ,01.04.2009                                               ,2900,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,ATLAS CLEANING LTD DIRECTORS    ,PENSION SCHEME                  ,UNIT 4 SPRINGFIELD MILL         ,                                ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 6DQ ,01.04.2007                                               ,4100,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,ATLAS CLEANING LTD DIRECTORS    ,PENSION SCHEME                  ,UNIT 5 SPRINGFIELD MILL         ,                                ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 6DQ ,01.04.2009                                               ,1900,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,ATLAS CLEANING LTD              ,DIRECTORS PENSION SCHEME        ,K/A UNIT 3 SPRING GARDENS MILL  ,                                ,UNIT 6 SPRINGFIELD MILL            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 6DQ ,31.12.2016                                               ,3150,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,MIDDLETON SHEET METAL CO LTD    ,                                ,MIDDLETON SHEET METAL CO LTD    ,                                ,SPRING VALE                        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2HQ ,01.04.2005                                               ,43500,"FACTORY, OFFICES AND PREMISES                               ",N,0,0,N,N,N,N,N
2202620008009A     ,VW & AUDI USED SPARES LTD       ,                                ,MOTOR PANEL WORKS AKA UNIT      ,                                ,14 SPRING VALE                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2HQ ,01.04.2005                                               ,7400,FACTORY AND PREMISES                                        ,N,0,0,Y,N,N,N,N
2.20E+13,SUEZ RECYCLING AND RECOVERY     ,UK LTD                          ,GMWDA RECYCLING CENTRE          ,                                ,SPRING VALE                        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2HQ ,01.06.2019                                               ,9900,CIVIC AMENITY SITE AND PREMISES                             ,N,0,0,N,N,N,N,N
22035X0027000B     ,MIDDLETON PARISH C OF E         ,PRIMARY SCHOOL                  ,MIDDLETON PARISH C OF E         ,PRIMARY SCHOOL                  ,SPRINGFIELD ROAD                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5DL ,01.04.2005                                               ,61000,SCHOOL AND PREMISES                                         ,Y,0,80,N,N,N,N,N
2203840001008B     ,CYTEC INDUSTRIAL MATERIALS      ,(MANCHESTER) LTD                ,SOLVAY                          ,                                ,GRIMSHAW LANE                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2AE ,01.04.2012                                               ,90000,FACTORY AND PREMISES                                        ,N,0,0,N,N,N,N,N
22041X93350505     ,TESCO PERSONAL FINANCE PLC      ,                                ,                                ,                                ,ATM SITE AT TESCO EXPRESS          ,WOOD STREET                        ,MIDDLETON                       ,MANCHESTER                      ,M24 4DH ,26.11.2010                                               ,11250,SITE OF ATM                                                 ,N,0,0,N,N,N,N,N
2204470002005B     ,MIDDLETON CAR & COMMERCIAL LTD  ,                                ,UNIT 2                          ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2UG ,01.05.2014                                               ,13750,WAREHOUSE AND PREMISES                                      ,N,0,0,Y,N,N,N,N
220447000701X9     ,RISCO GROUP UK LTD              ,                                ,DEWPLAN (E T) LTD               ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,01.04.2005                                               ,46250,OFFICES AND PREMISES                                        ,N,0,0,N,N,N,N,N
2.20E+13,HOWARD TENENS (NORTH WEST) LTD  ,                                ,                                ,                                ,UNIT 30B                           ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,11.04.2016                                               ,0,PREMISES UNDER RECONSTRUCTION                               ,N,0,0,N,N,N,N,N
2.20E+13,COMFY QUILTS LTD                ,                                ,UNIT 29 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,29.05.2012                                               ,600000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2204470023316B     ,INGRAM MICRO SERVICES LTD       ,                                ,UNIT 31 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,01.04.2005                                               ,342500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,WEST PENNINE TRUCKS LTD         ,                                ,UNIT 32 STAKEHILL INDUSTRIAL    ,PARK                            ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,01.04.2005                                               ,100000,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,HOWARD TENENS (NORTH WEST) LTD  ,                                ,                                ,                                ,UNIT 30                            ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,11.04.2016                                               ,156000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,CHEVRON TRAFFIC MANAGEMENT LTD  ,                                ,UNIT 34 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,16.06.2015                                               ,82500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2204470026003B     ,INTERTRADE ENGINEERING LTD      ,                                ,UNIT 35-36                      ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,17.01.2014                                               ,46500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2204470033006A     ,UBS TRITON GENERAL PARTNER      ,LIMITED                         ,UNIT 45 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,31.05.2019                                               ,13750,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,T & A UPHOLSTERY SUPPLIES LTD   ,                                ,UNIT 46-47                      ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,08.04.2016                                               ,45250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,SAINSBURY'S SUPERMARKETS LTD    ,                                ,UNIT 61 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,13.06.2019                                               ,580000,COLD STORE AND PREMISES                                     ,N,0,0,N,N,N,N,N
2.20E+13,TESCO STORES LTD (SUPP NO.      ,600746)                         ,TESCO STORES LTD                ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,01.04.2005                                               ,1140000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,ROYAL MAIL GROUP LTD            ,                                ,                                ,                                ,UNIT 104 STAKEHILL INDUSTRIAL EST  ,TOUCHET HALL ROAD                  ,MIDDLETON                       ,MANCHESTER                      ,M24 2SJ ,01.06.2018                                               ,412500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,UBS TRITON GENERAL PARTNER      ,LIMITED                         ,UNIT 60 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,28.02.2019                                               ,50000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,VITA CELLULAR FOAMS (UK) LTD    ,                                ,UNIT 62 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,30.07.2018                                               ,0,PROPERTY UNDERGOING RECONSTRUCTION                          ,N,0,0,N,N,N,N,N
2.20E+13,RONALD BRITTON LTD              ,                                ,UNIT 20-23                      ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,19.04.2018                                               ,95000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,LYRECO LTD                      ,                                ,UNIT 58 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,12.12.2008                                               ,56500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,NFT DISTRIBUTION OPERATIONS LTD ,                                ,UNIT 66 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,05.05.2011                                               ,407500,CHILL STORE AND PREMISES                                    ,N,0,0,N,N,N,N,N
2.20E+13,COMFY QUILTS LTD                ,                                ,COMFY QUILTS UNIT 5             ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SJ ,22.09.2015                                               ,447500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,PROSEAT LLP                     ,                                ,SITE A                          ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SJ ,01.04.2005                                               ,387500,FACTORY AND PREMISES                                        ,N,0,0,N,N,N,N,N
2204476876956B     ,ASPRAY TRANSPORT LTD            ,(CVA)                           ,UNIT 63 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,01.10.2013                                               ,150000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,MID COMMUNICATIONS LTD          ,                                ,                                ,                                ,MID HOUSE FINLAN ROAD              ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON MANCHESTER            ,                                ,M24 2RW ,18.04.2017                                               ,60500,OFFICES AND PREMISES                                        ,N,0,0,N,N,N,N,N
2204477542302B     ,LED HUT FULFILMENT SERVICES LTD ,(IN ADMINISTRATION)             ,UNIT 24-28                      ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,17.06.2019                                               ,94000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,DISASTER RECOVERY SERVICES LTD  ,                                ,UNIT G1                         ,                                ,MIDDLETON                          ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON MANCHESTER            ,                                ,M24 2RW ,07.01.2013                                               ,297500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,UK CABLES LTD                   ,                                ,UNIT G3                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SJ ,01.04.2005                                               ,125000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,ABL(HOLDING) LTD T/A PSV GLASS  ,                                ,MEDLOCK MEDICAL LTD             ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,                                ,                                ,M24 2SJ ,07.03.2007                                               ,194000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,ALLIANCE HEALTHCARE             ,(DISTRIBUTION) LIMITED          ,UNIT 40                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,15.06.2015                                               ,23250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,CLARKE TELECOM LTD              ,                                ,                                ,                                ,UNIT 12                            ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,30.07.2018                                               ,89500,Warehouse and Premises                                      ,N,0,0,N,N,N,N,N
2.20E+13,ORANGE PERSONAL COMMUNICATIONS  ,SERVICES LTD                    ,ORANGE SITE REF GMN7049 ON      ,                                ,FINLAN ROAD                        ,MIDDLETON                          ,                                ,                                ,M24 2UG ,01.04.2005                                               ,4850,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
2.20E+13,ENGRAVING TOOLS LTD             ,                                ,                                ,                                ,UNITS 43 & 44 STAKEHILL INDUSTRIAL ,ESTATE                             ,MIDDLETON                       ,MANCHESTER                      ,M24 2FL ,28.09.2011                                               ,26750,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,TEACRATE PLC                    ,                                ,UNITS 8 & 9                     ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,25.10.2007                                               ,49250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,COMPANY SHOP LTD                ,                                ,UNITS 55-57                     ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SJ ,23.09.2015                                               ,65500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,WORKPLACE NORTH LTD             ,                                ,                                ,                                ,UNIT 6 STAKEHILL INDUSTRIAL ESTATE ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,08.01.2016                                               ,26750,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,RISCO GROUP UK LTD              ,                                ,UNIT 11                         ,                                ,FINLAN ROAD                        ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,08.08.2012                                               ,47250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,YODEL DELIVERY NETWORK LIMITED  ,                                ,UNIT 69                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,16.04.2012                                               ,415000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,RDM INDUSTRIAL SERVICES LTD     ,                                ,UNITS 10-11                     ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,01.04.2005                                               ,105000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,NUFOX RUBBER LIMITED            ,                                ,UNIT 1 BENTLEY AVENUE           ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2GP ,01.04.2005                                               ,104000,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,TELEFONICA UK LIMITED           ,                                ,MM02 SITE REF 17298             ,                                ,STAKEHILL LANE                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RT ,01.04.2005                                               ,6600,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
2.20E+13,SITRABEN CONTRACT FURNITURE LTD ,                                ,                                ,                                ,UNIT 3 4 & 5                       ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,30.05.2012                                               ,60000,"WORKSHOP, OFFICE AND PREMISES                               ",N,0,0,N,N,N,N,N
2.20E+13,JLG INDUSTRIES (UNITED KINGDOM) ,LTD                             ,UNIT 39                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,27.08.2015                                               ,24250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,UKMAIL LTD                      ,                                ,                                ,                                ,UNITS 50-54                        ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2FL ,01.03.2014                                               ,182000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,COACH OPTIONS LIMITED           ,                                ,UNIT 1 STAKEHILL INDUSTRIAL     ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,01.07.2016                                               ,23250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,FOOTASYLUM PLC                  ,                                ,                                ,                                ,POINT 62                           ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,27.06.2017                                               ,645000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,ESCAFELD FASTENERS LIMITED      ,                                ,UNIT 41                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,09.09.2014                                               ,23250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,UBS TRITON GENERAL PARTNER      ,LIMITED                         ,UNIT 59                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,04.08.2017                                               ,53000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,CONCENTRIX CVG INTELLIGENT      ,CONTACT LTD                     ,UNIT 2                          ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2UG ,01.04.2005                                               ,120000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,DHL SUPPLY CHAIN LTD            ,                                ,                                ,                                ,UNIT 65 STAKEHILL INDUSTRIAL ESTATE,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,30.07.2014                                               ,110000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,MANSELL FINISHES LIMITED        ,                                ,                                ,                                ,UNIT 64 STAKEHILL INDUSTRIAL ESTATE,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,15.07.2016                                               ,147000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,FALCH LIMITED                   ,                                ,UNIT 42                         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2FL ,11.08.2014                                               ,23750,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,TOOLSTATION LIMITED             ,                                ,                                ,                                ,TOOLSTATION                        ,TOUCHET HALL ROAD                  ,STAKEHILL INDUSTRIAL ESTATE     ,MIDDLETON                       ,M24 2RP ,23.02.2018                                               ,610000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,CRH FENCING & SECURITY GROUP    ,(UK) LTD T/A GEOQUIP WORLDWIDE  ,UNIT 33 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2RW ,05.03.2010                                               ,78000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,EVENT FURNITURE LIMITED         ,                                ,                                ,                                ,UNIT 7 STAKEHILL INDUSTRIAL ESTATE ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,24.08.2018                                               ,26750,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,CONCENTRIX CVG INTELLIGENT      ,CONTACT LIMITED                 ,LBM                             ,                                ,FINLAN ROAD                        ,MIDDLETON                          ,                                ,                                ,M24 2UG ,01.04.2005                                               ,61500,CAR PARK AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.20E+13,T & A UPHOLSTERY SUPPLIES LTD   ,                                ,UNIT 49 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,04.01.2017                                               ,23250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,Y,N
2.20E+13,T & A UPHOLSTERY SUPPLIES LTD   ,                                ,UNIT 48 STAKEHILL INDUSTRIAL    ,ESTATE                          ,MIDDLETON                          ,MANCHESTER                         ,                                ,                                ,M24 2FL ,17.11.2017                                               ,25500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,WHITHAM MILLS ENGINEERING       ,LIMITED                         ,                                ,                                ,70 WHITBROOK WAY                   ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2RW ,06.10.2016                                               ,95500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,BOOKER (CASH & CARRY) GROUP     ,PROPERTY DEPARTMENT             ,BOOKER (CASH AND CARRY)         ,                                ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RW ,01.04.2005                                               ,320000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,TS (UK) LTD                     ,                                ,                                ,                                ,UNITS 107 & G2                     ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2SJ ,01.10.2017                                               ,620000,Warehouse and Premises                                      ,N,0,0,N,N,N,Y,N
2.20E+13,PROMOTOR DIRECT LIMITED         ,                                ,                                ,                                ,UNIT 37                            ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2FL ,12.06.2018                                               ,25750,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.20E+13,POWELL CREATIVE PRODUCTS LTD    ,                                ,                                ,                                ,UNIT 38                            ,STAKEHILL INDUSTRIAL ESTATE        ,MIDDLETON                       ,MANCHESTER                      ,M24 2FL ,19.07.2016                                               ,28250,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,Y,N
2.20E+13,STAKHILL NURSERIES LTD          ,                                ,STAKEHILL NURSERIES             ,                                ,STAKEHILL LANE                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RX ,01.04.2010                                               ,12250,GARDEN CENTRE AND PREMISES                                  ,N,0,0,Y,N,N,Y,Y
2.21E+13,ST JOHN FISHER RC SCHOOL        ,                                ,ST JOHN FISHER RC SCHOOL        ,                                ,STANYCLIFFE LANE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2PB ,01.04.2005                                               ,33000,SCHOOL AND PREMISES                                         ,Y,0,80,N,N,N,N,N
2205690013007B     ,ROCHDALE MBC                    ,                                ,                                ,                                ,ADJ 47 STANYCLIFFE LANE            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2NU ,01.04.2005                                               ,6600,GYMNASIUM AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.21E+13,BOARSHAW PRIMARY SCHOOL         ,                                ,BOARSHAW PRIMARY SCHOOL         ,                                ,STANYCLIFFE LANE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RX ,01.04.2005                                               ,47000,SCHOOL AND PREMISES                                         ,N,0,0,N,N,N,N,N
2.21E+13,ROCHDALE MBC                    ,                                ,RMBC                            ,                                ,STANYCLIFFE LANE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2PB ,01.04.2005                                               ,6200,COMMUNITY CENTRE AND PREMISES                               ,N,0,0,N,N,N,N,N
2.21E+13,JAMES HALL & CO LIMITED         ,                                ,                                ,                                ,60A-64 STANYCLIFFE LANE            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2PB ,19.01.2014                                               ,14750,SHOP AND PREMISES                                           ,N,0,0,N,N,N,Y,Y
220680000400X6     ,ST ANNES ACADEMY                ,                                ,ST ANNES ACADEMY                ,                                ,HOLLIN LANE                        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 6XN ,01.09.2007                                               ,106000,SCHOOL AND PREMISES                                         ,Y,0,80,N,N,N,N,N
2.21E+13,ARQIVA LIMITED                  ,                                ,T-MOBILE SITE NO 93508 HATTERS  ,FARM                            ,STOTT LANE                         ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 6XL ,01.04.2005                                               ,7500,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
2.21E+13,AIRWAVE SOLUTIONS LTD           ,                                ,                                ,                                ,AIRWAVE (MAN026) AT HATTERS FARM   ,STOTT LANE                         ,MIDDLETON                       ,MANCHESTER                      ,M24 6XL ,01.04.2010                                               ,7500,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
2.21E+13,SUNNY BROW NURSERY              ,                                ,SUNNY BROW NURSERY SCHOOL       ,                                ,SUNNY BROW ROAD                    ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4AD ,01.04.2005                                               ,12500,LA NURSERY AND PREMISES                                     ,N,0,0,Y,N,N,N,N
221460001200X7     ,ST JOHNS THORNHAM C OF E SCHOOL ,                                ,ST JOHN C OF E PRIMARY SCHOOL   ,                                ,THORNHAM LANE                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SB ,01.04.2005                                               ,15250,SCHOOL AND PREMISES                                         ,N,0,0,N,N,N,N,N
2.21E+13,TRUSTEES SMALLEY MEMORIAL HALL  ,Redacted Personal Data,SMALLEY MEMORIAL HALL           ,                                ,THORNHAM LANE                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RE ,01.04.2005                                               ,8100,CHURCH HALL AND PREMISES                                    ,Y,20,80,N,N,N,N,N
2.21E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,T-MOBILE SITE REF 99852         ,                                ,AT THORNFIELD FARM THORNHAM LANE   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SD ,15.10.2009                                               ,6600,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
