"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"DFE-2232","N/D","SCS1","Deputy Director","Deputy Director for children’s services improvement and interventions in South and Central England. Responsible for building relationships and understanding the performance of local authorities’ children’s services in regions in the south and central areas of England, working to improve their performance where necessary (including intervening when they are rated inadequate by Ofsted) and building capacity in the system to support other local authorities.","Department for Education","Department for Education","Attendance, Exclusion & VCU","0370 000 2288","N/D","DFE-2326","0","0.88","N/A","N/A","","Other","London","nan","1"
"DFE-2381","N/D","SCS1","Deputy Director","Social Care Mobility and Disadvantage Deputy Director within Children's Services, Communications and Strategy Group.","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2512","N/D","SCS1","Deputy Director","EY Sufficiency and Entitlements Deputy Director","Department for Education","Department for Education","Early Years, Childcare, School Food & Teaching Regulation","0370 000 2288","N/D","DFE-2005","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2130","N/D","SCS1","Deputy Director","Deputy Director for Teacher Workforce Directorate","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2174","0","0.60","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2516","N/D","SCS1","Deputy Director","Deputy Director for HE Reform","Department for Education","Department for Education","HE Reform and Funding","0370 000 2288","N/D","DFE-2307","2050387","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2174","Heather McNaughton","SCS2","Director","Job Share - Leads Teaching Workforce, which is responsible for policy on the teaching profession, including teacher recruitment and retention, Initial Teacher Training, standards, regulation, pay, pensions and digital services including Teacher Service Lines","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2017","2510965","0.90","85000","89999","","Other","London","Job Share","1"
"DFE-2174","Caroline Pusey","SCS2","Director","Job Share - Leads Teaching Workforce, which is responsible for policy on the teaching profession, including teacher recruitment and retention, Initial Teacher Training, standards, regulation, pay, pensions and digital services including Teacher Service Lines","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2017","2510965","0.90","85000","89999","","Other","London","Job Share","1"
"DFE-2218","N/D","SCS1","Deputy Director","Job Share - Deputy Director, Further Education Workforce, leading work to create clearer entry routes into FE teaching and to ensure that FE teachers possess the skills and experience required to teach the full range of courses they are currently required to deliver as well as preparing them for the new technical education reforms","Department for Education","Department for Education","Careers and Further Education Systems","0370 000 2288","N/D","DFE-2224","1734236","0.60","N/A","N/A","","Other","Unknown","Job Share","1"
"DFE-2191","N/D","SCS1","Deputy Director","Provider Market Oversight - Programmes Deputy Director","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2174","0","0.60","N/A","N/A","","Other","London","nan","1"
"DFE-2352","N/D","SCS1","Deputy Director","COVID Mass Testing Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","0","0.75","N/A","N/A","","Other","London","nan","1"
"DFE-2183","N/D","SCS1","Deputy Director","Deputy Director, Teachers Analysis Division, providing analytical support to teacher policy, school improvement and school-to-school support.","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2174","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2188","N/D","SCS1","Deputy Director","Deputy Director for Teacher Services, within the Teaching Workforce Directorate, with responsibility for designing and delivering new digital services to support those entering or returning to the teaching profession","Department for Education","Department for Education","Teaching Workforce and National Tutoring Programme","0370 000 2288","N/D","DFE-2174","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2285","N/D","SCS1","Deputy Director","Deputy Director for Digital Delivery","Department for Education","Department for Education","Customer Experience Digital & Technology Directorate","0370 000 2288","N/D","DFE-2124","0","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2374","Sarah Maclean","SCS2","Director","COVID Mass Testing Director within COVID Response and Recovery Group","Department for Education","Department for Education","Resilience","0370 000 2288","N/D","DFE-2304","500196","0.64","60000","64999","","Other","London","nan","1"
"DFE-2218","N/D","SCS1","Deputy Director","Job Share - Deputy Director, Further Education Workforce, leading work to create clearer entry routes into FE teaching and to ensure that FE teachers possess the skills and experience required to teach the full range of courses they are currently required to deliver as well as preparing them for the new technical education reforms","Department for Education","Department for Education","Careers and Further Education Systems","0370 000 2288","N/D","DFE-2224","1734236","0.80","N/A","N/A","","Other","Unknown","Job Share","1"
"DFE-2388","N/D","SCS1","Deputy Director","Job Share - Social Care Mobility and Disadvantage Deputy Director within Children's Services, Communications and Strategy Group. (Job Share)","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","1411433","0.70","N/A","N/A","","Other","London","Job Share","1"
"DFE-2144","Carol Gray","SCS2","Director","Regional Schools Commissioner for the East Midlands and the Humber. RSCs take decisions on behalf of the Secretary of State about academies and academy trusts and, maintained schools that have received an inadequate Ofsted judgement. They have responsibility for free schools and University Technical Colleges; the delivery of targeted school improvement; and school workforce development. RSCs also work closely with DfE’s school policy teams to provide operational insight","Department for Education","Department for Education","RSC East Midlands and Humber","0370 000 2288","N/D","DFE-2302","63043","0.60","55000","59999","","Other","Yorkshire and The Humber","nan","1"
"DFE-2043","Isabelle Trowler","SCS2","Director","Role is to provide expert advice to Ministers and the wider civil service, to provide a permanent professional presence in Government to help ensure the impact of policy on social work practice and children's social care is understood, and to help think through how best to improve services and to provide a direct link from frontline operations into the Department.","Department for Education","Department for Education","Chief Social Worker for Children and Families","0370 000 2288","N/D","DFE-2101","0","1.00","140000","144999","","Other","London","nan","1"
"DFE-2327","N/D","SCS1","Deputy Director","Higher Education Policy Deputy Director within Digital and Transformation in Operations group","Department for Education","Department for Education","Customer Experience Digital & Technology Directorate","0370 000 2288","N/D","DFE-2124","0","0.65","N/A","N/A","","Other","London","nan","1"
"DFE-2196","N/D","SCS1","Deputy Director","Deputy Director Data Science function within the Customer Experience, Digital, Data (CEDD) Directorate of the Education & Skills Funding Agency. We provide a Data Science service to the ESFA, we automate data systems, build analytical tools and give our users applications to reduce time spent on repetitive and administrative tasks.​ We offer the following services:  data capture, including online data collections; data management, governance and storage; Management Information and data visualisation service, including on-line dashboards and interactive analysis tools; And Analysis and modelling service, including building financial forecasting, fraud, intervention and risk models and offering an analysis QA service","Department for Education","Education and Skills Funding Agency","Education and Skills Funding Agency","0370 000 2288","N/D","DFE-2367","0","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2225","N/D","SCS1","Deputy Director","Deputy Director, Early Years Strategy and Entitlements.  I have policy responsibility for the Department for Education’s early years entitlements for 2,3 and 4 year olds and for early years strategy.","Department for Education","Department for Education","Early Years, Childcare, School Food & Teaching Regulation","0370 000 2288","N/D","DFE-2005","0","0.80","N/A","N/A","","Other","London","nan","1"
"DFE-2231","N/D","SCS1","Deputy Director","Jobshare - Deputy Directors heading up the Technical Education and Qualifications Reform Division. Responsible for policy on post-16 qualifications (excluding A Levels) and currently oversee the review of post-16 qualifications at level 3 and below. Also responsible for development of the T Level transition programme","Department for Education","Department for Education","Technical Education & Qualifications Reform​","0370 000 2288","N/D","DFE-2068","1294087","0.60","N/A","N/A","","Other","Unknown","Job Share","1"
"DFE-2415","N/D","SCS1","Deputy Director","FE Improvement and Oversight Deputy Director within Operations Group","Department for Education","Department for Education","Resilience","0370 000 2288","N/D","DFE-2374","0","0.80","N/A","N/A","","Other","London","nan","1"
"DFE-2288","N/D","SCS1","Deputy Director","Regions Group: Yorkshire & Humber Deputy Director","Department for Education","Department for Education","Regions Group: Yorkshire & Humber","0370 000 2288","N/D","DFE-2302","0","0.81","N/A","N/A","","Other","North East","nan","1"
"DFE-2409","N/D","SCS1","Deputy Director","Schools Strategy and Support Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","School Strategy and System Reform","0370 000 2288","N/D","DFE-2312","0","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2402","N/D","SCS1","Deputy Director","Deputy Director - Private Office","Department for Education","Department for Education","Private Office","0370 000 2288","N/D","DFE-2257","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2388","N/D","SCS1","Deputy Director","Job Share - Social Care Mobility and Disadvantage Deputy Director within Children's Services, Communications and Strategy Group. (Job Share)","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","1411433","0.70","N/A","N/A","","Other","London","Job Share","1"
"DFE-2432","N/D","SCS1","Deputy Director","International and EU Exit Directorate Deputy Director","Department for Education","Department for Education","International Education Directorate","0370 000 2288","N/D","DFE-2273","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2385","Jenny Oldroyd","SCS2","Director","Qualifications Directorate Director within COVID Response and Recovery Group","Department for Education","Department for Education","Curriculum and General Qualifications","0370 000 2288","N/D","DFE-2017","0","0.70","65000","69999","","Other","London","nan","1"
"DFE-2494","N/D","SCS1","Deputy Director","Children’s Social Care - Improvement and Learning Deputy Director","Department for Education","Department for Education","Safeguarding and Workforce","0370 000 2288","N/D","DFE-2320","0","0.61","N/A","N/A","","Other","London","nan","1"
"DFE-2506","N/D","SCS1","Deputy Director","Deputy Director Private Office","Department for Education","Department for Education","Private Office","0370 000 2288","N/D","DFE-2257","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2450","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2493","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2362","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2103","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2110","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2499","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2500","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2180","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2018","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2495","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2308","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2496","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2441","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
"DFE-2427","Eliminated","nan","nan","nan","nan","nan","nan","nan","nan","nan","N/A","","N/A","N/A","","nan","nan","nan","1"
