Merchant Category,Supplier,Service,Summary of purpose of expenditure,invoice_date,paid_date,net_amount
Social Care Services,MRL Healthcare Limited,Services to People,Care Payments,12/09/2019,17/09/2019,814.22
Social Care Services,MRL Healthcare Limited,Services to People,Care Payments,19/09/2019,20/09/2019,2181.12
Social Care Services,MRL Healthcare Limited,Services to People,Information and Communications Technology,16/09/2019,17/09/2019,-630.53
Social Care Services,MRL Healthcare Limited,Services to People,Care Payments,19/09/2019,25/09/2019,790.46
Property Development,Muse Developments Ltd,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,55901.02
Health Advice / Awareness,MYCLOUD LIMITED,Services to People,Professional Fees,21/08/2019,12/09/2019,4550
Social Care Services,NAS Services Limited,Services to People,Care Payments,04/09/2019,05/09/2019,14103.88
Social Care Services,NAS Services Limited,Services to People,Care Payments,05/09/2019,06/09/2019,-1242.6
Social Care Services,NAS Services Limited,Services to People,Care Payments,05/09/2019,06/09/2019,17246.68
Transport and Travel,National Car Parks Ltd,Services to People,Fees and Charges,30/08/2019,02/09/2019,28132.88
Transport and Travel,NATIONAL HOLIDAYS LTD,Services to Place,Publicity and Promotion,03/09/2019,04/09/2019,7210.25
Transport and Travel,NATIONAL HOLIDAYS LTD,Services to Place,Office Expenses,03/09/2019,04/09/2019,-1672.96
Social Care Services,National Neurological Services Ltd,Services to People,Care Payments,06/09/2019,06/09/2019,-414.2
Social Care Services,National Neurological Services Ltd,Services to People,Care Payments,06/09/2019,06/09/2019,-343.8
Social Care Services,National Neurological Services Ltd,Services to People,Care Payments,06/09/2019,06/09/2019,6000
Social Care Services,National Neurological Services Ltd,Services to People,Care Payments,06/09/2019,06/09/2019,7200
Design Services,Nature Sign Design,Services to Place,Furniture and Equipment,12/08/2019,06/09/2019,1350
Utilities,NETWORK RAIL INFRASTRUCTURE LTD,Corporate and Support Services,Rents,12/09/2019,13/09/2019,57963.75
Property Management,Network Rail Property,Corporate and Support Services,Rents,16/09/2019,16/09/2019,-5575
Property Management,Network Rail Property,Corporate and Support Services,Rents,04/09/2019,05/09/2019,570.96
Property Management,Network Rail Property,Corporate and Support Services,Rents,16/09/2019,16/09/2019,5575
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,187.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1065
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,796.62
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1427.1
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1635.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,238.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1205.58
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,907.38
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1482.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,1823.27
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,14313.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,187.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,1069.26
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,796.62
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,1363.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,1329.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,187.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,119.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,2100.18
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,592.14
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,1167.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,1588.98
Healthcare Supplies,Newlyn Healthcare Ltd,Services to Place,Capital Expenditure - Works,12/08/2019,02/09/2019,2650
Central Government Department,NHS Pensions,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,16/09/2019,17/09/2019,25693.3
Legal Services,No5 Chambers,Corporate and Support Services,Professional Fees,12/08/2019,02/09/2019,1500
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,20/08/2019,16/09/2019,359
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,20/08/2019,16/09/2019,262.5
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,20/08/2019,16/09/2019,569.5
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,30/08/2019,20/09/2019,569.5
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,30/08/2019,24/09/2019,632
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,30/08/2019,24/09/2019,1150
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,30/08/2019,24/09/2019,598
Music and Musical Instruments,NORMANS (BURTON ON TRENT) LTD,Services to People,Furniture and Equipment,30/08/2019,24/09/2019,322.5
Childcare Provision,NORTH CHESHIRE JEWISH NURSERY,Services to People,Expenses and Allowances,13/09/2019,16/09/2019,432.48
Childcare Provision,NORTH CHESHIRE JEWISH NURSERY,Services to People,Expenses and Allowances,13/09/2019,16/09/2019,432.48
Construction / Building Services,NORTHERN INSULATION CONTRACTORS,Services to Place,Capital Expenditure - Works,03/09/2019,06/09/2019,1450
Construction / Building Services,NORTHERN INSULATION CONTRACTORS,Services to People,Repairs and Maintenance,05/09/2019,06/09/2019,1990
Construction / Building Services,NORTHERN INSULATION CONTRACTORS,Services to Place,Capital Expenditure - Works,10/09/2019,11/09/2019,2345
Construction / Building Services,NORTHERN INSULATION CONTRACTORS,Services to Place,Capital Expenditure - Works,17/09/2019,20/09/2019,893
Construction / Building Services,NORTHERN INSULATION CONTRACTORS,Services to People,Repairs and Maintenance,03/09/2019,04/09/2019,47303
NHS Organisation,Northumbria Healthcare,Corporate and Support Services,Furniture and Equipment,10/09/2019,11/09/2019,1936.78
NHS Organisation,Northumbria Healthcare,Corporate and Support Services,Furniture and Equipment,26/09/2019,27/09/2019,2094.64
NHS Organisation,Northumbria Healthcare,Corporate and Support Services,Furniture and Equipment,26/09/2019,27/09/2019,808.97
Utilities,NPOWER (Electricity),Services to Place,Utilities,30/08/2019,05/09/2019,-162958.43
Utilities,NPOWER (Electricity),Services to Place,Utilities,30/08/2019,05/09/2019,159811.4
Utilities,NPOWER (Electricity),Services to Place,Utilities,30/08/2019,05/09/2019,-1097.4
Utilities,NPOWER (Electricity),Services to Place,Utilities,30/08/2019,11/09/2019,1666.22
Utilities,NPOWER (Electricity),Services to Place,Utilities,04/09/2019,05/09/2019,112961.16
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,11/09/2019,12/09/2019,603.55
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,11/09/2019,12/09/2019,30827.99
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,11/09/2019,12/09/2019,800
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,11/09/2019,12/09/2019,25.75
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,11/09/2019,12/09/2019,2109.25
Utilities,NPOWER NORTHERN LTD,Corporate and Support Services,Utilities,19/09/2019,20/09/2019,1226.8
Business Services / Support,NSL Ltd,Services to Place,Leasing /Transport Hire,06/08/2019,25/09/2019,9213.52
Business Services / Support,NSL Ltd,Services to Place,Office Expenses,05/09/2019,27/09/2019,6428.73
Social Care Services,Oakfields,Services to People,Care Payments,03/09/2019,04/09/2019,11049.29
Social Care Services,Oakfields,Services to People,Care Payments,03/09/2019,04/09/2019,9742.86
Social Care Services,OAKVIEW CARE HOME LIMITED,Services to People,Care Payments,05/09/2019,06/09/2019,-1187.56
Social Care Services,OAKVIEW CARE HOME LIMITED,Services to People,Care Payments,05/09/2019,06/09/2019,-414.32
Social Care Services,OAKVIEW CARE HOME LIMITED,Services to People,Care Payments,05/09/2019,06/09/2019,7068
Social Care Services,OAKVIEW CARE HOME LIMITED,Services to People,Care Payments,05/09/2019,06/09/2019,1908
Social Care Services,OAKVIEW CARE HOME LIMITED,Services to People,Care Payments,05/09/2019,06/09/2019,1964
Facilities Management,OCS Group UK Limited,Services to Place,Third party payments - Private/Voluntary Sector,10/09/2019,27/09/2019,5799.89
Office Equipment,Office Furniture Online,Services to People,Furniture and Equipment,16/09/2019,30/09/2019,154
Office Equipment,Office Furniture Online,Services to People,Furniture and Equipment,16/09/2019,30/09/2019,1308
Other Public Sector Organisation,OFSTED FINANCE,Services to People,Fees and Charges,20/08/2019,03/09/2019,1872
Other Public Sector Organisation,OFSTED FINANCE,Services to People,Fees and Charges,02/09/2019,03/09/2019,-1872
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,-3312.57
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,4707.86
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,21747.86
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,827.8
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,638.59
Social Care Services,Olea Care Group,Services to People,Care Payments,30/08/2019,02/09/2019,1421.43
Social Care Services,Olea Care Group,Services to People,Care Payments,06/09/2019,06/09/2019,-2288.04
Social Care Services,Olea Care Group,Services to People,Care Payments,06/09/2019,06/09/2019,18920
Social Care Services,Olea Care Group,Services to People,Care Payments,06/09/2019,06/09/2019,662.24
Social Care Services,Olea Care Group,Services to People,Care Payments,06/09/2019,06/09/2019,5960.16
Social Care Services,Olea Care Group,Services to People,Care Payments,06/09/2019,06/09/2019,3311.2
Social Care Services,Olea Care Group,Services to People,Care Payments,27/09/2019,30/09/2019,3980
Education Services,One Education Ltd,Services to People,Fees and Charges,16/08/2019,11/09/2019,4950
Education Services,One Education Ltd,Services to People,Fees and Charges,16/08/2019,11/09/2019,4950
Education Services,One Education Ltd,Services to People,Professional Fees,19/08/2019,11/09/2019,8880
,One Time Supplier,Corporate and Support Services,MISCLASSIFIED? CHECK BEFORE PUBLICATION,30/08/2019,02/09/2019,44128.87
,One Time Supplier,Corporate and Support Services,Legal Fees,09/09/2019,10/09/2019,1480
,One Time Supplier,Corporate and Support Services,BID Levy,24/09/2019,25/09/2019,531
,One Time Supplier,Non-General Fund Items,MISCLASSIFIED? CHECK BEFORE PUBLICATION,25/09/2019,26/09/2019,651.38
Housing Services,Onward,Services to People,Rents,16/08/2019,03/09/2019,601.85
Housing Services,Onward,Services to People,Rents,16/08/2019,03/09/2019,603.55
Office Equip't/Stationery Supplies,OPAL ENVELOPES LTD,Corporate and Support Services,Publicity and Promotion,27/08/2019,11/09/2019,628.2
Security / Safety,Open View Security Solutions LTD,Services to Place,Capital Expenditure - Works,10/09/2019,27/09/2019,39232.8
Security / Safety,Open View Security Solutions LTD,Services to Place,Capital Expenditure - Works,10/09/2019,27/09/2019,11209.37
Utilities,OPUS ENERGY LTD,Corporate and Support Services,Utilities,19/09/2019,20/09/2019,3391.47
Utilities,OPUS ENERGY LTD,Corporate and Support Services,Utilities,19/09/2019,20/09/2019,1663.34
Utilities,OPUS ENERGY LTD,Services to People,Utilities,17/09/2019,18/09/2019,1116.18
Property Management,ORBIT DEVELPOMENTS (M/C) LTD,Services to Place,Refunds,18/09/2019,19/09/2019,510.5
Social Care Services,Orchard Care Homes,Services to People,Care Payments,05/09/2019,06/09/2019,-569.4
Social Care Services,Orchard Care Homes,Services to People,Care Payments,05/09/2019,06/09/2019,2040
Recruitment / Staffing,Osborne Richardson,Services to Place,Professional Fees,02/09/2019,18/09/2019,674.25
Recruitment / Staffing,Osborne Richardson,Services to Place,Professional Fees,02/09/2019,18/09/2019,15
Legal Services,OTTEN PENNA SOLICITORS,Corporate and Support Services,Legal Fees,16/09/2019,27/09/2019,611.85
Social Care Services,OUTREACH,Services to People,Care Payments,05/09/2019,06/09/2019,-414.2
Social Care Services,OUTREACH,Services to People,Care Payments,05/09/2019,06/09/2019,2150.72
Health Advice / Awareness,Oxpen Solutions Ltd,Services to People,Legal Fees,24/09/2019,25/09/2019,1128.96
Social Care Services,Pallottine Missionary Sisters,Services to People,Care Payments,05/09/2019,06/09/2019,-661.96
Social Care Services,Pallottine Missionary Sisters,Services to People,Care Payments,05/09/2019,06/09/2019,2181.36
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,4138.5
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,4138.5
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,4138.5
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,4138.5
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,4138.5
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,-753.3
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,-1151.43
Foster Care,PARALLEL PARENTS (FF),Services to People,Care Payments,03/09/2019,04/09/2019,-4138.5
Professional / Consultancy Services,Parents and Children Together,Services to People,Professional Fees,19/08/2019,11/09/2019,10000
Printing Services,Partridge & Print,Services to People,Library Equipment,05/09/2019,30/09/2019,540
Printing Services,Partridge & Print,Services to People,Library Equipment,05/09/2019,30/09/2019,27.75
Childcare Provision,PATHFINDERS,Services to People,Care Payments,03/09/2019,04/09/2019,14525.71
Professional / Consultancy Services,Paul Cheeseman,Services to People,Expenses and Allowances,29/07/2019,03/09/2019,6000
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,04/09/2019,05/09/2019,45
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,04/09/2019,05/09/2019,485.79
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,04/09/2019,05/09/2019,45
Financial Services,PayPoint - CSGA Payments,Services to People,Clothing Uniforms and Laundry,04/09/2019,05/09/2019,320
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,30
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,1533.36
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,60
Financial Services,PayPoint - CSGA Payments,Services to People,Clothing Uniforms and Laundry,17/09/2019,18/09/2019,80
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,25
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,438
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,17/09/2019,18/09/2019,45
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,24/09/2019,25/09/2019,40
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,24/09/2019,25/09/2019,461.85
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,24/09/2019,25/09/2019,70
Financial Services,PayPoint Network Ltd,Services to People,Utilities,28/08/2019,05/09/2019,4201.72
Engineering Services,Pell Frischmann Consultants Ltd,Services to Place,Professional Fees,16/08/2019,10/09/2019,5157.6
Social Care Services,PENDLETON CARE LTD,Services to People,Care Payments,30/08/2019,02/09/2019,12561.71
Social Care Services,PENDLETON CARE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,-414.2
Social Care Services,PENDLETON CARE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,5338.96
Social Care Services,PENDLETON CARE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,3702.4
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Other Payments,09/09/2019,27/09/2019,-753.74
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,13/09/2019,27/09/2019,724.55
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Agency Staff,06/09/2019,27/09/2019,15405
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,13/09/2019,27/09/2019,3881.5
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,13/09/2019,27/09/2019,1602.67
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Third party payments - Public Sector,21/08/2019,05/09/2019,3432.23
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Third party payments - Public Sector,21/08/2019,05/09/2019,3432.23
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Agency Staff,04/09/2019,27/09/2019,2091.64
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,04/09/2019,27/09/2019,4048
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,05/09/2019,27/09/2019,-3085.25
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,05/09/2019,27/09/2019,-3085.25
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Third party payments - Public Sector,10/09/2019,27/09/2019,2772
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Service Contract Payments,10/09/2019,30/09/2019,98897.33
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Agency Staff,11/09/2019,27/09/2019,-2091.64
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,MISCLASSIFIED? CHECK BEFORE PUBLICATION,11/09/2019,27/09/2019,2091.64
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Third party payments - Public Sector,16/09/2019,30/09/2019,3432.23
Social Care Services,Pen-Y-Garth,Services to People,Care Payments,06/09/2019,06/09/2019,-569.4
Social Care Services,Pen-Y-Garth,Services to People,Care Payments,06/09/2019,06/09/2019,2348.8
Professional / Trade Body,PERFORMING RIGHT SOCIETY LTD,Corporate and Support Services,Fees and Charges,19/09/2019,20/09/2019,724.63
Professional / Trade Body,PERFORMING RIGHT SOCIETY LTD,Corporate and Support Services,Fees and Charges,19/09/2019,20/09/2019,522.35
Professional / Trade Body,PERFORMING RIGHT SOCIETY LTD,Corporate and Support Services,Fees and Charges,19/09/2019,20/09/2019,1367.82
Professional / Trade Body,PERFORMING RIGHT SOCIETY LTD,Corporate and Support Services,Fees and Charges,19/09/2019,20/09/2019,884.26
Building Services,Permicoat Ltd,Services to People,Capital Expenditure - Works,10/09/2019,18/09/2019,427590.06
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,20/08/2019,06/09/2019,3596
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,20/08/2019,06/09/2019,2704
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,23/08/2019,13/09/2019,4495
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,23/08/2019,13/09/2019,3380
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,29/08/2019,20/09/2019,4495
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,10/09/2019,27/09/2019,3596
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,10/09/2019,20/09/2019,3380
Professional / Consultancy Services,Pertemps Professional Recruitment,Services to People,Agency Staff,10/09/2019,27/09/2019,3380
Books / Magazines / Media,PETERS BOOKSELLING SERVICES,Corporate and Support Services,Library Equipment,05/09/2019,18/09/2019,878.25
Books / Magazines / Media,PETERS BOOKSELLING SERVICES,Corporate and Support Services,Library Equipment,05/09/2019,18/09/2019,510.85
Books / Magazines / Media,PETERS BOOKSELLING SERVICES,Corporate and Support Services,Library Equipment,05/09/2019,16/09/2019,1410.2
Books / Magazines / Media,PETERS BOOKSELLING SERVICES,Corporate and Support Services,Library Equipment,05/09/2019,13/09/2019,1116.4
Books / Magazines / Media,PETERS BOOKSELLING SERVICES,Corporate and Support Services,Library Equipment,17/09/2019,27/09/2019,844.25
Social Care Services,Phoenix Cottages Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,-1522.4
Social Care Services,Phoenix Cottages Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,30429.68
Social Care Services,Phoenix Futures,Services to People,Care Payments,30/08/2019,02/09/2019,-57.3
Social Care Services,Phoenix Futures,Services to People,Care Payments,30/08/2019,02/09/2019,-22.99
Social Care Services,Phoenix Futures,Services to People,Care Payments,30/08/2019,02/09/2019,1822.86
Social Care Services,Phoenix Futures,Services to People,Care Payments,30/08/2019,02/09/2019,1657.14
Social Care Services,Phoenix Futures,Services to People,Care Payments,27/09/2019,30/09/2019,580
Social Care Services,Phoenix Futures,Services to People,Care Payments,27/09/2019,30/09/2019,3728.57
Social Care Services,Phoenix Futures,Services to People,Care Payments,27/09/2019,30/09/2019,2320
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Professional Fees,12/08/2019,05/09/2019,4750
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,04/09/2019,24/09/2019,480167.41
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,04/09/2019,24/09/2019,131491.13
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,04/09/2019,25/09/2019,5287.65
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,17/09/2019,24/09/2019,-480167.41
Software Supplier,PHOENIX SOFTWARE LTD,Corporate and Support Services,Information and Communications Technology,17/09/2019,24/09/2019,-131491.13
Health Services,Physio.co.uk,Corporate and Support Services,Fees and Charges,22/08/2019,02/09/2019,4060
Legal Services,PINSENT MASONS LLP,Services to Place,Supplies and services,23/08/2019,17/09/2019,2500
Legal Services,PINSENT MASONS LLP,Corporate and Support Services,Professional Fees,10/09/2019,30/09/2019,1046.65
Legal Services,PINSENT MASONS LLP,Services to Place,Professional Fees,26/09/2019,27/09/2019,790.5
Software Supplier,Pitney Bowes Software Europe Ltd,Services to Place,Information and Communications Technology,01/07/2019,02/09/2019,8574
Software Supplier,Pitney Bowes Software Europe Ltd,Services to Place,Information and Communications Technology,30/08/2019,02/09/2019,-8574
Software Supplier,Pitney Bowes Software Europe Ltd,Services to Place,Information and Communications Technology,04/09/2019,17/09/2019,4837
Childcare Provision,PLAYTIME KIDS CLUBS LTD,Services to People,Third party payments - Private/Voluntary Sector,12/09/2019,13/09/2019,1185.6
Construction / Building Services,PLP Construction,Corporate and Support Services,Capital Expenditure - Works,19/09/2019,20/09/2019,4646.02
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,30/08/2019,02/09/2019,2412
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,30/08/2019,02/09/2019,9303.43
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,05/09/2019,06/09/2019,-3190.12
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,05/09/2019,06/09/2019,924.94
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,05/09/2019,06/09/2019,2412
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,05/09/2019,06/09/2019,21652
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,05/09/2019,06/09/2019,-3786.43
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,27/09/2019,30/09/2019,1809
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,27/09/2019,30/09/2019,86.14
Training Provision,Positive Response Training & Consul,Corporate and Support Services,Staff Training,16/08/2019,11/09/2019,1220
Social Care Services,PossAbilities CIC,Services to People,Care Payments,16/09/2019,27/09/2019,216027
Social Care Services,Potensial Ltd,Services to People,Care Payments,30/08/2019,02/09/2019,6732
Social Care Services,Potensial Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,-2582.25
Social Care Services,Potensial Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,2090.4
Social Care Services,Potensial Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,2090.4
Social Care Services,Potensial Ltd,Services to People,Care Payments,11/09/2019,11/09/2019,3600
Social Care Services,Potensial Ltd,Services to People,Care Payments,27/09/2019,30/09/2019,6732
Professional / Trade Body,PPL PRS Ltd,Services to Place,Fees and Charges,24/09/2019,25/09/2019,1128.81
Social Care Services,Premier Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,262.6
Social Care Services,Premier Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,674.68
Social Care Services,Premier Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,262.6
Social Care Services,Premier Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,642.36
Social Care Services,PREMIUM CARE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,-347
Social Care Services,PREMIUM CARE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,1783.68
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,10/09/2019,11/09/2019,377.2
Financial Services,Prepaid Financial Services Ltd,Services to People,Care Payments,10/09/2019,11/09/2019,110.39
Financial Services,Prepaid Financial Services Ltd,Services to People,Catering Supplies,10/09/2019,11/09/2019,163.99
Financial Services,Prepaid Financial Services Ltd,Services to People,Furniture and Equipment,10/09/2019,11/09/2019,477.22
Financial Services,Prepaid Financial Services Ltd,Services to People,Fuel,10/09/2019,11/09/2019,93.67
Financial Services,Prepaid Financial Services Ltd,Services to People,Fees and Charges,10/09/2019,11/09/2019,52.1
Financial Services,Prepaid Financial Services Ltd,Services to People,Information and Communications Technology,10/09/2019,11/09/2019,81.98
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,10/09/2019,11/09/2019,25
Financial Services,Prepaid Financial Services Ltd,Services to People,Furniture and Equipment,10/09/2019,11/09/2019,83.95
Financial Services,Prepaid Financial Services Ltd,Services to People,Fees and Charges,10/09/2019,11/09/2019,7.99
Financial Services,Prepaid Financial Services Ltd,Services to People,Furniture and Equipment,10/09/2019,11/09/2019,377.87
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,10/09/2019,11/09/2019,58.17
Financial Services,Prepaid Financial Services Ltd,Services to People,Catering Supplies,10/09/2019,11/09/2019,270.21
Financial Services,Prepaid Financial Services Ltd,Services to People,Furniture and Equipment,10/09/2019,11/09/2019,55.87
Financial Services,Prepaid Financial Services Ltd,Services to People,Information and Communications Technology,10/09/2019,11/09/2019,-81.98
Financial Services,Prepaid Financial Services Ltd,Services to People,Information and Communications Technology,10/09/2019,11/09/2019,87.49
Financial Services,Prepaid Financial Services Ltd,Services to People,Publicity and Promotion,10/09/2019,11/09/2019,129.18
Financial Services,Prepaid Financial Services Ltd,Services to People,Care Payments,10/09/2019,11/09/2019,156
