Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Invoice Number,Invoice Distribution Amount,Account Code,Cost Centre
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£3,5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,£3,9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£3,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£3,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£3,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£3,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£3,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£3,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,OPS PEN PS NEWCASTLE PC REGIONAL GROUP,ROYAL BANK OF SCOTLAND,RBS-24-JAN-2018,£3,5217100000,10400647
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,OPS WA ESA BURNLEY,ROYAL BANK OF SCOTLAND,RBS-24-JAN-2018,£3,5211400000,10401043
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£3,5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£3,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£3,5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,£3,9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD LEEDS QUARRY HOUSE,TELEREAL TRILLIUM,991728,£2,9115102901,10393830
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£2,9115102901,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£2,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£2,5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£2,9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£2,9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,OPS WDC WSD CE GROUP BUSINESS MANAGEMENT,ROYAL BANK OF SCOTLAND,RBS-24-JAN-2018,£2,5217100000,10403202
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - STATIONERY,CHG BTG DELIVER DELIVERY METHODS,ROYAL BANK OF SCOTLAND,RBS-24-JAN-2018,£2,5217100004,10384003
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£2,5222502900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,£2,9115102900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£2,5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD LEEDS QUARRY HOUSE,TELEREAL TRILLIUM,991728,£2,9115102901,10393830
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,£2,9115102900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,£2,5217100002,10392330
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£2,9115102901,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£2,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£2,5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£2,9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£2,5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£1,9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,£1,5217100002,10392330
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,£1,5217100002,10392330
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,£1,9115102900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£1,9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,£1,9115102901,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,£1,5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,£1,5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,£1,5222502900,10393855
