Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
24/10/2023,Capital Grants To Central Government,"DESNZ - Net Zero, Nuclear & International - DESNZ - Nuclear Power and Decommissioning",NATIONAL NUCLEAR LABORATORY LTD,545845,6600626.99,DESNZ - Net Zero - NNL Facilities-Capital Grants To Central Government,WA3 6AE,VENDOR
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Levistor Ltd,545848,68648.24,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,SW20 0JY,GRANT
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Wase Ltd,545849,73815.01,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,W3 0TG,GRANT
25/10/2023,Current Grants To Private Sector - NPISH,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Power NI Energy Ltd,545853,257822.12,DESNZ - Energy Price Guarantee NI - Domestic AME-Current Grants To Private Sector - NPISH,BT9 5NF,GRANT
26/10/2023,Current Grants To Private Sector - NPISH,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Xoserve Ltd,545856,14331650.16,DESNZ - Energy Price Guarantee GB - Domestic AME-Current Grants To Private Sector - NPISH,B91 3DL,GRANT
26/10/2023,Current Grants To Private Sector - NPISH,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Xoserve Ltd,545856,177372541.3,DESNZ - Energy Price Guarantee GB - Domestic AME-Current Grants To Private Sector - NPISH,B91 3DL,GRANT
25/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Immaterial Ltd,545858,51521.61,DESNZ - Net Zero Costs - Admin-R & D Outsourced Other,CB4 0FW,VENDOR
25/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",THE UNIVERSITY OF MANCHESTER,545861,293398.73,DESNZ - Net Zero Innovation - Hydrogen-R & D Outsourced Other,M13 9PL,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",GENGAME LTD,545867,72486.93,DESNZ - Net Zero Innovation - Built-R & D Current Grants to Private Sector - NPISH,HG2 8NA,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",H2GO Power Ltd,545869,25896.19,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,W12 0BZ,GRANT
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Build Test Solutions Ltd,545872,39926.97,DESNZ - Net Zero Innovation - Built-R & D Current Grants to Private Sector - NPISH,LE17 4HB,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Equiwatt Ltd,545876,71745,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,NE8 3DF,GRANT
27/10/2023,International Subscriptions,"DESNZ - Net Zero, Nuclear & International - DESNZ - Nuclear Protection Directorate",International Atomic Energy Agency,545877,13492141.52,DESNZ - Iaea Annual Subscription-International Subscriptions,1400,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Innovative Materials Ltd,545878,28329.83,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,CV11 6RY,GRANT
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Solar Flow Ltd,545879,37180,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,SW11 3BQ,VENDOR
25/10/2023,Outsourced Programme Management,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Clean Heat,D3-Associates Ltd,545923,29556,DESNZ - Heat Networks Efficiency Scheme (HNES)-Outsourced Programme Management,NE46 4DQ,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Latent Drive Ltd,545928,67744.83,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,DT2 8ZB,GRANT
30/10/2023,Consultancy Expenditure,ICS - Integrated Corporate Services - ICS - Digital,4C Associates Ltd,545937,35150,DESNZ - Shared Services CS Admin-Consultancy Expenditure,W6 7JP,VENDOR
25/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Cable Coatings Ltd t/a Assetcool,545939,34553.68,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,LS2 3AA,GRANT
25/10/2023,Legal Services and Advice Agency,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Dentons UK and Middle East LLP,545940,58720.8,DESNZ - Energy Price Guarantee - Domestic-Legal Services and Advice Agency,EC4M 7WS,VENDOR
30/10/2023,Other Professional Services,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Clean Heat,ICF Consulting Services Ltd,546111,47032.15,DESNZ - Energy Technologies List-Other Professional Services,EC4R 1BE,VENDOR
26/10/2023,Subsidies to the Private Sector - Companies,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Elexon Ltd,546141,35386308.46,DESNZ - Energy Bill Discount Scheme AME-Subsidies to the Private Sector - Companies,NW1 3AW,VENDOR
26/10/2023,Current Grants To Private Sector - NPISH,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Xoserve Ltd,546143,5431016.94,DESNZ - Energy Bill Discount Scheme AME-Current Grants To Private Sector - NPISH,B91 3DL,GRANT
26/10/2023,Subsidies to the Private Sector - Companies,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Xoserve Ltd,546143,6230853,DESNZ - Energy Bill Discount Scheme AME-Subsidies to the Private Sector - Companies,B91 3DL,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",OXFORD NANOSYSTEMS LTD,546145,62536.33,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,OX14 1DY,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Cheesecake Energy Ltd,546148,83400.62,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,NG7 2TU,VENDOR
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",RheEnergise Ltd,546154,26646.07,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,EC3 7BA,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",OXFORD NANOSYSTEMS LTD,546155,53175.14,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,OX14 1DY,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",CompactGTL Ltd,546157,114905.42,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,W1W 7LT,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Bramble Energy Ltd,546158,231700.49,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,RH10 9NE,GRANT
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Inition Energy Ltd,546159,97712.52,DESNZ - Delivery of BEIS Energy Innovation-R & D Current Grants to Private Sector - NPISH,OX11 0QX,VENDOR
26/10/2023,R & D Current Grants to Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",GREEN ENERGY OPTIONS LTD,546167,29138.06,DESNZ - Net Zero Innovation - Built-R & D Current Grants to Private Sector - NPISH,CB23 7QS,VENDOR
26/10/2023,Misc. Non Procurement Spend,"DESNZ - Net Zero, Nuclear & International - DESNZ - New Nuclear Strategy and Fusion Energy and Advanced Nuclear Technologies",Office for Nuclear Regulation,546169,70628.01,DESNZ - Devolved Admin-Misc. Non Procurement Spend,NP10 8FZ,VENDOR
30/10/2023,ICT Outsourcing & Maintenance/Support,DESNZ - Energy Infrastructure - DESNZ - Energy Development,North Sea Transition Authority,546290,56005.12,DESNZ - Devolved Admin-ICT Outsourcing & Maintenance/Support,WC1B 3HF,WGA ONLY
27/10/2023,Grant-In-Aid to Arms Length Bodies,DESNZ - Energy Infrastructure - DESNZ - Energy Development,North Sea Transition Authority,546300,592500,DESNZ - OGA Grant in Aid-Grant-In-Aid to Arms Length Bodies,WC1B 3HF,WGA ONLY
27/10/2023,Other Technical Professional Services,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings and Industry DG Office,BARINGA PARTNERS LLP,546319,62112,DESNZ - Roll-out of Smart Meters-Other Technical Professional Services,SW1E 6AJ,VENDOR
27/10/2023,Consultancy Expenditure,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,IPSOS (Market Research) Ltd,546327,159156,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Consultancy Expenditure,E1W 1YW,VENDOR
27/10/2023,Current Grants To Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - INZ: Climate Finance & Strategy",Centre for International Forestry Research (CIFOR),546354,286571.32,DESNZ - INZ - CARE Fund-Current Grants To Private Sector - NPISH,16115,GRANT
27/10/2023,Legal Services and Advice Agency,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Dentons UK and Middle East LLP,546361,77901.86,DESNZ - Energy Price Guarantee - Domestic-Legal Services and Advice Agency,EC4M 7WS,VENDOR
27/10/2023,Grant-In-Aid to Arms Length Bodies,DESNZ - Energy Infrastructure - DESNZ - Energy Development,North Sea Transition Authority,546509,450000,DESNZ - OGA Grant in Aid-Grant-In-Aid to Arms Length Bodies,WC1B 3HF,WGA ONLY
27/10/2023,Utilisation of Provisions - Purchase of Goods & Services - Other,DESNZ - Energy Infrastructure - DESNZ - Energy Development,Iron Mountain (UK) Plc,546524,203686.97,DESNZ - Coal Health Administration Costs Including Legal Defence And Records Man-Utilisation of Provisions - Purchase of Goods & Services - Other,EH54 7DF,VENDOR
27/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Lapwing Energy Ltd,546525,38134.2,DESNZ - Net Zero Innovation - Bioenergy and VC-R & D Outsourced Other,DN10 5BZ,VENDOR
27/10/2023,Capital Grants to Private Sector - Companies,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Calix (Europe) Ltd,546526,44650.22,DESNZ - Net Zero Innovation Industry and Carbon Capture Demonstration-Capital Grants to Private Sector - Companies,SE26 6RT,GRANT
27/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",CPL Products Ltd,546530,200289.19,DESNZ - Net Zero Innovation - Bioenergy and VC-R & D Outsourced Other,S21 1TZ,VENDOR
27/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",CPL Products Ltd,546531,75011.25,DESNZ - Net Zero Innovation - Bioenergy and VC-R & D Outsourced Other,S21 1TZ,VENDOR
27/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Rolls-Royce PLC,546533,450516.97,DESNZ - Net Zero Innovation - Bioenergy and VC-R & D Outsourced Other,DE24 8BJ,VENDOR
27/10/2023,Capital Grants to Private Sector - Companies,DESNZ - Energy Infrastructure - DESNZ - Hydrogen and Industrial Carbon Capture,Mannok Build Ltd,546542,73178.76,DESNZ - Net Zero Hydrogen Team-Capital Grants to Private Sector - Companies,BT92 9GP,GRANT
27/10/2023,Research and Development Expenditure,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Clean Heat,ICF Consulting Services Ltd,546562,41513.56,DESNZ - Boiler Upgrade Scheme (programme)-Research and Development Expenditure,EC4R 1BE,VENDOR
27/10/2023,Other Goods/Services,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",IMPERIAL COLLEGE LONDON,546563,196861.11,DESNZ - Climate Science International-Other Goods/Services,SW7 2AZ,WGA ONLY
30/10/2023,CA - BEIS Coal Health GBS Account,DESNZ - Energy Infrastructure - DESNZ - Energy Development,BEIS Coal Health,546566,500000,DESNZ - Liabilities To Ex-British Coal Employees And Other Liabilities Transferr-CA - BEIS Coal Health GBS Account,SW1H 0ET,VENDOR
27/10/2023,Current Grants To Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - INZ: Climate Finance & Strategy",UNIVERSITY OF EXETER,546604,479704.87,DESNZ - International Climate Finance (ICF)-Current Grants To Private Sector - NPISH,EX4 4QJ,GRANT
30/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",ESSITY UK LTD,546607,73311.92,DESNZ - Net Zero Innovation Industry and Carbon Capture Demonstration-R & D Outsourced Other,LU6 3EJ,GRANT
27/10/2023,Current Grants To Private Sector - NPISH,"DESNZ - Net Zero, Nuclear & International - DESNZ - INZ: Climate Finance & Strategy",MOTT MACDONALD LTD,546623,41283.16,DESNZ - International Climate Finance (ICF)-Current Grants To Private Sector - NPISH,BN1 4FY,VENDOR
27/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",MOTT MACDONALD LTD,546628,32793.92,DESNZ - Delivery of BEIS Energy Innovation-R & D Outsourced Other,CR0 2EE,VENDOR
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Connexus Homes Ltd,546631,103864,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,SY7 9BW,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Nottingham City Council,546633,1544755,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,NG2 3NG,WGA ONLY
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,PLYMOUTH CITY COUNCIL,546634,492350,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,PL1 3BJ,WGA ONLY
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Ashford Borough Council,546636,147141,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,TN23 1PL,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Broadland District Council,546637,323750.23,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,NR7 0DU,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Central Bedfordshire Council,546638,447648,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,SG17 5TQ,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Cottsway Housing Association Ltd,546639,34589,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,OX28 4YG,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,London and Quadrant Housing Trust,546640,1385849,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,E15 4PH,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,London Borough of Harrow,546641,40000,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,HA1 2XY,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,London Borough of Lewisham,546642,181805.09,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,SE6 4RU,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Milton Keynes Council,546643,325000,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,MK9 3EJ,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,London Borough of Newham,546644,34534,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,E16 2QU,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,North Tyneside Council,546645,108517,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,NE27 0BY,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Octavia Housing,546646,27068,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,W10 5BN,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Cheshire Peaks and Plains Housing Trust Ltd,546647,96612.85,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,SK11 6QJ,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,South Derbyshire District Council,546648,50000,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,DE11 0AH,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,South Kesteven District Council,546649,148514.19,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,NG31 6TT,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Tees Valley Combined Authority,546650,794888,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,DL2 1LU,GRANT
27/10/2023,Capital Grants To Local Government,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Domestic,Three Rivers District Council,546652,30000,DESNZ - Social Housing Decarbonisation Fund (SHDF)-Capital Grants To Local Government,WD3 1RL,GRANT
30/10/2023,Other Professional Services,DESNZ - Energy Infrastructure - DESNZ - Offshore Petroleum Regulator for Environment and Decommissioning,JNCC Support Co,546673,46595.65,DESNZ - Offshore Environmental Regulation-Other Professional Services,PE1 1JY,VENDOR
31/10/2023,R & D Technical Advice/Services and Support,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Clean Heat,Turner and Townsend Cost Management Ltd,546675,25994.85,DESNZ - Hydrogen Heating - CDEL expenditure-R & D Technical Advice/Services and Support,LS18 4GH,VENDOR
31/10/2023,R & D Technical Advice/Services and Support,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Clean Heat,Turner and Townsend Cost Management Ltd,546675,38472,DESNZ - Hydrogen Heating - CDEL expenditure-R & D Technical Advice/Services and Support,LS18 4GH,VENDOR
30/10/2023,Outsourced Programme Management,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Hinduja Global Solutions UK Ltd,546682,92889.28,DESNZ - Energy Bill Discount Scheme DEL-Prog-Outsourced Programme Management,TW8 9AG,VENDOR
30/10/2023,ICT Outsourcing & Maintenance/Support,DESNZ - Energy Infrastructure - DESNZ - Offshore Petroleum Regulator for Environment and Decommissioning,North Sea Transition Authority,546684,111476.53,DESNZ - Energy Portal Costs-ICT Outsourcing & Maintenance/Support,WC1B 3HF,WGA ONLY
30/10/2023,Current Grants To Private Sector - NPISH,DESNZ - Energy Markets & Supply - DESNZ - Energy Affordability,Power NI Energy Ltd,546695,2676712.01,DESNZ - Energy Price Guarantee NI - Domestic AME-Current Grants To Private Sector - NPISH,BT9 5NF,GRANT
30/10/2023,Finance & Accounting Advice,DESNZ - Energy Infrastructure - DESNZ - Carbon Capture Usage and Storage,Ernst and Young LLP,546698,920537.43,DESNZ - CCS Projects-Finance & Accounting Advice,SE1 2AF,VENDOR
30/10/2023,Economic Consultancy & Research,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Industrial Decarbonisation and Emissions Trading,Eunomia Research and Consulting Ltd,546704,149900,DESNZ - Carbon Hydrogen and Industry Analysis-Economic Consultancy & Research,BS1 4QS,VENDOR
31/10/2023,R & D Outsourced Other,"DESNZ - Net Zero, Nuclear & International - DESNZ - Science And Innovation",Ove Arup and Partners Ltd,546839,57032.4,DESNZ - Net Zero Innovation - Smart-R & D Outsourced Other,W1T 4BQ,VENDOR
31/10/2023,R & D Economic Consultancy and Research,DESNZ - Energy Markets & Supply - DESNZ - Energy Markets & Analysis,Frontier Economics Ltd,546847,49988.75,"DESNZ - Energy Sector Modelling, Research and Evaluation (ESNM R&D)-R & D Economic Consultancy and Research",WC1V 6DA,VENDOR
31/10/2023,Grant-In-Aid to Arms Length Bodies,DESNZ - Net Zero Buildings and Industry (NZBI) - DESNZ - Net Zero Buildings - Portfolio & Affordability,SALIX FINANCE LTD,547227,520434.42,DESNZ - Salix - Grant in Aid.-Grant-In-Aid to Arms Length Bodies,E14 4PU,GRANT
31/10/2023,CL - Cash CFERs paid over to HMT,DESNZ - Energy Infrastructure - DESNZ - Energy Development,CONSOLIDATED FUND ACCOUNT 6622,547340,89000000,DESNZ - Coal Pension Scheme Guarantors Fund-CL - Cash CFERs paid over to HMT,RH10 1UH,WGA ONLY
