Entity,GL Date,Merchant name,Amount,Description,,,,
EA,07/05/2014,J DAVIDSON PIPES,1043.81,Thirty six-metre lengths of twin wall pipe for repair works at Rye Harbour Flood Defence Structures,,,,
EA,30/04/2014,WWW.EXTRANET.APLANT.CO,712.50,"Servicing of two generators, one leaf blower, two pressure washers, three pumps, weed mower, three drills, one compressor and a concrete mixer used at sluice sites on the River Medway by team at Yalding Depot ",,,,
EA,21/05/2014,E Y E MARINE LTD,1881.60,"Chains, shackles and swivels for navigation buoy maintenance in Rye Harbour",,,,
EA,16/05/2014,UK POWER NETWORKS,1359.60,"Power grid connection for new moorings being installed at Rye Harbour Road, Rye",,,,
EA,08/05/2014,ELECTRAFISH LIMITE,1087.20,"Carry out testing and issue of test certificates for all electric fishing equipment on site at Ladymead Depot, Guildford ",,,,
EA,27/05/2014,HEAVYHAUL /CHELMSF,2129.76,"Low-loader HGV (Heavy Goods Vehicle) transportation of 32 steel universal columns weighing 2.3 tonnes each, transported from Witham (Essex) to the Environment Agency Depot for use in the Thames weir guard piling project",,,,
EA,12/05/2014,ARDEE HOSE LTD,1213.80,Fifty metres of six-inch lay flat hose. Also three lengths of ten-metre hose made up with six-inch bower couplings at each end.,,,,
EA,14/05/2014,A.1. ROPES & RIGG,850.15,Two 9m x 300mm wide lifting slings which have a full length cover protective sleeve for the boat hoist at Caversham Lakes,,,,
EA,12/05/2014,NEWEY & EYRE,971.23,"Four power sockets, 28 connectors and two hundred batteries for telemetry units at Dartford Creek Barrier, London",,,,
EA,30/04/2014,P.R. NEWSON LTD,1140.00,"Removal of fallen trees from Turkey Brook, Hertfordshire",,,,
EA,30/04/2014,P.R. NEWSON LTD,1920.00,"Tree surgery works at Dagenham Broom, St. Saviours School and removal of fallen branches from watercourse on site",,,,
EA,21/05/2014,BRETT CONCRETE LTD,636.00,"Ready-mixed concrete for replacement headwall at Uplands Outfall, Newenden",,,,
EA,23/05/2014,SETON,682.20,Lifebuoy ropes for Thames Barrier piers ,,,,
EA,19/05/2014,HAMMOND DRYSUITS LTD,680.50,New drysuit necessary as Personal Protective Equipment for one team member for use in field work such as fisheries surveys,,,,
EA,08/05/2014,D AND E ROBERTS,1307.04,Disposal of debris removed from weir structures along the River Thames from Whitchurch Lock to Teddington Lock as a result of flooding,,,,
EA,08/05/2014,D AND E ROBERTS,672.00,Disposal of debris removed from weir structures along the River Thames from Whitchurch Lock to Teddington Lock as a result of flooding,,,,
EA,01/05/2014,W ROBINSON & SONS,1776.29,Six hundred metres of six-inch layflat hose for pumping equipment used in the South East Region,,,,
EA,13/05/2014,3663,1653.65,"One-month catering supplies for the Thames Barrier Café, London",,,,
EA,27/05/2014,THE MCPS-PRS ALLIANCE,1123.28,Annual licence to comply with legal rights with playing music at the Thames Barrier Information Centre (required for when centre is hired out for conferences),,,,
EA,21/05/2014,TRAVIS PERKINS,547.20,"Twelve tonnes of ballast used to fill a river bank as part of a project to remove a concrete weir from a site at Shipley, West Sussex",,,,
EA,12/05/2014,ELECTRAFISH LIMITE,1704.00,One generator to power electric fishing equipment for fish surveys in the North London Area,,,,
EA,15/05/2014,PEARSON EDUCATION LTD,819.00,Fees for seven people attending Environment Conservation Qualifications and Credit Framework Award course,,,,
EA,30/04/2014,COVERS CTC 4,684.00,Ballast and cement for repairs to damaged sea wall,,,,
EA,30/04/2014,SOUTHAMPTON WATER ACTI,527.00,Training for one person to attain a Commercial Endorsement of an Advanced Powerboat Qualification. Also included hire of the centre's Rigid inflatable boat.,,,,
EA,22/05/2014,ARCO LTD,935.18,"Six pairs of polarised safety glasses, six pairs of eye shield safety glasses, twenty pairs of safety glasses and 96 pairs of safety gloves for Field Teams at Osney Yard, Oxford",,,,
EA,14/05/2014,CLAD SAFETY,1761.60,"Thirteen pairs of Gore-Tex safety hiker boots and seven pairs of hiker safety boots for Field Teams at Osney Yard, Oxford",,,,
EA,14/05/2014,CLAD SAFETY,657.24,"Four pairs of composite wellington safety boots, four pairs of hiker safety boots and one pair of high-leg waterproof safety boots for Field Teams at Osney Yard, Oxford",,,,
EA,14/05/2014,INFORMA UK MOTO GB,2399.04,"Week-long training course for one person at The Radiological Protection Summer School. Cost includes course fee, five-night stay at Christ’s College, Cambridge and all food and drink",,,,
EA,14/05/2014,REDFUNNEL.CO.UK,1000.00,Credit for staff to travel to and from the Isle of Wight by ferry,,,,
EA,27/05/2014,WWW.HPA.ORG.UK,1460.00,Fee for one person attending one-week Introduction to Radiation Protection training,,,,
EA,08/05/2014,GARDINER & SCARDIF,1097.00,Twenty padlocks for public safety risk assessment works in the South East Region,,,,
EA,15/05/2014,BDBS SERVICES,1800.00,Fabrication and installation of fencing and gates to anti-siphon compound at Kempsey flood alleviation scheme for operational and public safety,,,,
EA,27/05/2014,BDBS SERVICES,580.92,Fencing and gate fabrications for Sedgeberrow and handrail repairs and gate installation at Kempsey flood alleviation scheme,,,,
EA,07/05/2014,KINGS PARK,739.90,"Room hire, lunch and refreshments for nineteen people of the Staffordshire, Warwickshire and West Midlands Area Leadership Group attending a meeting ",,,,
EA,29/04/2014,BELL HOTEL,566.10,"Accommodation for five people for two nights attending training on how to regulate odour at sites, under the Environmental Permitting (England and Wales) Regulations 2007 (primarily waste and industrial sites)",,,,
EA,16/05/2014,AQUATIC CONTROL ENG LT,1338.00,"Four non-return valves for use at site at Pool Meadow, Gloucester",,,,
EA,16/05/2014,MENZIES HOTELS,1388.00,"Room hire, lunch and refreshments for forty people attending quarterly Area Management Group meeting",,,,
EA,14/05/2014,MIDDLESEX UNIVERSITY,1160.00,Fees for four people attending Flood Risk Management Cost Benefit Calculation training course,,,,
EA,08/05/2014,WWW.HIGHSTAT.COM,540.00,"Fee for one person attending a Data Exploration, Regression, Generalised Linear Models and Generalised Additive Models training course ",,,,
EA,23/05/2014,BRADAN LTD,1184.88,Alcohol gel and dispensers for hand disinfection and biosecurity purposes at Calverton Fish Farm,,,,
EA,22/05/2014,KEITH SELL PLUMBING &,666.27,Annual service and replacement of pressure vessel for warm water gas boiler at Calverton Fish Farm,,,,
EA,14/05/2014,SEDDONS PLANT &ENG,1197.60,Four one-inch water pumps for pumping water around site at Calverton Fish Farm.,,,,
EA,27/05/2014,WWW.PONDKEEPER.CO.UK,683.88,"Twelve automatic feeders for the feeding of Grayling in recirculation systems at Calverton Fish Farm, Nottingham",,,,
EA,14/05/2014,DAVID MUSSON FENCING,936.00,260 timber rails for maintaining Derbyshire flood defence assets,,,,
EA,23/05/2014,HIMAN & COMPANY,1899.05,26 heavy-duty padlocks for new flood debris screens on brooks throughout Leicestershire for public safety ,,,,
EA,23/05/2014,PS MARSDEN LMOWER SVS,682.14,Servicing of motorised hand tools for carrying out routine maintenance to flood defence assets,,,,
EA,22/05/2014,EXPRESS VALVE SVCS,591.60,Flap value which is attached to a headwall which passes through a flood defence in Loughborough on the Wood Brook. The valve seals during high water flows to prevent flooding to properties but reopens to let surface water escape during normal flow conditions. The item was bought to replace a damaged flap valve. ,,,,
EA,19/05/2014,F B A,975.00,Training for five people attending Freshwater Biological Association training courses in macroinvertebrate identification for monitoring ecological water quality of rivers under the Water Framework Directive,,,,
EA,23/05/2014,STAFFORDSHIRE UNI,2484.40,Hire of three rooms for four days for a Planning Inspectorate inquiry. Refreshments and lunch included each day for ten officers of the Environment Agency (including Council and expert witnesses) with teas and coffees also provided for the additional five formal attendees of the inquiry.,,,,
EA,01/05/2014,GAINSBOROUGH HOUSE HOT,725.00,"Room hire plus buffet lunch and refreshments for 25 people attending the Shropshire, Herefordshire, Worcestershire and Gloucestershire Environmental Permitting Installations and Waste Regulation Teams meeting ",,,,
EA,22/05/2014,APB TRADING LTD,736.08,"Hire of Land Rover to tow Betsy pumps to sites at Bewdley, Kempsey and Upton upon Severn to respond to flood incident due to agency Land Rover being under repair and needed at short notice",,,,
EA,30/04/2014,COTSWOLD SEEDS LTD,584.40,"Organic seed for Downrip Farm, Willersey used as part of diffuse pollution project work",,,,
EA,28/04/2014,GREENSTRIPE GARDEN MAC,1870.00,Tractor mower for grounds maintenance at the Gainsborough Depot ,,,,
EA,20/05/2014,ADT LOUGHTON CC,649.85,Maintenance of fire alarm system at West Stockwith Pumping Station,,,,
EA,14/05/2014,THE MOWER DOCTOR,540.00,One chainsaw for Gloucester Depot Field Team for general maintenance on watercourses,,,,
EA,08/05/2014,WWW.BBOFFICESUPPLIES.C,759.60,"Chair with adjustable arm rests and the extended back bar option recommended following a Display Screen Equipment assessment for an officer’s main workstation in the Environment Agency Area Office at Riversmeet House, Tewkesbury",,,,
EA,14/05/2014,MIDDLESEX UNIVERSITY,580.00,Fees for two people attending Flood Benefits Appraisal training course held in Birmingham and run by Middlesex University,,,,
EA,21/05/2014,HICKMANS OF KIDDERMINS,2148.30,Incident Response Flooding - sandbags for emergency use during winter flooding in Gloucester ,,,,
EA,17/05/2014,HICKMANS OF KIDDERMINS,2881.20,Incident Response Flooding - sandbags for emergency use during winter flooding in Gloucester ,,,,
EA,08/05/2014,SURVITEC GRIMSBY,939.40,Annual servicing of 32 lifejackets and replacement accessories (capsules and lights) for staff based at the Tewkesbury office,,,,
EA,29/04/2014,MENZIES HOTELS,520.00,Room hire and lunch for twenty Flood Incident Officers to discuss potential changes to current incident response arrangements,,,,
EA,13/05/2014,TELFORD WREKIN,1380.00,"Property threshold survey in Coalbrookdale, Shropshire to enable Agency to establish the level at which properties would flood so that telemetry warning stations can be established",,,,
EA,19/05/2014,CSG Ltd Waste Serv,1176.00,Cleaning services for CCTV investigation to go ahead to help identify issues around a potentially blocked culvert,,,,
EA,02/05/2014,STAR SIGNS (DERBY) LIM,1370.58,25 Health and Safety warning signs that are used to alert the general public when carrying out core maintenance activities in the Midlands Region,,,,
EA,30/04/2014,TRAVIS PERKINS,548.84,"1,400 kilograms of postcrete, four sheets of plywood and fifty sawn posts for access road construction at Mushroom Green, West Midlands",,,,
EA,14/05/2014,FIRE SAFE INTERNATIONA,2328.00,"Four air cylinders for the Confined Spaces Team at Lea Marston Depot, North Warwickshire for man entry or rescue in confined spaces",,,,
EA,08/05/2014,INFORMA UK MOTO GB,4798.08,Fees for two people attending a five-day Radiological Protection training course,,,,
EA,23/05/2014,BRADAN LTD,1551.60,Annual biosecurity audit 2014 at Calverton Fish Farm,,,,
EA,29/04/2014,FOREVER FUELS LTD,1371.64,Wood fuel pellets for on-site biomass boiler for heating and hot water at Calverton Fish Farm,,,,
EA,22/05/2014,MCVEIGH PARKER & CO LT,903.84,Post and rail fencing materials for Pershore flood alleviation scheme,,,,
EA,22/05/2014,AGGREGATE IND UK L,1104.00,"Approximately forty tonnes of 75-40mm graded aggregate, granite, to create the base layer of a vehicle access track at Mushroom Green. This access track will enable multiple vehicles all-year-round access to an Environment Agency maintained trash screen",,,,
EA,27/05/2014,AGGREGATE IND UK L,552.00,"Approximately twenty tonnes of 75-40mm graded aggregate, granite, to create the base layer of a vehicle access track at Mushroom Green. This access track will enable multiple vehicles all-year-round access to an Environment Agency maintained trash screen",,,,
EA,16/05/2014,AGGREGATE IND UK L,1104.00,"Approximately forty tonnes of 75-40mm graded aggregate, granite, to create the base layer of a vehicle access track at Mushroom Green. This access track will enable multiple vehicles all-year-round access to an Environment Agency maintained trash screen",,,,
EA,07/05/2014,LICHFIELD LOCK & KEY,655.20,Twelve Environment Agency-type padlocks for use on various projects and access routes for site security purposes.,,,,
EA,20/05/2014,WWW.GXOPTICAL.COM,741.60,"One ring light for microscope in laboratory at Riversmeet House, Tewkesbury for the Analysis and Reporting Team",,,,
EA,07/05/2014,LICHFIELD LOCK & KEY,1310.40,24 padlocks for flood defence asset security in the Midlands Region,,,,
EA,20/05/2014,ELIOR,1278.00,Room hire plus lunch and refreshments for fifty people attending Trent Regional Flood and Coastal Committee meeting ,,,,
EA,22/05/2014,JOHN MILLER/CORSHAM/LT,745.68,"Service, repair and replacement of parts of six chainsaws and one hedge trimmer for Field Team at Warmley Depot, South Gloucestershire",,,,
EA,23/05/2014,KB REINFORCEMENTS,1300.56,"Eight sheets of 2.4m x 4.8m high tensile steel mesh, ten 6m lengths of hi-tensile 10mm straight bar, ten 6m lengths of 12mm straight bars and 180 square links for construction of steel cages to be placed in concrete re-enforcing at Tiverton flood scheme",,,,
EA,27/05/2014,S MORRIS LTD,2480.88,Sixteen square metres of ready-mixed concrete delivered to Tiverton Flood Scheme,,,,
EA,06/05/2014,Hilti (Gt. Britain) Lt,2451.12,"One battery drill, 12mm stainless steel bolts and 14mm drill bits for new flood defence scheme at Tiverton Business Park, Tiverton, Devon",,,,
EA,30/04/2014,BROOKRIDGE TIMBER,1399.33,Various lengths of timber to replenish stocks at Clyst Honiton Depot,,,,
EA,09/05/2014,WWW.VIRIDOR.CO.UK,551.24,"Collection and disposal of hazardous waste from Tiverton Depot, Devon",,,,
EA,09/05/2014,AQUATIC CONTROL ENG LT,1161.60,"One 225mm diameter WaStop flap-valve for flood defence improvement works carried out at Granary Lane, Budleigh Salterton. Flap-valve prevents floodwater from backing up from the watercourse and flooding properties in the immediate area.",,,,
EA,14/05/2014,BURDENS,673.20,"Four 350mm twin wall pipes to set into a head wall to take the flow under a new flood bank installed as part of the flood defence scheme improvements at Kennford, Devon ",,,,
EA,28/04/2014,JET-SET,634.96,"Six cubic metres of concrete for the construction of a concrete slab in Stoke Canon, Devon as part of Flood Defence Scheme improvements",,,,
EA,02/05/2014,SOUTHERN MICROSCOPES,1293.36,"Annual service for the thirteen microscopes used at Manley House, Exeter",,,,
EA,22/05/2014,KB REINFORCEMENTS,740.47,"Reinforcing steel for use in the reinforced concrete flood wall currently under construction in Kennford, near Exeter, Devon",,,,
EA,16/05/2014,BURDENS,718.80,"Geogrid to be laid under crushed concrete for the construction of an access road across a flood defence site at Kennford, Devon",,,,
EA,14/05/2014,ELECTRAFISH LIMITE,564.00,"Quarterly inspection and testing of all electric fishing equipment at Manley House, Exeter",,,,
EA,14/05/2014,FOUNTAIN TIMBER PR,535.20,Incident Response Flooding - half round rails to replace fences damaged during flooding in the South West Region,,,,
EA,06/05/2014,FOUNTAIN TIMBER PR,797.28,"Fencing to repair broken fencing at Sand Bay, near Weston Super Mare, used to keep sand dunes which protect against flooding",,,,
EA,27/05/2014,PORTABLE SPACE LTD,1975.20,"Secure lock-up cabin to hold wood and power tools in the compound at the depot at St. Georges, near Weston Super Mare",,,,
EA,20/05/2014,YHC HIRE SERVICES,619.20,Calibration of twelve superarules which measure the height of cables to ensure safe passage under them while weedcutting along rivers in Somerset ,,,,
EA,28/04/2014,BURDENS P19,816.00,"Four twin wall pipes for repair works at Panborough Culvert, Somerset",,,,
EA,15/05/2014,FIRST FENCE LTD,836.40,"Fencing snap bolts and fish plates for refurbishment of fifty metres of palisade fencing around Highbridge Clyce Outfall, River Brue",,,,
EA,27/05/2014,BROOKRIDGE TIMBER,2459.38,"160 x 3.6m rails and 144 posts for the construction of a fence at Whitelake, Somerset",,,,
EA,08/05/2014,SOMERSET DRAINAGE BOAR,652.07,"Annual drainage charges for Environment Agency sites in Burtle, Chilton Polden, Cossington, East Huntspill, West Huntspill and Woolavington, Somerset",,,,
EA,14/05/2014,MOLE VALLEY FARMERS,923.54,Grass seed for reinstatement works carried out in and around Moorland Village as a result of flooding in the area,,,,
EA,01/05/2014,SAFETY-KLEEN UK LTD,1008.00,Removal of three drums of oil-soiled booms and absorbents from Northmoor Pumping Station after the Somerset Moors and Levels Flooding Event,,,,
EA,02/05/2014,SAFETY-KLEEN UK LTD,1382.40,Removal of four drums of oil-soiled booms and absorbents from Northmoor Pumping Station after the Somerset Moors and Levels Flooding Event,,,,
EA,29/04/2014,ELECTRAFISH LIMITE,636.00,Quarterly safety inspection of electric fishing kit used for fish surveys in North Wessex area,,,,
EA,13/05/2014,ABEL ALARM COMPANY LIM,601.15,Eight padlocks for site security in the South West Wessex area,,,,
EA,07/05/2014,DEMON INTERNATIONAL,559.27,"Repair works to pressure washer unit at Bradney Depot, Bridgwater",,,,
EA,28/04/2014,RADMORE & TUCKER,1060.14,"Ten chainsaw jackets, ten pairs of chainsaw trousers and ten oil filling systems for Operations Field Teams in the South West Region",,,,
EA,23/05/2014,PAYPAL CHARTEREDIN,540.00,Fee for one person attending The Role of Psychology in Campaign Design training course,,,,
EA,08/05/2014,DEVERE VENUES COLM,2552.50,Room and equipment hire plus lunch for eighty people attending National Operations Flood and Coastal Risk Management Modelling and Forecasting Meeting ,,,,
EA,07/05/2014,DEVORAN METALS LTD,693.28,"Ten sheets of mesh wire, 23kg of reinforcing bar and five coils of wire spool for Angarrack Flood Recovery Scheme, near Hayle, Cornwall",,,,
EA,10/05/2014,EM SUPPLIES,1111.20,Sampling poles and sampling cans and cradles to hold bathing water sample bottles which attach to the poles.,,,,
EA,13/05/2014,WALTER BAILEY (PAR)LTD,3340.14,"Eighty timber posts, fifty bags of cement, ten tons of sand, nine tons of aggregate and nine tons of 20mm-dust for Angarrack repairs scheme",,,,
EA,12/05/2014,EAGLE PLANT,688.80,Fifteen weeks' hire of storage unit for land drainage works at Swanage Flood Reservoir ,,,,
EA,06/05/2014,EAGLE PLANT,516.00,Fifteen weeks' hire of welfare unit for land drainage works at Swanage Flood Reservoir ,,,,
EA,09/05/2014,SYDENHAMS HIRE CEN,1380.00,Fifteen weeks' hire of security fencing for land drainage works at Swanage Flood Reservoir ,,,,
EA,21/05/2014,FOWLER HIRE & SALES LT,645.74,Strimming cord and grinder for flood defence maintenance in Dorset area,,,,
EA,16/05/2014,G CROOK & SONS,815.86,"37 tonnes of 4-6"" gabion stone for a trackway at Swanage reservoir, Dorset",,,,
EA,16/05/2014,G CROOK & SONS,2463.10,"110 tonnes of 4-6"" gabion stone for a trackway at Swanage reservoir, Dorset",,,,
EA,23/05/2014,G CROOK & SONS,821.42,"37 tonnes of 4-6"" gabion stone for a trackway at Swanage reservoir, Dorset",,,,
EA,23/05/2014,G CROOK & SONS,1241.00,"56 tonnes of 4-6"" gabion stone for a trackway at Swanage reservoir, Dorset",,,,
EA,21/05/2014,A & M DEFENCE,645.38,"One pile pinching clamp, two piling shackles and three thousand metres of web sling mesh for flood defence maintenance in the Dorset area",,,,
EA,16/05/2014,FOWLER HIRE & SALES LT,770.27,"One cordless hammer drill, two tile chisels and assorted drill bits for flood defence maintenance in the Dorset area",,,,
EA,30/04/2014,ELECTRAFISH LIMITE,540.00,Testing of electric fishing kit held by the Sampling and Collection team in Blandford,,,,
EA,30/04/2014,LANHYDROCK HOTEL & GOL,669.35,"Venue, catering and refreshments for 21 people attending a South West Regional Flood and Coastal Committee meeting",,,,
EA,21/05/2014,MOLE VALLEY FARMERS,730.46,"Fencing rails, fence posts and gates for approximately 250 metres of public safety fencing around Piddletrentide Flood Defence Structure, Dorset",,,,
EA,13/05/2014,BROOKRIDGE TIMBER,696.91,Fencing materials – post and rail for replacement of gateways along the Hixham Rhyne – from Rodney Stoke Pumping Station to Clewer Pumping Station.  To provide access for routine maintenance activities.,,,,
EA,08/05/2014,WURTH UK LTD,834.81,"Hand saws for depot stores, fifteen boxes of screws, six tubes of super glue and activators, Velcro tape hooks and eyes for depot stores, 25 bottles of screen wash for vehicles, five boxes of anchor head concrete screws, allen key set, screwdriver set, ratchet straps for lorry and trailers and chemical resin for fixing tidal flaps on sea defences ",,,,
EA,02/05/2014,MOLE VALLEY FARMERS,1063.56,"Two gates, two hundred metres of wire mesh, eight hundred metres of barbed wire and sixty metres of pipe for site repair works at Northmoor Green, Somerset",,,,
EA,09/05/2014,WWW.ISLEOFSCILLY-TRAVE,600.00,Flight for three people to Isles of Scilly for flood recovery work,,,,
EA,06/05/2014,OAKLEIGH MANOR LTD,579.85,Grounds maintenance work including weeding and grass cutting at Dartford Creek Barrier flood defence structure,,,,
EA,30/04/2014,WWW.EXTRANET.APLANT.CO,549.31,"One-month hire of portable lighting rig for South Ferriby Depot, Lincoln following damage to electricals at site after flooding event",,,,
EA,06/05/2014,G CROOK & SONS,733.98,37 tonnes of topsoil to bring back defence height on flood defence bank,,,,
